Gene = A16
Position 145: 1.1680215967375316e-05
Position 883: 1.123362653796008e-05
Position 714: 1.076155186598961e-05
Position 487: 1.0239215117792936e-05
Position 685: 8.973717125046778e-06
Position 251: 8.699999406422265e-06
Position 1409: 8.278095701818245e-06
Position 799: 7.58524613763682e-06
Position 1030: 7.1787673704210726e-06
Position 1294: 6.358330912579879e-06
Position 1416: 5.2432017010470656e-06
Position 110: 4.903755976210711e-06
Position 661: 4.790777621148555e-06
Position 573: 4.703513485013809e-06
Position 1669: 4.581628705147484e-06
Position 245: 3.950183418974993e-06
Position 1125: 2.314321042662557e-06
Position 298: 2.24697313597395e-06
Position 1553: 1.7428868486160841e-06
Position 1439: 1.7421955089261253e-06
Position 1063: 1.2502863191071708e-06
Position 1270: 1.1818977249421192e-06
Position 1639: 9.687911986031084e-07
Position 1226: 6.360686825456632e-07
Position 1299: 5.440809219624721e-07
Position 1315: 3.240380013640533e-07
Position 1636: 3.014467397889279e-07
Position 1264: 2.687931831222018e-07
Position 1618: 2.4526276096294456e-07
Position 1650: 1.947477680368826e-07
Position 1275: 1.0998296330177175e-07
Position 1657: 9.618960017290863e-08
Position 579: 5.065056796797471e-08
Position 466: 5.02099990404659e-08
Position 1451: 4.0814533781409015e-08
Position 461: 2.8325924968361047e-08
Position 1475: 2.5360493038813834e-08
Position 83: 1.9801857113506116e-08
Position 658: 1.741903023905884e-08
Position 381: 1.1900052624932576e-08
Position 343: 9.222047887256993e-09
Position 420: 7.612029840781561e-09
Position 1608: 7.598827177621942e-09
Position 331: 3.892391997749451e-09
Position 388: 2.9747722669875865e-09
Position 112: 8.576841244607482e-11
Position 328: 1.066753533931853e-11
Position 393: 4.4707693233475395e-12
Position 99: 1.5097910135687288e-13
Position 121: 1.1393672187867937e-13
Position 101: 2.4329519094028223e-15
Position 236: 1.3621846703851636e-15
Position 316: 1.6715878710469545e-17
Position 214: 4.567791499524558e-21
