Gene = blot
Position 1208: 0.000962542288728403
Position 1541: 0.000893178292324794
Position 20252: 0.0008879370577388418
Position 19843: 0.0008464613763354834
Position 23371: 0.0008355392241962029
Position 116: 0.0007909318410466796
Position 642: 0.0007855159757537342
Position 1240: 0.0007763323837926294
Position 378: 0.0006548825378161185
Position 373: 0.0006382321341119694
Position 23842: 0.0006131203938901319
Position 24118: 0.0005858249044530327
Position 23117: 0.0005257077390419119
Position 596: 0.0005107782175118867
Position 23927: 0.00048072070399356637
Position 20450: 0.0004381176453709046
Position 24223: 0.00042189268374280954
Position 1044: 0.00041235954549836686
Position 396: 0.00033250346121832406
Position 23106: 0.0003308997020506098
Position 984: 0.00031609707066162905
Position 351: 0.00031184698855968757
Position 23987: 0.00026695218149873085
Position 39: 0.0002579860252342038
Position 23590: 0.00024987202360845915
Position 1686: 0.0002470808759707975
Position 1201: 0.0002225954289969376
Position 370: 0.00021692361992989412
Position 23827: 0.00018076253093723157
Position 601: 0.00015846327403180277
Position 81: 0.0001518181892163665
Position 23310: 0.00011178625820380216
Position 360: 0.00010335695275158168
Position 23430: 8.266829923421495e-05
Position 465: 7.961838736423832e-05
Position 413: 5.7004931491052564e-05
Position 1066: 5.3350048498476755e-05
Position 25372: 4.212301589637928e-05
Position 95: 3.5080531029239844e-05
Position 551: 2.5197518478545748e-05
Position 1155: 1.8599692504166027e-05
Position 1506: 1.6717409518621856e-05
Position 22900: 1.3455458311360394e-05
Position 108: 1.3118642262564472e-05
Position 22957: 1.309291050682978e-05
Position 815: 1.2134165250625134e-05
Position 312: 1.0510466456524811e-05
Position 782: 9.452268772154796e-06
Position 569: 9.320283295666172e-06
Position 365: 8.300919757783822e-06
Position 24021: 8.096968818931814e-06
Position 542: 6.96639118112994e-06
Position 528: 6.4989002625016324e-06
Position 434: 2.525247043795127e-06
Position 897: 1.4425211537885082e-06
Position 118: 1.2327520751739077e-06
Position 23383: 1.0496459008152554e-06
Position 875: 1.0031130415368206e-06
Position 23352: 8.438966751852186e-07
Position 492: 7.454538390086437e-07
Position 23264: 5.415650392158106e-07
Position 23424: 4.859330551621276e-07
Position 23071: 1.605713210616325e-07
Position 23233: 9.545701227231029e-08
Position 23063: 8.599120591607183e-08
Position 321: 1.766804899741739e-08
Position 120: 1.3036808538682367e-08
Position 147: 1.2932354324482758e-08
Position 23288: 9.657389590968788e-09
Position 128: 8.399872007302616e-09
Position 561: 5.9163319206516515e-09
Position 23213: 2.366966649187459e-09
Position 23020: 2.9866831272975303e-10
Position 32: 1.8325771492609477e-10
Position 135: 5.653508829133967e-11
Position 133: 9.108413230032508e-12
Position 381: 8.829065065959078e-12
Position 110: 6.637492592262212e-13
Position 23018: 1.1192617828023469e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 22982: 0.9949277222105032
Position 23183: 0.9877256506229434
Position 19671: 0.9734949078541701
Position 11641: 0.9292753349499666
Position 22781: 0.7020925412094005
Position 22840: 0.29720500522076243
Position 20051: 0.2854930833239923
Position 2488: 0.2654747378459818
Position 814: 0.16118602634614848
Position 1654: 0.1063007771573607
Position 1787: 0.08056735933867244
Position 2117: 0.07204491443653033
Position 1766: 0.029301538853621516
Position 12755: 0.026779826005381976
Position 12564: 0.02221370774599806
Position 12875: 0.022096588897207396
Position 2068: 0.016604229181860292
Position 13581: 0.01460280911174867
Position 1872: 0.011430010844859353
Position 23547: 0.01037897987854599
Position 24507: 0.008734692316871833
Position 12518: 0.00802660826505179
Position 13457: 0.007365155973804401
Position 23520: 0.006712653437818752
Position 12504: 0.00623146373383183
Position 11457: 0.006039896940769562
Position 589: 0.004578302656370168
Position 1385: 0.004357762736981929
Position 12789: 0.004337435439554713
Position 846: 0.004208765260608633
Position 1148: 0.00399666947532168
Position 23008: 0.0037184163335285013
Position 699: 0.002807439149300213
Position 23986: 0.0027648945363120134
Position 16031: 0.0023534972323458097
Position 23213: 0.0022456072534789667
Position 12472: 0.0021480514567012127
Position 946: 0.002009434045035382
Position 1929: 0.0018479021697414557
Position 2386: 0.0017281782392427117
Position 20296: 0.0015856724266852184
Position 1115: 0.0015560759715861586
Position 24105: 0.0014924597148338534
Position 12955: 0.0014209754375609977
Position 101: 0.0013466709461180699
Position 23370: 0.0013097324202600074
Position 24475: 0.001171147365360285
Position 24416: 0.0011480837784319578
Position 25365: 0.001100939096286222
Position 12706: 0.0010721427318814837
Position 12655: 0.0010295211852267485
Position 19953: 0.0009761949025449433
Position 23233: 0.0008495460823312648
Position 23926: 0.0007341711835423952
Position 1972: 0.0004963936410068308
Position 22654: 0.0004744989306520962
Position 1959: 0.0003714763252079407
Position 23342: 0.00032817068855174543
Position 23156: 0.00030132885488010877
Position 2006: 0.000284864639662983
Position 462: 0.00021078234384157272
Position 24372: 0.0002058545922084897
Position 884: 0.0001925764338724157
Position 24297: 0.00017193113354304132
Position 23383: 0.00014605505697549726
Position 1240: 0.000124267562837356
Position 782: 0.00011804811187195196
Position 830: 0.00010794560344550126
Position 488: 9.166041689968844e-05
Position 478: 8.891418868521125e-05
Position 1391: 8.24083235158099e-05
Position 24117: 7.930459509207115e-05
Position 23027: 6.233783502071663e-05
Position 25468: 4.212301589637927e-05
Position 968: 1.1809240434696214e-05
Position 23082: 1.062927132901847e-05
Position 21473: 5.333174599446293e-06
Position 23106: 4.2093457657070705e-06
Position 596: 2.1534121274375358e-06
Position 252: 2.0437923416434226e-06
Position 344: 1.9256945739627027e-06
Position 360: 1.7673947174086305e-06
Position 685: 1.5765229206577134e-06
Position 243: 1.1388094005967961e-06
Position 866: 4.247279942451032e-07
Position 769: 8.719352271743898e-08
Position 23165: 1.3997427817673394e-08
