Gene = NUCB1
Position 1746: 5.102638754270596e-05
Position 294: 4.423595255281765e-05
Position 116: 4.0204058384622003e-05
Position 1034: 3.796459321313037e-05
Position 1431: 3.529368376006461e-05
Position 879: 3.2325684980506784e-05
Position 1477: 2.3898434561007788e-05
Position 973: 2.385972212197901e-05
Position 494: 1.989917290752983e-05
Position 1284: 1.9151353042299235e-05
Position 1252: 1.8909225833093892e-05
Position 661: 1.564927567691602e-05
Position 85: 1.5059157181765395e-05
Position 68: 1.1820678737527135e-05
Position 157: 1.0307285782849513e-05
Position 1142: 2.7018348004211987e-06
Position 60: 1.0571398689198333e-06
Position 899: 5.848268021331594e-07
Position 701: 3.0669501513068436e-07
Position 418: 2.0016556030872777e-07
Position 88: 1.8501497859134445e-07
Position 345: 8.626534165325492e-08
Position 722: 2.7846704822699804e-08
Position 663: 2.079876512007095e-08
Position 570: 7.45187977060875e-09
Position 277: 4.735403290038275e-09
Position 214: 1.2383747263148484e-09
Position 319: 1.1619788449359914e-09
Position 252: 1.1441810748577063e-09
Position 443: 7.026583049092744e-10
Position 446: 2.5498831638547165e-10
Position 453: 2.3333343902819997e-10
Position 202: 2.1525724967047956e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 2726: 0.9520483246563842
Position 479: 0.11047211658003989
Position 2462: 0.09373728051344137
Position 2389: 0.07694717715155651
Position 2357: 0.022275641372858722
Position 954: 0.01846550957711846
Position 1161: 0.008281145977782206
Position 566: 0.006139630945340086
Position 1908: 0.005841867812838681
Position 1215: 0.004296094856257362
Position 440: 0.0040157607555194015
Position 1142: 0.0038962610348797057
Position 1336: 0.0032508998748810706
Position 4420: 0.0028549177229753183
Position 2495: 0.002410128747447088
Position 1193: 0.0023960736018307336
Position 73: 0.0018406182360709792
Position 2538: 0.0013786929477063838
Position 3860: 0.0012394051149521503
Position 4423: 0.0012343335958695603
Position 85: 0.0011201425450199135
Position 4313: 0.0010373046661917942
Position 4136: 0.0009376122027369518
Position 604: 0.0006990966953291313
Position 222: 0.0006910992707678553
Position 3615: 0.0005751522407566303
Position 2431: 0.0005471157205028687
Position 2948: 0.0004849833455410434
Position 661: 0.00039796016345392335
Position 2945: 0.00031985645839229454
Position 3485: 0.00028509617370572925
Position 3812: 0.0002714719366569681
Position 879: 0.00022832977965696246
Position 3406: 0.0002248401508484222
Position 1167: 0.00022166211696147327
Position 3281: 0.00021230790170783471
Position 4286: 0.00020593429563538725
Position 1417: 0.00019807059551115033
Position 1458: 0.00017934758784443478
Position 2680: 0.0001340666099428792
Position 2683: 0.00012767396704377115
Position 671: 0.00012520424152471366
Position 3235: 0.00012416495330235712
Position 3866: 0.00010776864983134694
Position 2936: 0.00010774139440979861
Position 4521: 0.00010362457217207127
Position 3692: 0.0001032534745723102
Position 3665: 7.919508587880208e-05
Position 2744: 6.756362845701781e-05
Position 2780: 6.322491540668488e-05
Position 2639: 6.055885167079606e-05
Position 3791: 5.873208039467082e-05
Position 3590: 5.386072859275918e-05
Position 142: 4.7374285377668915e-05
Position 2088: 3.9885851424644725e-05
Position 2007: 3.4268866496011916e-05
Position 1991: 3.2189861153052967e-05
Position 2203: 3.1797592158029656e-05
Position 2925: 2.9112154172829476e-05
Position 2158: 2.8440315502670012e-05
Position 109: 2.438167814932354e-05
Position 531: 2.403518921602963e-05
Position 2337: 2.13701369932538e-05
Position 627: 2.061554062795751e-05
Position 2735: 1.5659824919044766e-05
Position 742: 1.1103759558902276e-05
Position 1825: 1.0903878322004354e-05
Position 1612: 8.985204643594288e-06
Position 500: 8.411503200423054e-06
Position 1953: 7.141385074268764e-06
Position 857: 6.906203951541905e-06
Position 1816: 5.6565558994168406e-06
Position 686: 4.693984583134513e-06
Position 1064: 4.682834387553571e-06
Position 541: 3.6853430490577696e-06
Position 1113: 3.5949444318568895e-06
Position 1349: 3.309272326723472e-06
Position 1357: 3.042292451766484e-06
Position 497: 1.6929589521684623e-06
Position 754: 1.5986296304739553e-06
Position 494: 1.197203010163406e-06
Position 243: 1.1032589947856724e-06
Position 153: 5.44243117220882e-07
Position 126: 5.304821789320157e-07
Position 228: 2.234451953150838e-07
Position 231: 1.374362517188493e-07
Position 357: 9.119295254750197e-08
Position 240: 2.2876938319544606e-08
Position 354: 6.78628343139364e-09
Position 294: 2.0493388477141434e-09
Position 315: 1.4489315400690914e-09
Position 300: 8.011842025095739e-10
Position 116: 5.716345824723922e-10
Position 345: 5.582346514900335e-10
Position 366: 1.1559547254194738e-10
Position 252: 5.328918280390384e-11
Position 333: 6.761512003757565e-12
Position 375: 4.200130961116399e-12
Position 52: 1.275995755893286e-12
Position 324: 3.2325379025619593e-16
