Gene = simj
Position 2654: 0.0007715229044561333
Position 79: 0.0006912408425664919
Position 22851: 0.0006723195173260056
Position 59: 0.0005804848777374158
Position 22253: 0.0005346013528458197
Position 23745: 0.0005158599990837763
Position 23409: 0.0004954393142465898
Position 61: 0.00039808463981683785
Position 24439: 0.0003846940408781802
Position 1992: 0.0003752913770437919
Position 310: 0.00031355182529370574
Position 22957: 0.00029493682983292843
Position 303: 0.00029258433502111835
Position 22869: 0.0002814795844784391
Position 65: 0.0002692853846607358
Position 856: 0.00023563643646159409
Position 23863: 0.0002010277116727603
Position 21892: 0.0001863047956801789
Position 23128: 0.0001760863180289177
Position 444: 0.0001302191364632502
Position 158: 0.00012002504822257294
Position 1085: 0.00010696688239158923
Position 22337: 7.88783790940029e-05
Position 21601: 7.792848012251193e-05
Position 20645: 7.67379055393499e-05
Position 23197: 6.528154483451389e-05
Position 2380: 6.372043428852315e-05
Position 21651: 4.607725610177061e-05
Position 252: 4.5880242989811284e-05
Position 2302: 4.3617079016063216e-05
Position 23090: 4.100967490656164e-05
Position 23836: 3.9221913947986976e-05
Position 24556: 3.667250153007922e-05
Position 22973: 3.3998615087460005e-05
Position 188: 3.296265420231968e-05
Position 887: 3.1200045423222325e-05
Position 21860: 2.817900625268981e-05
Position 931: 2.664662888885977e-05
Position 23109: 2.5935861649273004e-05
Position 22943: 2.341712877744285e-05
Position 163: 2.2330530434955953e-05
Position 369: 2.158544219103776e-05
Position 20411: 2.0334833512725862e-05
Position 23249: 1.921786247014865e-05
Position 268: 1.663813731562238e-05
Position 420: 1.632263343676512e-05
Position 23243: 1.631659451814866e-05
Position 266: 1.580101442184984e-05
Position 22734: 1.5002665742096418e-05
Position 868: 1.4582062803236118e-05
Position 357: 1.4211793963508442e-05
Position 63: 1.3874972969549343e-05
Position 73: 1.2534942625264679e-05
Position 40: 1.2439123373713837e-05
Position 21992: 1.1433257097377666e-05
Position 23909: 1.095032811911916e-05
Position 21759: 1.0820784141074463e-05
Position 23869: 1.074493602647083e-05
Position 23900: 1.0408344331139442e-05
Position 375: 9.660929790334622e-06
Position 250: 9.352708581234418e-06
Position 258: 9.27069747326475e-06
Position 23316: 8.58700937282876e-06
Position 55: 8.196023185637437e-06
Position 1037: 7.898927684058677e-06
Position 130: 7.772042650987469e-06
Position 1615: 6.066001747795072e-06
Position 50: 5.501612269688926e-06
Position 24578: 5.398293364922341e-06
Position 22871: 5.158032861967505e-06
Position 392: 5.0892755148729424e-06
Position 23141: 5.0100073292193656e-06
Position 21527: 4.219040675569072e-06
Position 240: 4.09225834183837e-06
Position 499: 2.783335243875594e-06
Position 23239: 2.6399453583302077e-06
Position 120: 2.4209296866996317e-06
Position 22653: 2.1715309119388936e-06
Position 22745: 1.984049329955115e-06
Position 23143: 1.8179038889366496e-06
Position 22640: 1.7938969509951384e-06
Position 22843: 1.720819783695232e-06
Position 1363: 1.4249910597437777e-06
Position 512: 1.3862387963601536e-06
Position 22605: 1.2523022860381996e-06
Position 24035: 1.0763837630084348e-06
Position 23799: 7.57103223878762e-07
Position 23769: 6.166521210240994e-07
Position 414: 5.917327168574363e-07
Position 22756: 5.437281069662996e-07
Position 123: 5.284950525512234e-07
Position 1547: 4.62062574200909e-07
Position 22732: 4.4139455451949734e-07
Position 935: 3.8549527726580135e-07
Position 24346: 3.1376971332354975e-07
Position 823: 2.389842163935403e-07
Position 22961: 2.0275016585514443e-07
Position 22845: 1.6499928798423277e-07
Position 21506: 1.4862085833075462e-07
Position 22759: 8.494472632468199e-08
Position 23998: 6.108787986106649e-08
Position 21774: 4.580258598289605e-08
Position 21472: 2.5520038540095787e-08
Position 23631: 1.8108377295651484e-08
Position 915: 1.368365494294547e-08
Position 21317: 9.808785530683871e-09
Position 1509: 9.65365594204124e-09
Position 32: 5.284831127646889e-09
Position 22176: 1.0466309026149715e-09
Position 636: 9.950299935273107e-10
Position 1014: 5.513261315026606e-10
Position 22811: 4.188997706928455e-10
Position 23225: 3.5913214065949177e-10
Position 22821: 2.6021282357192266e-10
Position 23079: 1.9652350360092316e-10
Position 22814: 1.220226453846278e-10
Position 22774: 5.584934957700199e-12
Position 22891: 4.196902117167086e-12
Position 22659: 7.937497342719288e-13
Position 22795: 5.141851239562344e-13
Position 644: 2.182740146351227e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 20270: 0.9996364380237301
Position 22925: 0.9994220926182315
Position 21224: 0.9978715695859771
Position 22498: 0.9714661546533903
Position 23939: 0.9597773700101462
Position 22665: 0.8714927872686142
Position 24186: 0.7657116958574816
Position 22312: 0.49085243183278554
Position 538: 0.3186435817059764
Position 21587: 0.23468094966200398
Position 22336: 0.19036368019232403
Position 25439: 0.14713579723148387
Position 25489: 0.13702154855311982
Position 25707: 0.12506426239593166
Position 22718: 0.11779310489529365
Position 16666: 0.1070190312590725
Position 22041: 0.09405349867647851
Position 25089: 0.08859436054823189
Position 16592: 0.08806679326720264
Position 25224: 0.0878891542374336
Position 21774: 0.05733281736365607
Position 369: 0.04632892748351226
Position 23971: 0.037226923109870344
Position 357: 0.033991144059286105
Position 21851: 0.032915928288118027
Position 16303: 0.03172918692026214
Position 14164: 0.029509913872719368
Position 24473: 0.02918181523104053
Position 1862: 0.025721075904343457
Position 22474: 0.025269128107512417
Position 15419: 0.013815915338025488
Position 21669: 0.01277250150239237
Position 24816: 0.012452971688076223
Position 16306: 0.011685470132466597
Position 395: 0.010774416984129223
Position 21622: 0.009198014395911282
Position 21746: 0.008460596358640559
Position 2542: 0.007817850639309672
Position 24209: 0.007813151925669127
Position 25106: 0.007602311894645961
Position 25687: 0.007123591182792815
Position 2600: 0.0069344344133509
Position 2733: 0.006796817829758468
Position 21905: 0.006522095282386239
Position 21787: 0.005223680319289735
Position 290: 0.0048149022229261405
Position 1420: 0.004603286887783517
Position 22693: 0.00423737953393405
Position 24088: 0.003934042858420169
Position 24206: 0.003930062863570513
Position 24214: 0.003915972389278622
Position 22353: 0.003718382121386731
Position 16054: 0.002941782286140456
Position 2440: 0.0028090862123927585
Position 24534: 0.0027637819512690144
Position 21908: 0.0027071507523332944
Position 22518: 0.0025806768747120225
Position 21975: 0.0025767864209433086
Position 24787: 0.0025587101569506847
Position 22680: 0.0025208764013771056
Position 2699: 0.0024111325389895395
Position 2657: 0.0022025374664518126
Position 22653: 0.0021622923965164183
Position 2685: 0.0020671273675638784
Position 21743: 0.002066904397570565
Position 310: 0.001985340584211895
Position 15948: 0.001958497601862254
Position 2597: 0.0019249030086458216
Position 24653: 0.0018484292953943634
Position 21236: 0.0017387452345038812
Position 2614: 0.001694352630446866
Position 21795: 0.0016912941696797274
Position 24703: 0.001563108881710729
Position 21944: 0.0015077202532686016
Position 25912: 0.0014891065083281435
Position 1911: 0.0014496584224725577
Position 524: 0.001161705566360327
Position 1775: 0.0010288885682851556
Position 13805: 0.0010107043848764455
Position 510: 0.0010060497349912748
Position 13837: 0.0009045277634795585
Position 701: 0.0007390148539118506
Position 21923: 0.0007273646681080483
Position 24247: 0.0006490791339354442
Position 317: 0.0006407266297536235
Position 1972: 0.0006278212923269478
Position 676: 0.0005711201168668074
Position 2706: 0.0005580107070010226
Position 2204: 0.0005256693265718858
Position 23983: 0.00047623010426447077
Position 23810: 0.0004374609512266188
Position 392: 0.0004362301938439333
Position 21927: 0.00038021739885659144
Position 2293: 0.00037312307434744476
Position 25254: 0.0003618500519676638
Position 22127: 0.0003501624414868765
Position 23017: 0.00033834131138348934
Position 2399: 0.0003289143011349842
Position 25499: 0.000290755724541216
Position 21286: 0.0002879963991336735
Position 22785: 0.0002810829278385481
Position 23503: 0.0002793572694049087
Position 21595: 0.0002749400351985266
Position 24131: 0.0002455757425356275
Position 2286: 0.0002236103344784296
Position 22402: 0.0002190546138791873
Position 24743: 0.00018170979204053554
Position 22934: 0.00016840760430992494
Position 22957: 0.00016049382960870768
Position 23789: 0.00014592049459342607
Position 22782: 0.0001355112734743721
Position 23269: 0.00012415680269916915
Position 22523: 0.00012407084749273224
Position 21855: 0.00011703984835708753
Position 23173: 0.00011578629030627268
Position 2003: 9.806942668842945e-05
Position 22695: 8.828267948405261e-05
Position 22981: 8.541077315779915e-05
Position 405: 7.450279940627564e-05
Position 507: 7.386592317315115e-05
Position 23029: 6.769655432531889e-05
Position 22821: 6.45904002180533e-05
Position 2743: 5.904349260889714e-05
Position 495: 5.84106465222619e-05
Position 581: 4.935465965808652e-05
Position 23709: 4.439468219084062e-05
Position 23148: 4.4393807719307596e-05
Position 23951: 4.4045421655651715e-05
Position 13446: 3.8352261209081926e-05
Position 21248: 3.2405846789447866e-05
Position 24101: 3.113477733575677e-05
Position 23713: 3.087262096396887e-05
Position 23509: 2.7616771169988047e-05
Position 22943: 2.648672575055261e-05
Position 2209: 2.5760534023900666e-05
Position 22801: 2.2408818703023845e-05
Position 24025: 2.072436909133629e-05
Position 23667: 1.997801340772107e-05
Position 23512: 1.7803035765500752e-05
Position 703: 1.777500985918195e-05
Position 23316: 1.3266335335165155e-05
Position 979: 1.295216410435345e-05
Position 24502: 1.173893930533812e-05
Position 1084: 1.0973357334951325e-05
Position 1075: 1.0659783171896339e-05
Position 22531: 9.04541661689716e-06
Position 23681: 6.90084879405016e-06
Position 23038: 5.707730267451035e-06
Position 1190: 4.6521347826670605e-06
Position 1268: 4.578911232736034e-06
Position 24105: 4.386665800916405e-06
Position 1454: 4.101967138201896e-06
Position 23249: 4.001635372555026e-06
Position 24256: 3.7859008552046756e-06
Position 23044: 3.507276427193474e-06
Position 24236: 3.3642914198986994e-06
Position 22978: 2.927516952249191e-06
Position 24391: 2.085819509216561e-06
Position 1316: 2.0077896573721386e-06
Position 409: 1.8566925756440057e-06
Position 22538: 1.7549285044670694e-06
Position 22549: 1.6769334509864798e-06
Position 322: 1.6466136330276764e-06
Position 931: 1.591665249830899e-06
Position 22520: 1.2971554803605192e-06
Position 584: 1.2650876943650913e-06
Position 23404: 1.1357110783774529e-06
Position 223: 1.1245759051767401e-06
Position 22954: 1.0525565558377545e-06
Position 23194: 1.0521242282082581e-06
Position 23466: 8.399378676736129e-07
Position 427: 7.97281368883612e-07
Position 23321: 5.977250287531748e-07
Position 22863: 5.475813734973868e-07
Position 23041: 5.261695801056279e-07
Position 22827: 4.351541077868775e-07
Position 328: 3.7380661049062247e-07
Position 997: 2.4163184010511645e-07
Position 22579: 2.0097665856121276e-07
Position 570: 1.7555036589178565e-07
Position 24326: 7.681201846449688e-08
Position 22576: 7.253118820440231e-08
Position 573: 6.818603396651699e-08
Position 587: 6.12173032000239e-08
Position 568: 5.605412854694258e-08
Position 22851: 2.5892961149449517e-08
Position 483: 3.1511127379884875e-09
Position 120: 3.034898270240579e-12
Position 99: 1.0548327097790626e-13
Position 88: 2.7733455132485504e-16
Position 83: 3.734659017342296e-18
