Gene = Adhr
Position 830: 1.8121661345091717e-07
Position 29: 1.6331649291795445e-07
Position 251: 1.578916639066723e-07
Position 1381: 1.2005711466585098e-07
Position 22: 1.0994495574437356e-07
Position 1332: 1.0536023551438273e-07
Position 1047: 8.59670215744478e-08
Position 937: 5.6293382625644564e-08
Position 383: 2.401214586618973e-08
Position 2879: 1.9768834005772415e-09
Position 11: 1.186336754982029e-09
Position 2643: 5.738965851395498e-10
Position 241: 4.05995653504867e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2973: 0.9836647626272557
Position 950: 0.6953547576459719
Position 1425: 0.683643692202951
Position 2517: 0.5369462002055254
Position 226: 0.3886483989251994
Position 750: 0.3349681760550467
Position 2440: 0.11808346555864031
Position 576: 0.11737790920453102
Position 1905: 0.06807037457331667
Position 1100: 0.062396358873757864
Position 1019: 0.05674925271945525
Position 2497: 0.05040194089088201
Position 2400: 0.04053262059935612
Position 2535: 0.036600419132059206
Position 499: 0.03013269932819851
Position 346: 0.022511738005727675
Position 2226: 0.01915712445325353
Position 1298: 0.01876889165168706
Position 1154: 0.016658982521187832
Position 238: 0.014812917387340073
Position 1563: 0.00981414654170965
Position 810: 0.00933601195963054
Position 3004: 0.006554304264287219
Position 2383: 0.005103454143010788
Position 2553: 0.004877830451964311
Position 906: 0.004471134319796919
Position 1959: 0.0032347147190095707
Position 251: 0.0026275592306450133
Position 1076: 0.0023435239742124092
Position 153: 0.0021794233197350746
Position 505: 0.002005812783349124
Position 1922: 0.001962471596864696
Position 636: 0.0018841408505404593
Position 1106: 0.0018590949212346046
Position 2795: 0.0018377557990621575
Position 486: 0.0017972552809424757
Position 1739: 0.0016625128927769592
Position 2191: 0.0016505475202258997
Position 2276: 0.0016357337290830924
Position 2879: 0.0016117707294662548
Position 580: 0.0012726367647421764
Position 2565: 0.001241765215782105
Position 1757: 0.0011812615293936045
Position 395: 0.0008811869811467565
Position 2571: 0.0007741012525315823
Position 663: 0.0005710821286291095
Position 3035: 0.0005490779663955916
Position 2302: 0.0005072302782562776
Position 1754: 0.00043230125109294104
Position 781: 0.000424054083272119
Position 647: 0.00041825572059564226
Position 770: 0.0003633667562321423
Position 172: 0.00032372518564876033
Position 329: 0.00031379612887928287
Position 2479: 0.0003088494111056759
Position 1085: 0.00030177664967066115
Position 857: 0.0002940679437886167
Position 1973: 0.00024757147707444324
Position 603: 0.0002442198815236347
Position 2449: 0.00019277847956270463
Position 407: 0.00015707947678619916
Position 182: 0.00013799764220008166
Position 248: 0.00011650060963467919
Position 616: 0.0001151098433057707
Position 3264: 9.588773224572481e-05
Position 290: 9.413864795816946e-05
Position 1530: 8.517111539206361e-05
Position 3330: 5.670501065039741e-05
Position 3195: 4.677028580484547e-05
Position 446: 4.595231765378251e-05
Position 1004: 3.3712082292977315e-05
Position 3327: 3.175799872199001e-05
Position 420: 1.894305244875521e-05
Position 758: 1.711977382006703e-05
Position 1778: 1.3597468081876374e-05
Position 1542: 6.691349046123199e-06
Position 440: 4.322952699795621e-06
Position 2016: 4.260369030397649e-06
Position 778: 3.828309969835411e-06
Position 861: 2.844869053268106e-06
Position 1596: 1.9325752169535412e-06
Position 1970: 1.672081986996673e-06
Position 1732: 8.748153887111058e-07
Position 92: 6.969067283001264e-07
Position 411: 5.573602085880411e-07
Position 1614: 3.705244863855795e-07
Position 1584: 3.450378667731687e-07
Position 120: 3.7330968463984943e-08
Position 99: 3.387044100048117e-08
Position 105: 8.10762561960554e-10
Position 96: 4.6395992378099494e-10
Position 56: 1.2651952977709557e-18
