Gene = Daxx
Position 4311: 0.2092376139329364
Position 4606: 0.18096581852768914
Position 6416: 0.08699274009116556
Position 1321: 0.03868928368538764
Position 3390: 0.024111697293492298
Position 3629: 0.021360713095297468
Position 4425: 0.017479465196927568
Position 4648: 0.01225513061317612
Position 5498: 0.007482227396719067
Position 1711: 0.00529016660150657
Position 857: 0.004595267402321105
Position 476: 0.00435773351349323
Position 5527: 0.0029456429805917736
Position 1349: 0.0026804813308728003
Position 473: 0.0026598500048277
Position 506: 0.0023573396098644874
Position 1803: 0.001785790456174569
Position 1034: 0.0015977318402183715
Position 1749: 0.001587864658827682
Position 1806: 0.0015651484335754088
Position 5263: 0.0015329688022578099
Position 1112: 0.0013016164623851985
Position 1377: 0.0011112668940401376
Position 1250: 0.0008300086418777198
Position 6230: 0.0008128062428213843
Position 1764: 0.0007983101619910594
Position 1149: 0.0007626055482216303
Position 6626: 0.0007334874795452748
Position 1752: 0.0007231638334722895
Position 428: 0.0007086892016350338
Position 6068: 0.0006200388419078935
Position 6096: 0.0004640599861771533
Position 1192: 0.00044977215554736056
Position 1578: 0.00040000203556969253
Position 983: 0.00038693343555041486
Position 6539: 0.00037726837125107144
Position 1374: 0.0003522753559335863
Position 736: 0.00028543408292851675
Position 1698: 0.00025932001085356106
Position 523: 0.0002547141494040569
Position 3162: 0.0002529909371492862
Position 3123: 0.0002307183420511679
Position 1398: 0.00022981660095935296
Position 392: 0.00022594296567764245
Position 3129: 0.0002001750839862847
Position 3363: 0.00017692326477973376
Position 565: 0.0001693697044236869
Position 1739: 0.00015845180482662152
Position 1551: 0.0001411562169461292
Position 3681: 0.00011253335889487178
Position 490: 0.000107623840844666
Position 3632: 0.00010530951923495888
Position 683: 9.714904615100206e-05
Position 1878: 7.844235765125756e-05
Position 2985: 7.3154022092463e-05
Position 3788: 7.260059836868415e-05
Position 1219: 6.503820126951536e-05
Position 3926: 6.156056900921361e-05
Position 1174: 5.273916280399907e-05
Position 1812: 4.557045637569513e-05
Position 600: 4.127814387166649e-05
Position 1848: 3.776264972972126e-05
Position 341: 3.7697503895663126e-05
Position 246: 3.664317995996376e-05
Position 1767: 2.996133953424769e-05
Position 3711: 2.3750654821215316e-05
Position 373: 2.1581035173075355e-05
Position 3345: 1.9241461327820743e-05
Position 378: 1.7831335382353768e-05
Position 1470: 1.7757961455742115e-05
Position 3427: 1.7520350168446023e-05
Position 2259: 1.4993396218970743e-05
Position 96: 1.2484775629308564e-05
Position 1275: 1.1062699078969187e-05
Position 109: 8.773882234425365e-06
Position 165: 8.491843372134711e-06
Position 2601: 8.306357102129429e-06
Position 538: 6.778054409851806e-06
Position 532: 6.632302625576268e-06
Position 759: 6.474730485397405e-06
Position 1773: 6.032135524879982e-06
Position 467: 5.553085538548798e-06
Position 2169: 5.275876794723892e-06
Position 116: 3.013566631066426e-06
Position 162: 2.3924203701695147e-06
Position 3087: 1.789143547444413e-06
Position 3096: 1.7887093848069862e-06
Position 1648: 1.732821328498138e-06
Position 1590: 1.5660390593189958e-06
Position 228: 8.018290413074997e-07
Position 1278: 7.223417501125663e-07
Position 1463: 6.670405945343879e-07
Position 961: 5.042996925506087e-07
Position 103: 4.778583180389089e-07
Position 914: 4.588749215201887e-07
Position 1867: 3.04047283470872e-08
Position 868: 8.126906745904706e-09
Position 406: 4.04679311001211e-13
