Gene = trbl
Position 1575: 5.347428433092277e-06
Position 2795: 5.152261302044084e-06
Position 1997: 5.119571284306453e-06
Position 3369: 3.7230453040168024e-06
Position 3289: 3.4637706374526556e-06
Position 1008: 3.0655853078341048e-06
Position 76: 2.733968419023803e-06
Position 2441: 2.7121188687254957e-06
Position 2029: 2.6901036051380614e-06
Position 1099: 2.570082923265468e-06
Position 1937: 1.913642690937303e-06
Position 1160: 1.587560633962885e-06
Position 1017: 1.5187639831824334e-06
Position 1886: 1.4159532264734298e-06
Position 1344: 1.2078659742804218e-06
Position 1284: 9.641542427811641e-07
Position 1852: 7.555713929343241e-09
Position 1394: 2.6277031142661074e-09
Position 1348: 2.6212786161657452e-09
Position 830: 7.964894293209718e-10
Position 1355: 7.805032737599945e-10
Position 44: 2.297594912313613e-10
Position 39: 1.7401251219123387e-10
Position 392: 1.6947224007212385e-10
Position 398: 5.892071589970548e-11
Position 432: 1.397379457349773e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 4133: 0.944499287255109
Position 1805: 0.603205778280162
Position 3230: 0.30244402117290836
Position 4528: 0.03776144384710978
Position 1778: 0.037347828323715346
Position 860: 0.019437622087931337
Position 3849: 0.018901689481318165
Position 5008: 0.014849408631113968
Position 4386: 0.012941065892068029
Position 3287: 0.012873463517775168
Position 1499: 0.008591513198424806
Position 4469: 0.004722406740010472
Position 432: 0.004658638170802702
Position 4146: 0.00442918326899567
Position 222: 0.003984577147070204
Position 2209: 0.0036690546975843173
Position 2817: 0.00358612494442437
Position 1284: 0.0034938694858667485
Position 5029: 0.002858715352369826
Position 1397: 0.00280301241641976
Position 986: 0.0026464282796865254
Position 2423: 0.0024734129204875624
Position 839: 0.0023221389646147666
Position 539: 0.0022339982840786387
Position 1476: 0.002121126804795925
Position 4407: 0.0019588384522164345
Position 5139: 0.0018615263588763467
Position 4940: 0.0012859216537303864
Position 481: 0.001214252060363292
Position 950: 0.0011330309044343782
Position 4443: 0.0008476170414945389
Position 4701: 0.0007827704738554942
Position 478: 0.0007767613064666475
Position 3906: 0.0006399002875151929
Position 1734: 0.000449726262931313
Position 4503: 0.0004465371854375519
Position 2160: 0.00037412755445359136
Position 2547: 0.00036325241655370716
Position 642: 0.00035032450524648777
Position 1726: 0.0002814197956214232
Position 441: 0.00026101474145873675
Position 379: 0.00023622933697835935
Position 1094: 0.0002302359409127965
Position 2719: 0.00022997202173808312
Position 671: 0.00021883953403365895
Position 4971: 0.0001995394607733793
Position 803: 0.00015817196347990193
Position 1947: 0.00015307014871117914
Position 2289: 0.00013871069319331658
Position 869: 0.00013813574091312534
Position 866: 0.00013560163609266604
Position 566: 0.00012579417602287302
Position 330: 0.00011551619310423591
Position 1932: 0.00010382343608699186
Position 382: 0.00010252232606092073
Position 1910: 9.854174561776899e-05
Position 302: 9.618465858829471e-05
Position 1914: 8.884737146781123e-05
Position 396: 8.304796011532919e-05
Position 1843: 8.063156770757306e-05
Position 1141: 8.02344645041044e-05
Position 1672: 7.853588052214288e-05
Position 2621: 7.442240602203945e-05
Position 3061: 7.294212897473159e-05
Position 5272: 6.550318149446509e-05
Position 5289: 6.499493184484404e-05
Position 1103: 5.47637296903496e-05
Position 406: 4.974911353487592e-05
Position 101: 4.801760233950949e-05
Position 3109: 4.771279505677559e-05
Position 630: 4.758549290689098e-05
Position 352: 3.564171400134089e-05
Position 348: 3.421541490582518e-05
Position 1740: 3.2328298054070356e-05
Position 236: 2.9499561180733305e-05
Position 1786: 2.1480907177164e-05
Position 1541: 1.926432823597431e-05
Position 325: 1.826844779926369e-05
Position 367: 1.806404256024469e-05
Position 2990: 1.8049152066701133e-05
Position 1621: 1.7426019368150437e-05
Position 232: 1.7343769912361522e-05
Position 414: 1.7078280073652348e-05
Position 692: 1.5596252068944644e-05
Position 2255: 1.4244397788032104e-05
Position 557: 1.414312795541906e-05
Position 484: 1.3894962376644841e-05
Position 685: 1.2340857958101935e-05
Position 364: 1.1088972048935306e-05
Position 227: 8.06848985983643e-06
Position 1326: 7.245538222261698e-06
Position 574: 6.940756454216784e-06
Position 133: 6.2503775055830445e-06
Position 312: 5.443351546045536e-06
Position 444: 5.056652408257389e-06
Position 1557: 4.888870331006149e-06
Position 4234: 4.093388009605765e-06
Position 136: 3.8398950817509215e-06
Position 335: 3.5233945727664287e-06
Position 1562: 3.5183668835337005e-06
Position 260: 3.4967075630727342e-06
Position 279: 2.399899040661428e-06
Position 270: 2.2303989572762363e-06
Position 183: 2.127340657598127e-06
Position 142: 1.7510887022687862e-06
Position 287: 8.042799063159443e-07
Position 1595: 1.480251046995387e-07
Position 1646: 6.635156173275667e-08
Position 1677: 1.556289364012401e-09
Position 139: 4.5069085209498455e-10
Position 161: 2.7098976739203945e-10
Position 159: 1.1660165799892092e-10
