Gene = IRSp53
Position 869: 0.0001462126739237831
Position 24639: 0.00014456875264595134
Position 22381: 0.00013682973175710157
Position 25907: 0.0001236804336601669
Position 24246: 0.00010849762072538577
Position 972: 9.840231186617835e-05
Position 23390: 9.79081080599346e-05
Position 27343: 9.289789470290115e-05
Position 27827: 8.839570436076914e-05
Position 22482: 8.386663747759915e-05
Position 802: 7.427473310212833e-05
Position 25059: 7.02016138482814e-05
Position 23795: 5.4903624024515484e-05
Position 27862: 5.316795376333343e-05
Position 89: 4.710363336352582e-05
Position 395: 4.4875601031183745e-05
Position 38: 3.99838240375069e-05
Position 209: 3.831308711276315e-05
Position 74: 3.630170220358932e-05
Position 1516: 3.157193776847921e-05
Position 23519: 3.0435288309125447e-05
Position 24334: 2.922998335752494e-05
Position 23054: 2.247917856399896e-05
Position 26797: 1.9670797828006737e-05
Position 23596: 1.849482047238254e-05
Position 24337: 1.824544029969108e-05
Position 22476: 1.8234379527040873e-05
Position 887: 1.8109968814011392e-05
Position 459: 1.7400117644223677e-05
Position 22941: 1.732160630018039e-05
Position 27850: 1.436589336328719e-05
Position 22782: 1.3639171923389786e-05
Position 667: 1.3412412731879946e-05
Position 774: 1.277439751182702e-05
Position 246: 1.1551068957643703e-05
Position 22456: 1.058654937729776e-05
Position 24672: 9.562821568014467e-06
Position 24072: 8.93268972282599e-06
Position 942: 8.863178291743792e-06
Position 794: 7.4751980080606065e-06
Position 24627: 7.341051583449515e-06
Position 22685: 6.695898247521691e-06
Position 27838: 5.076863650354617e-06
Position 24407: 4.305770961097963e-06
Position 1984: 3.859284555046627e-06
Position 22643: 3.7918298691963525e-06
Position 22473: 2.6244687162890407e-06
Position 27841: 2.3521857475512814e-06
Position 24488: 2.0379576461179096e-06
Position 740: 2.032112465674079e-06
Position 923: 2.0207291307414227e-06
Position 808: 1.9548216390978354e-06
Position 1072: 1.6790603073992986e-06
Position 525: 1.6694015821148768e-06
Position 24262: 1.5941731556284921e-06
Position 738: 1.38574089857587e-06
Position 692: 1.3144716820667446e-06
Position 905: 1.2534936939366211e-06
Position 23042: 1.1178109581862484e-06
Position 959: 1.0947051722098958e-06
Position 24055: 1.0809684342660778e-06
Position 24304: 7.551702995213967e-07
Position 22450: 6.919158402895126e-07
Position 24458: 6.67024802697854e-07
Position 24259: 6.208239924546243e-07
Position 118: 4.641958666741205e-07
Position 180: 4.1592704300390383e-07
Position 22646: 3.493197694220615e-07
Position 376: 3.371523662883617e-07
Position 435: 3.3585286525525713e-07
Position 24064: 3.0716364889310334e-07
Position 24237: 3.0523544198914245e-07
Position 24343: 2.9480518327708187e-07
Position 310: 2.0547033725911538e-07
Position 24549: 1.7574528377806274e-07
Position 24430: 1.6331761000041814e-07
Position 479: 1.561442350564276e-07
Position 482: 1.443818586009304e-07
Position 22666: 1.2462348473469623e-07
Position 321: 1.2307061633040179e-07
Position 25148: 7.61842088356372e-08
Position 24209: 6.776659303297759e-08
Position 556: 6.683631496376653e-08
Position 920: 6.307310854419779e-08
Position 497: 3.331697985983598e-08
Position 22712: 2.805428374252843e-08
Position 27637: 2.7422296319248876e-08
Position 125: 1.8343014404345916e-08
Position 473: 1.1963993402232529e-08
Position 26131: 1.0621133874882228e-08
Position 27590: 8.567932228692723e-09
Position 24907: 5.768345650666989e-09
Position 24905: 5.683903734005046e-09
Position 25172: 4.032799212143852e-09
Position 25565: 3.460310071399618e-09
Position 22714: 3.0792942181412216e-09
Position 22607: 1.1843637616784403e-09
Position 24873: 3.3178892345902473e-10
Position 23204: 7.886705898800546e-11
Position 24966: 5.321234923227076e-12
Position 22912: 9.956872495484246e-13
Position 25046: 3.3869023534102036e-13
Position 25002: 1.0111356943013753e-13
Position 25052: 6.665315698532322e-14
Position 24837: 4.064070121738128e-19

Sorted 3' Splice Sites (High to Low Probability):
Position 24731: 0.999231689722055
Position 22089: 0.9966925180163914
Position 23997: 0.9966719120588965
Position 22870: 0.9953466866954491
Position 23709: 0.9918640685298812
Position 27505: 0.9912723265502376
Position 22579: 0.9891389156777399
Position 22292: 0.982291141700611
Position 14823: 0.9171606237135799
Position 22455: 0.8729099027832893
Position 23179: 0.49540313845450634
Position 3045: 0.3364519753750089
Position 27366: 0.26607948851480867
Position 27096: 0.22014297795112675
Position 27267: 0.14079334883161188
Position 27334: 0.13435601215690068
Position 21764: 0.07123208689607628
Position 27337: 0.0684393035801222
Position 23247: 0.0608252643153088
Position 3232: 0.051080447941174625
Position 27437: 0.0437343088014903
Position 23429: 0.027958482704870263
Position 23465: 0.02550779937595891
Position 3293: 0.0229921180655444
Position 22461: 0.020439674224853356
Position 27300: 0.019853051040281972
Position 27381: 0.019393467089526863
Position 3410: 0.014306868745379646
Position 2803: 0.011782011665809125
Position 1038: 0.011616271571967521
Position 23462: 0.01148661362824014
Position 27173: 0.011292725298189456
Position 23259: 0.009115392747427337
Position 26977: 0.00882779080158684
Position 23121: 0.00829624208800422
Position 15900: 0.00753344559880632
Position 14109: 0.007462794906827605
Position 376: 0.00665653794414816
Position 25422: 0.005594044345655842
Position 23721: 0.005380709755472469
Position 2355: 0.005016035439794422
Position 23394: 0.004811592704013511
Position 23007: 0.004271412509232281
Position 948: 0.004227089160558234
Position 23420: 0.004076007828937748
Position 23435: 0.0038232770421028975
Position 3213: 0.0037681210174346697
Position 23136: 0.0035054499704321195
Position 15768: 0.0034750612997651534
Position 27036: 0.0030873859065052274
Position 594: 0.002690946082807117
Position 23152: 0.0023619341197532524
Position 27127: 0.002299168350786419
Position 23468: 0.0020136346908284177
Position 25193: 0.001935704576207457
Position 23745: 0.0019318833919476069
Position 691: 0.0017167798636486533
Position 1095: 0.0016706942699315549
Position 15809: 0.0015621060448253383
Position 1316: 0.0015217398805761806
Position 1118: 0.001468856083566169
Position 22988: 0.0013785934558367375
Position 2985: 0.0012523922931874508
Position 24566: 0.0012163910660091268
Position 23376: 0.001117151612873896
Position 22245: 0.0010198650682273025
Position 23163: 0.0009389505860886203
Position 27914: 0.000937190703074927
Position 15823: 0.0009132151612219818
Position 24415: 0.000866181721128439
Position 2717: 0.0008555255268472427
Position 1588: 0.0008101565159542508
Position 1183: 0.0008086422191340814
Position 25002: 0.0008062265415749451
Position 15690: 0.000796779320930956
Position 21744: 0.0007411838829788937
Position 27780: 0.0007348112975158539
Position 22240: 0.0007158136975517527
Position 22325: 0.0006629659743499134
Position 1795: 0.0006545200063401489
Position 24011: 0.0006516350399301618
Position 3299: 0.0006442763047168885
Position 24592: 0.0006421878817120885
Position 23374: 0.0005919651814746023
Position 24982: 0.0005842327090333293
Position 2519: 0.0005818628946981787
Position 27794: 0.0005580843218114757
Position 24243: 0.0005326428540273016
Position 25834: 0.0004651979995988602
Position 24050: 0.00044964040352461857
Position 21123: 0.00043529353890851754
Position 23640: 0.0003852659213205575
Position 1075: 0.0003511942154957384
Position 25096: 0.0003381487599505315
Position 1155: 0.0003200749930023741
Position 1980: 0.0003133310062938179
Position 24793: 0.0003129034059009872
Position 22215: 0.0002563205304123479
Position 26682: 0.0002529946675190693
Position 529: 0.00023745324378226788
Position 23054: 0.00021005670952331136
Position 23051: 0.00020633401037555935
Position 24026: 0.00019847933279733542
Position 25506: 0.0001893772383499598
Position 22586: 0.00016254005283074238
Position 707: 0.00013616974621610478
Position 1623: 0.00013184676986011093
Position 1833: 0.00012436316529760975
Position 24948: 0.00012336220478626934
Position 23471: 0.00012024577068023627
Position 24197: 0.00011759619442647191
Position 24479: 0.00011129143263204976
Position 20886: 0.00010628616659620561
Position 27886: 0.0001043369368473096
Position 1259: 0.00010239162466500554
Position 24476: 0.00010159368133556859
Position 22490: 8.362007501075718e-05
Position 24315: 7.33095130715413e-05
Position 22499: 6.510605696945824e-05
Position 23082: 6.169658167456945e-05
Position 24359: 5.60625126710094e-05
Position 24485: 5.3076212670478204e-05
Position 24353: 4.9138735327787385e-05
Position 485: 4.459391519155038e-05
Position 23295: 4.2646809627663406e-05
Position 24733: 4.127161878066508e-05
Position 26595: 4.0708071764653496e-05
Position 2051: 3.93556223176753e-05
Position 22678: 3.9176894440612666e-05
Position 22551: 3.713302544229822e-05
Position 23075: 3.692514204336273e-05
Position 22532: 3.681115234742692e-05
Position 22618: 3.372948035577495e-05
Position 2446: 3.366036656246946e-05
Position 25824: 2.472125530087933e-05
Position 22642: 2.1725707907614668e-05
Position 1294: 2.0952951506934803e-05
Position 25918: 2.06001941452282e-05
Position 24237: 2.0410152399942698e-05
Position 22633: 1.9668759505018575e-05
Position 24362: 1.8824740264360933e-05
Position 24740: 1.6593421053046987e-05
Position 25028: 1.5832312728174144e-05
Position 24430: 1.4344584224017649e-05
Position 24421: 1.428691666663153e-05
Position 22897: 1.3715815527660072e-05
Position 23777: 1.2998618617076516e-05
Position 22651: 1.2912522547749475e-05
Position 22548: 1.2895651547572685e-05
Position 27399: 1.0881802025482409e-05
Position 22924: 9.013578616877706e-06
Position 25104: 8.216730325780528e-06
Position 22825: 8.08470882719561e-06
Position 25939: 7.182323262279953e-06
Position 25933: 7.181904914839224e-06
Position 22894: 7.164350598244393e-06
Position 24023: 6.818149392203402e-06
Position 27803: 6.698434788009765e-06
Position 25148: 6.65563741094319e-06
Position 23760: 5.585157308095743e-06
Position 22675: 4.626632985771765e-06
Position 23495: 4.3853908907410685e-06
Position 25615: 3.98014002722673e-06
Position 22708: 3.8494866892300165e-06
Position 24077: 3.650515618703491e-06
Position 26206: 2.5557343857364503e-06
Position 25515: 2.373097035706326e-06
Position 22630: 1.3729638180046956e-06
Position 24245: 1.2785403889948672e-06
Position 24776: 1.2429575678311995e-06
Position 1207: 1.0221139846543023e-06
Position 22903: 8.887311702140824e-07
Position 24062: 8.824269649006901e-07
Position 22888: 5.092320332559625e-07
Position 22732: 4.6979226784043953e-07
Position 23079: 4.6820755972349766e-07
Position 23868: 4.2605681922999755e-07
Position 23289: 2.760901845989575e-07
Position 22705: 1.0365749581928847e-07
Position 22505: 7.83740239825653e-08
Position 24790: 7.09628771732967e-08
Position 24698: 1.697183443894949e-08
Position 24830: 2.9049703561526338e-09
Position 22872: 3.057384490079567e-10
Position 24030: 2.648761900001998e-10
Position 24802: 2.423031252404545e-10
Position 22827: 1.8201497736906015e-10
Position 22926: 3.861421808593833e-11
Position 22933: 1.2836825779135997e-11
Position 24113: 8.708170249891879e-12
