Gene = Clamp
Position 155: 2.3384676028156186e-05
Position 2585: 2.1672064201177854e-05
Position 922: 2.0282014527817504e-05
Position 1376: 1.869362342911988e-05
Position 236: 1.6252218797247934e-05
Position 391: 1.61341322894059e-05
Position 145: 1.3184117221926272e-05
Position 833: 1.2018967832010644e-05
Position 289: 1.1386662594080017e-05
Position 879: 1.0341111001520873e-05
Position 1567: 1.0204785573071882e-05
Position 771: 8.950160811761587e-06
Position 1043: 8.299868042500236e-06
Position 208: 7.211276575376035e-06
Position 898: 7.177211342117179e-06
Position 318: 7.029568890461485e-06
Position 349: 7.023718283697371e-06
Position 385: 5.839708521231791e-06
Position 2021: 5.451658439726422e-06
Position 1494: 5.3712528691375604e-06
Position 1326: 5.303352433479175e-06
Position 2675: 3.325354611863447e-06
Position 331: 3.2853257861604376e-06
Position 396: 3.069332896934776e-06
Position 448: 3.0420111698841364e-06
Position 2595: 2.953091072332604e-06
Position 1251: 2.8592794314614148e-06
Position 1230: 2.5786888021711987e-06
Position 420: 1.928333309092111e-06
Position 20: 1.9014501346878156e-06
Position 881: 1.5513373268773217e-06
Position 459: 1.471213360765308e-06
Position 793: 1.3408126388460445e-06
Position 398: 1.0173871708164077e-06
Position 25: 5.152682287094762e-07
Position 786: 4.574197894130401e-07
Position 507: 2.9248836687256786e-07
Position 1937: 5.215863532379274e-08
Position 838: 3.886196456068517e-08
Position 1387: 2.782942386649589e-08
Position 1361: 2.1646171001211445e-08
Position 1892: 7.603246030965896e-09
Position 512: 2.3136947963168943e-09
Position 522: 1.576036863496592e-09
Position 1955: 2.2694532868647155e-10
Position 520: 1.970704832378392e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 1566: 0.9832621877075526
Position 2155: 0.9547415539900244
Position 822: 0.9393743164093162
Position 499: 0.8872279042616584
Position 1076: 0.6484415471218203
Position 1925: 0.5692574121746442
Position 2994: 0.25981172161723837
Position 1904: 0.20829379580196308
Position 1170: 0.1125308055950271
Position 1157: 0.059925882418045716
Position 852: 0.05790945301871798
Position 324: 0.041233533922586905
Position 1119: 0.032873494042500576
Position 2790: 0.029185681155455476
Position 3207: 0.026563216986759428
Position 3016: 0.024671966448986997
Position 2946: 0.015467836706411052
Position 1096: 0.01490766725803681
Position 2664: 0.014680580552824991
Position 1889: 0.014340729980872232
Position 1964: 0.009207337298919299
Position 1610: 0.009125428385126286
Position 3361: 0.009003782109853926
Position 3327: 0.008755490422444962
Position 2658: 0.008050845739053361
Position 2970: 0.006447853675543878
Position 2707: 0.004639940603315308
Position 3129: 0.00462444789772976
Position 1724: 0.004410311796598622
Position 2635: 0.004404508199650487
Position 505: 0.0043174344078354635
Position 1346: 0.0031104070565265984
Position 2177: 0.0029245409453343275
Position 2895: 0.002844138423939866
Position 2453: 0.002635310048193351
Position 706: 0.0026158876569866555
Position 1021: 0.0025116346756977963
Position 2756: 0.0017585976730500428
Position 2761: 0.0015887597851743194
Position 2221: 0.0015653699257331091
Position 445: 0.00139068935283636
Position 1721: 0.0010946375337014351
Position 2381: 0.0010713139874270559
Position 2477: 0.0010519527151061484
Position 2186: 0.000982049053692993
Position 1349: 0.0009160691811825812
Position 520: 0.0008462782973874336
Position 679: 0.000815822172077817
Position 1184: 0.0007911470939777757
Position 2427: 0.000735348888286057
Position 1181: 0.000717112060193449
Position 1283: 0.0005719852586847335
Position 889: 0.0005619597368026851
Position 336: 0.0005342211794099653
Position 1352: 0.0005205654041795281
Position 331: 0.0003901245639207818
Position 2501: 0.0003431902164763748
Position 3057: 0.0002850208194095086
Position 1034: 0.0002674756505777339
Position 1983: 0.0002558784585894779
Position 1262: 0.00025029863769028435
Position 614: 0.00022687762314433282
Position 2713: 0.00021808063470468415
Position 216: 0.00021183673639941242
Position 1795: 0.00018608003988168596
Position 3368: 0.00018491872632874762
Position 2354: 0.000184141701020454
Position 1646: 0.00016831940031475378
Position 1103: 0.0001568066871875265
Position 2293: 0.00013364469143689156
Position 1409: 0.00013260507444882885
Position 360: 0.00012763371165150443
Position 1237: 0.00011675841332169205
Position 1209: 0.0001144408583056483
Position 1991: 0.00010401089632789353
Position 1457: 9.218167249883043e-05
Position 945: 7.937954027856939e-05
Position 1406: 4.773053339978387e-05
Position 1739: 4.683065766547275e-05
Position 1433: 4.3076849453217855e-05
Position 716: 4.132759367349404e-05
Position 1048: 4.0302437142929515e-05
Position 289: 3.967226116330696e-05
Position 343: 3.521553614866862e-05
Position 538: 3.46625965115929e-05
Position 1422: 3.377986782416984e-05
Position 1038: 2.28444254110789e-05
Position 574: 2.1413048922198845e-05
Position 530: 2.0616278217107515e-05
Position 1430: 1.9265660263784567e-05
Position 2962: 1.8323453221438766e-05
Position 1244: 1.8078203245118305e-05
Position 865: 8.217226853788746e-06
Position 1628: 6.75148721686287e-06
Position 97: 4.056309809540784e-06
Position 556: 3.317055638861048e-06
Position 894: 2.6006274530511787e-06
Position 362: 2.1662062626740715e-06
Position 213: 2.0483871651180168e-06
Position 876: 1.86700853408911e-06
Position 91: 1.2948844551377307e-06
Position 540: 9.052495374428256e-07
Position 546: 7.61728028844458e-07
Position 736: 3.689271557170851e-07
Position 345: 1.9548098174285873e-07
Position 1011: 1.4283843505832157e-07
Position 973: 1.3252723303235822e-07
Position 739: 1.130442106224591e-07
Position 952: 1.0580377742952035e-07
Position 75: 8.06071903563283e-08
Position 255: 5.762352227375695e-08
Position 69: 4.726718313920524e-08
Position 220: 1.4840523482258886e-08
