Gene = raw
Position 29618: 0.0010090139874787845
Position 30249: 0.0009938605026804488
Position 30410: 0.0007402406249419926
Position 30006: 0.0007291651387947406
Position 30696: 0.000719060000277235
Position 29822: 0.0006472613399265341
Position 29507: 0.0006290237353498979
Position 28880: 0.0005780907827017795
Position 547: 0.000566243199332293
Position 28706: 0.0005290986286564555
Position 1612: 0.000523448363136091
Position 1457: 0.0005137732394383844
Position 30265: 0.0005007009747492943
Position 29101: 0.0004765502291162886
Position 28514: 0.00040769276808721484
Position 3191: 0.0003069329956718926
Position 29107: 0.0002735186466869672
Position 3492: 0.00027235029898906076
Position 2901: 0.0002694967644289587
Position 28759: 0.0002499931051747922
Position 27787: 0.00024859974243377625
Position 30481: 0.00022922036190529236
Position 28396: 0.00021453435886470526
Position 30743: 0.0001915721511980076
Position 804: 0.00016642121672736323
Position 30283: 0.0001662082024565655
Position 29997: 0.00016379349613001407
Position 30671: 0.00015136503945998428
Position 30739: 0.000150774545924868
Position 28318: 0.00014952759594376538
Position 29231: 0.0001418830564005758
Position 30289: 0.00013851796095799067
Position 27717: 0.00013617985897138984
Position 29150: 0.00011894786795337321
Position 28883: 0.0001132946840998454
Position 28692: 0.00010519649569615418
Position 29336: 0.00010347132378075828
Position 29297: 9.858019109552477e-05
Position 690: 9.662703800761494e-05
Position 29474: 9.633114836361337e-05
Position 28819: 9.458169054470861e-05
Position 27893: 9.286879625730736e-05
Position 1209: 8.671519469514786e-05
Position 28270: 7.678649307280709e-05
Position 29600: 7.075257901187264e-05
Position 28243: 6.22798597580263e-05
Position 28919: 5.832250755758412e-05
Position 500: 5.5478678133929103e-05
Position 1150: 5.2791978601737286e-05
Position 972: 4.830704425288788e-05
Position 29057: 4.711904688199469e-05
Position 28000: 4.621731087335155e-05
Position 29759: 4.539969388569628e-05
Position 29513: 4.4623423603949345e-05
Position 29189: 4.434299947906742e-05
Position 28399: 4.244513738465062e-05
Position 29291: 3.9683326089440816e-05
Position 28114: 3.9324653732523205e-05
Position 28108: 3.8597190132244154e-05
Position 1835: 3.672721436234487e-05
Position 1041: 2.9659450156402915e-05
Position 814: 2.1893280202328613e-05
Position 453: 2.0850024674380457e-05
Position 29086: 1.9074744806536227e-05
Position 27730: 1.8262035123589047e-05
Position 29585: 1.7220554537566973e-05
Position 28453: 1.26182126102256e-05
Position 28246: 1.2124792309053036e-05
Position 28273: 8.902628331890677e-06
Position 28676: 8.33036120861026e-06
Position 29388: 7.741345785215095e-06
Position 828: 7.178193054071762e-06
Position 27951: 6.623719155273183e-06
Position 28801: 6.4870886163684165e-06
Position 28886: 4.992630276054164e-06
Position 30090: 4.905395279777859e-06
Position 28358: 2.92541292367599e-06
Position 28823: 2.6052455450010753e-06
Position 28103: 1.7768901775098487e-06
Position 28683: 1.697413441743674e-06
Position 29077: 7.165268604100112e-07
Position 28761: 4.455594719169456e-07
Position 28678: 2.199732347173848e-07
Position 285: 2.056551409877886e-07
Position 300: 7.108261398648334e-08
Position 228: 4.714797238327527e-08
Position 464: 2.9189635739341947e-08
Position 387: 2.0628231786132154e-08
Position 152: 5.708956016350892e-09
Position 600: 4.310320265410339e-09
Position 28207: 3.6839157096501166e-09
Position 121: 3.589933552021062e-09
Position 414: 3.06279190083317e-09
Position 310: 1.8267285821418655e-09
Position 88: 1.5600630193250517e-09
Position 209: 7.856871367774638e-11
Position 236: 5.0451151227008704e-11
Position 198: 5.501916234540188e-12
