Gene = Cka
Position 383: 3.304507153003949e-05
Position 2456: 3.200613096609362e-05
Position 614: 3.112317512673443e-05
Position 721: 3.0588244075424916e-05
Position 3010: 2.8762624347397414e-05
Position 700: 2.1067744424566515e-05
Position 727: 2.029325165156546e-05
Position 649: 1.6859250779010343e-05
Position 3325: 1.6069380624356274e-05
Position 4426: 1.2447211439759859e-05
Position 5722: 1.2228256896546672e-05
Position 3554: 8.768682994097446e-06
Position 4234: 8.696604948595015e-06
Position 195: 7.956030246570678e-06
Position 300: 4.640769555139576e-06
Position 2322: 3.0446809319924747e-06
Position 3113: 2.013632366243894e-06
Position 470: 6.73305639147862e-07
Position 377: 6.051174011401446e-07
Position 239: 2.7476603100293875e-07
Position 94: 9.570365687063357e-08
Position 119: 6.192193846242184e-08
Position 280: 6.181217273601107e-08
Position 74: 4.6641010344720126e-08
Position 2016: 2.6091374128827602e-08
Position 339: 1.598790811196139e-08
Position 2095: 1.127038396246384e-08
Position 125: 5.830557852819761e-09
Position 99: 5.084808027050047e-09
Position 123: 4.356292167717343e-09
Position 3187: 4.299940426270163e-09
Position 78: 1.3553428036844112e-10
Position 314: 3.8454616369685895e-11
Position 323: 2.0559313445086567e-11
Position 76: 3.1830081361261136e-16
