Gene = atk
Position 495: 1.7596868942231885e-10
Position 334: 1.5119030803152453e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 8054: 0.9905223884682364
Position 8233: 0.9890980506081664
Position 5240: 0.9429556353533144
Position 5492: 0.8728473452734741
Position 6306: 0.39129548903498707
Position 6922: 0.07733879769850409
Position 209: 0.07254144002896165
Position 9106: 0.03912264660748281
Position 6220: 0.030090836502751527
Position 4836: 0.0287741639488112
Position 9269: 0.027981980123620392
Position 5903: 0.024285374003326476
Position 4873: 0.021705114660309312
Position 7298: 0.01921390488221396
Position 7301: 0.01817333468350806
Position 2847: 0.017693149424750216
Position 7587: 0.017259879821940157
Position 6625: 0.015432717297817566
Position 187: 0.014433646775988995
Position 8744: 0.013779443907590295
Position 5922: 0.012363024566805159
Position 6348: 0.011613392819585303
Position 6242: 0.010799035561046453
Position 9515: 0.010064259066296554
Position 5504: 0.008126384641992382
Position 7752: 0.007877525969081901
Position 8021: 0.0076487103344519535
Position 1150: 0.007287852364073944
Position 2719: 0.007035196711386496
Position 9420: 0.006999078505358918
Position 9452: 0.00640147176551143
Position 6440: 0.006067763871465824
Position 1052: 0.00528776059601652
Position 5517: 0.0045519903744049685
Position 2859: 0.004103877080283326
Position 9266: 0.0038799132152532636
Position 5383: 0.0038249588142284237
Position 93: 0.0034116743155949516
Position 340: 0.0032394570369010407
Position 8286: 0.002954794395177128
Position 701: 0.002897749557311262
Position 4398: 0.0028484258939065216
Position 515: 0.0025592835750988937
Position 5192: 0.0025398412902863645
Position 3960: 0.0017311740236969765
Position 9348: 0.0014856397467728462
Position 8697: 0.0014235804208717186
Position 1014: 0.001403068465059537
Position 2493: 0.0013402613284582987
Position 3126: 0.001181561760914495
Position 1203: 0.0010642542077768217
Position 8804: 0.0009945068855415574
Position 270: 0.0009866117524605965
Position 9694: 0.0008881183542419244
Position 8971: 0.0008228847698479281
Position 786: 0.0007907468958640874
Position 8111: 0.0007708076522650662
Position 8289: 0.0007495105420782838
Position 8448: 0.0007064807676829847
Position 4591: 0.0006267191820124212
Position 1314: 0.0005213985956651603
Position 8676: 0.0005127033938667273
Position 1586: 0.0004731481444297623
Position 1113: 0.00042033370706490294
Position 9147: 0.0004078992733984651
Position 2894: 0.0003666553020631157
Position 3158: 0.0003577601809678141
Position 9034: 0.0003547479022422724
Position 9658: 0.00035358123501857616
Position 799: 0.0003440641169266977
Position 1128: 0.0003144081010152998
Position 4344: 0.0003008754381595767
Position 9244: 0.00021996402743686212
Position 984: 0.00021786327709262787
Position 9942: 0.00021604322686982712
Position 4521: 0.0002110848492929785
Position 1209: 0.0002091255493902516
Position 8846: 0.00018366865658952004
Position 9712: 0.0001392955874754504
Position 704: 0.00012886834126460747
Position 876: 0.00012390668925813753
Position 917: 0.00011896332327403203
Position 8639: 0.00011704888679892692
Position 6053: 0.00011628445194169952
Position 8316: 0.00011401570351119862
Position 676: 0.00010107446636639281
Position 1032: 9.919406419134751e-05
Position 871: 9.555512508772435e-05
Position 5997: 9.231473124455748e-05
Position 9471: 7.770643915941469e-05
Position 8069: 7.107117215971835e-05
Position 9350: 6.960588423357809e-05
Position 5938: 6.932516689329883e-05
Position 8610: 6.668962515999262e-05
Position 2206: 3.592445531313035e-05
Position 2464: 2.8794858279271834e-05
Position 10152: 1.9770608782223724e-05
Position 2211: 1.3229882802865945e-05
Position 2234: 1.1617164247926433e-05
Position 1847: 9.538525048709616e-06
Position 1275: 2.106114284378455e-06
Position 1317: 1.9901356070860237e-06
Position 692: 1.8761421832876498e-06
Position 886: 1.5293909646599996e-06
Position 990: 1.0719109420266442e-06
Position 8600: 9.459413104387676e-07
Position 6556: 9.233574531793716e-07
Position 310: 9.206448826673717e-07
Position 6985: 8.118405878157178e-07
Position 960: 7.905451690653708e-07
Position 1449: 6.982482761422573e-07
Position 951: 4.721228234769485e-07
Position 750: 3.8408813854933656e-07
Position 538: 2.539977971486626e-07
Position 8412: 2.463701508712461e-07
Position 470: 2.196530179089599e-07
Position 390: 1.9593597024592642e-07
Position 435: 1.5783217594922526e-07
Position 639: 1.5689716943982398e-07
Position 599: 1.5578138422960774e-07
Position 116: 1.548642063469179e-07
Position 8553: 1.5017535241392365e-07
Position 8259: 1.3611736637773035e-07
Position 554: 8.638125176843079e-08
Position 718: 8.034718928026295e-08
Position 645: 6.678886872179967e-08
Position 662: 6.438212880751542e-08
Position 722: 6.320966450918694e-08
Position 98: 6.487940273274648e-09
Position 509: 5.313139695693444e-09
