Gene = cyc
Position 311: 0.00021671555549399526
Position 1826: 0.00020438408898955227
Position 1802: 0.0001847000639322645
Position 1855: 0.00016402155903212377
Position 1761: 0.00013864099945091413
Position 810: 0.00013840620225211386
Position 1865: 0.00012127268513574782
Position 1301: 0.00011671792433892792
Position 2151: 0.00011066415357714408
Position 599: 0.0001008330701327225
Position 1735: 0.00010067968688525576
Position 339: 9.528173395072981e-05
Position 1814: 8.23330442170929e-05
Position 896: 5.552124704749802e-05
Position 1014: 4.7143562089331743e-05
Position 1311: 4.491884272550569e-05
Position 701: 4.301932855494605e-05
Position 1100: 3.936295628361541e-05
Position 2153: 3.70508263221395e-05
Position 1389: 3.5059580617789305e-05
Position 880: 3.321588319004611e-05
Position 1422: 2.948571258823681e-05
Position 815: 2.627740031952488e-05
Position 1065: 2.50089472655804e-05
Position 1130: 1.9919497029918867e-05
Position 1175: 1.559220735185343e-05
Position 246: 1.1878951456260684e-05
Position 1790: 9.744885274222805e-06
Position 844: 9.293450541320464e-06
Position 111: 8.655791667513103e-06
Position 291: 8.555203529533852e-06
Position 485: 8.514464646030131e-06
Position 1745: 8.322322517632715e-06
Position 1370: 6.723228554205203e-06
Position 692: 6.286484608611332e-06
Position 1079: 5.896131810759606e-06
Position 537: 5.769870989160319e-06
Position 1931: 5.326432712449847e-06
Position 465: 4.7545727001174325e-06
Position 1070: 4.336728827181975e-06
Position 488: 3.9902155142588165e-06
Position 1033: 3.307115203880151e-06
Position 1082: 3.231965715905671e-06
Position 779: 3.146538799258575e-06
Position 838: 3.002727017157114e-06
Position 2102: 2.6280480253838174e-06
Position 455: 2.214991506123569e-06
Position 1108: 1.5734312023342184e-06
Position 737: 8.847313773620881e-07
Position 356: 7.876262475748123e-07
Position 344: 6.987180453673606e-07
Position 93: 2.7006051647104984e-07
Position 350: 2.5766748302673313e-07
Position 175: 2.3949348551973055e-07
Position 126: 1.9859003975234776e-07
Position 170: 1.6269883465683927e-07
Position 482: 1.117470669335184e-07
Position 83: 5.4501848916590054e-08
Position 202: 3.875728414678969e-08
Position 188: 6.6192585672754554e-09
Position 178: 1.0737625914909173e-09
Position 458: 1.5659907090628803e-10
Position 492: 1.6880202141748198e-11
Position 496: 6.113858128558355e-12
