Gene = dsx-c73A
Position 28075: 0.0094124136955716
Position 1110: 0.008939714779096868
Position 28941: 0.008222693903582465
Position 28217: 0.00575181463653553
Position 646: 0.005659349541388726
Position 4959: 0.005547841946331135
Position 1536: 0.0055211583142409796
Position 1632: 0.004392288737046985
Position 28807: 0.003572994704435313
Position 1556: 0.0033481966038212793
Position 783: 0.0028230717189345693
Position 28994: 0.0020268510132630513
Position 6074: 0.0020115422533721647
Position 1134: 0.0020089843857807313
Position 1265: 0.0015493695642372722
Position 5884: 0.0012115228178229676
Position 29115: 0.0011768236650321166
Position 5548: 0.0009927662571462973
Position 621: 0.0009922877264245274
Position 28999: 0.0009579120846619722
Position 28087: 0.0009544090684811821
Position 1427: 0.0008390076726172834
Position 28099: 0.000752360140236683
Position 29097: 0.0007412691869134603
Position 626: 0.0006124778616495644
Position 6101: 0.0005344160397896717
Position 879: 0.0004544697053868849
Position 1457: 0.000434569682585641
Position 5602: 0.00038867918187926865
Position 363: 0.00038595347203541105
Position 1744: 0.0003701344392142338
Position 786: 0.0003353270124399502
Position 2037: 0.0003085563948740992
Position 1149: 0.00030311055142445334
Position 27995: 0.000279040453286371
Position 29138: 0.0002776990153586501
Position 6495: 0.0002561441794188355
Position 6517: 0.00018422828287310665
Position 28293: 0.00016510640026949083
Position 7816: 0.0001609270651766905
Position 28619: 0.00013524107968120036
Position 28118: 0.00013212025024154163
Position 2101: 0.00012929149064628027
Position 28192: 0.00012753108947844948
Position 28601: 0.00012077053084740282
Position 27881: 0.00011228648066676721
Position 28112: 9.819185907737264e-05
Position 27992: 8.831847218022973e-05
Position 28240: 8.779178248773925e-05
Position 28550: 7.604862024545835e-05
Position 2008: 7.483013750862162e-05
Position 28385: 7.429642475608071e-05
Position 28040: 7.051854876088055e-05
Position 28054: 5.181519955705998e-05
Position 5465: 5.128031499359853e-05
Position 7664: 5.0158589146516847e-05
Position 2112: 5.006916737451649e-05
Position 5429: 4.53081902978948e-05
Position 26058: 4.495950168296789e-05
Position 316: 4.397644168208419e-05
Position 2175: 4.322138756621728e-05
Position 1872: 3.991145747080004e-05
Position 28604: 3.5630329420352944e-05
Position 4298: 3.4118035652423235e-05
Position 2392: 2.9153819088753726e-05
Position 4130: 2.4359470138099002e-05
Position 305: 2.388061659224628e-05
Position 29135: 2.3229721924580538e-05
Position 1895: 1.9942153601080185e-05
Position 3760: 1.6206494523507593e-05
Position 1195: 1.415882466596954e-05
Position 2433: 1.377589669452889e-05
Position 1417: 1.0780146839841188e-05
Position 173: 9.120336118192145e-06
Position 1926: 9.016171440811849e-06
Position 4843: 4.579424733203299e-06
Position 3439: 4.4869532744391265e-06
Position 4040: 4.472729568917165e-06
Position 4818: 3.944398399847177e-06
Position 623: 2.882044887375574e-06
Position 219: 2.2079822177154642e-06
Position 923: 2.1099669453985777e-06
Position 1202: 1.9996520095212933e-06
Position 460: 1.9072930810723816e-06
Position 763: 1.5466699940985082e-06
Position 27895: 1.4271422197020362e-06
Position 358: 1.2683331544643837e-06
Position 4012: 1.0983953454771109e-06
Position 3710: 1.0469728355591782e-06
Position 3945: 7.348280761376034e-07
Position 3389: 6.900258806871261e-07
Position 240: 6.358239951540444e-07
Position 1232: 6.297096370100418e-07
Position 5336: 6.186794489957542e-07
Position 3723: 5.065436781687715e-07
Position 1956: 4.568397231575485e-07
Position 193: 2.9564042104978755e-07
Position 2041: 2.2476839551579848e-07
Position 3461: 1.8748839364044755e-07
Position 1357: 1.8084095639406895e-07
Position 2668: 9.409834056322542e-08
Position 1384: 3.2315275910755666e-08
Position 947: 3.0531190496779276e-08
Position 632: 2.5159588784811835e-08
Position 980: 2.1783150443051752e-08
Position 713: 1.536766600119471e-08
Position 754: 1.4793270883991616e-08
Position 821: 1.450972439856068e-08
Position 733: 1.1567645782758865e-08
Position 1879: 1.1383068606931795e-08
Position 489: 1.0660767774702038e-08
Position 1944: 9.60169029239015e-09
Position 2053: 9.492375034669266e-09
Position 905: 9.342341166084217e-09
Position 899: 8.11283663846186e-09
Position 730: 7.730183349283232e-09
Position 599: 6.915119270491521e-09
Position 566: 6.84620109050184e-09
Position 151: 5.8277261538912864e-09
Position 667: 5.541702014873752e-09
Position 250: 5.212480049705796e-09
Position 233: 3.896805860586507e-09
Position 228: 3.4190063699908447e-09
Position 167: 1.8944469121815634e-09
Position 370: 1.4741825454938777e-09
Position 67: 1.4147159030334452e-09
Position 247: 5.837929523731939e-10
Position 244: 5.715871451903883e-10
Position 63: 3.307425779774585e-10
Position 133: 1.620031792825913e-10
