Gene = Mnn1
Position 1449: 0.0003877485900231395
Position 877: 0.000337352156058495
Position 2471: 0.0003266131789187052
Position 860: 0.0003235589218199549
Position 559: 0.00031760976891648967
Position 1019: 0.0002981563857207061
Position 1907: 0.00026495802823650974
Position 1359: 0.0002535148754961401
Position 3463: 0.00025323993271254245
Position 1717: 0.00023894071375948501
Position 590: 0.00023003250636239935
Position 2477: 0.00021218970960612256
Position 3294: 0.000197497393281687
Position 1186: 0.0001904276176928102
Position 3292: 0.00015787378127212457
Position 4550: 0.00012671713144765234
Position 247: 9.736097585417944e-05
Position 330: 7.276015300004658e-05
Position 3088: 7.159575290104078e-05
Position 218: 6.970951234692276e-05
Position 662: 5.3904714782236286e-05
Position 1456: 4.147011305857994e-05
Position 240: 3.904958163621825e-05
Position 1215: 3.616917319974237e-05
Position 2488: 3.442542398506616e-05
Position 1017: 3.2729430206610134e-05
Position 2039: 3.251964683695581e-05
Position 1046: 3.0764035702573844e-05
Position 353: 2.9522245789592207e-05
Position 229: 2.846718313527144e-05
Position 3324: 2.288971828735335e-05
Position 17: 2.1486780913208583e-05
Position 1661: 2.0601241996415868e-05
Position 3472: 1.9421338953885937e-05
Position 1430: 1.8729594351961273e-05
Position 766: 1.6367929464660037e-05
Position 1657: 1.5578013751684184e-05
Position 476: 1.028138614195261e-05
Position 553: 1.024151395422379e-05
Position 1871: 1.0142480302368165e-05
Position 864: 9.97764455516027e-06
Position 665: 9.22213484852836e-06
Position 64: 8.926422727918809e-06
Position 1199: 8.814229217802054e-06
Position 1376: 8.34261781768672e-06
Position 1137: 8.320618716555882e-06
Position 1210: 7.912783547759485e-06
Position 80: 7.859726628307376e-06
Position 374: 7.64777698414982e-06
Position 1390: 7.077647232651405e-06
Position 183: 6.510919637657595e-06
Position 3095: 6.4605941177142124e-06
Position 1157: 5.9765117335892685e-06
Position 3091: 5.943795580354289e-06
Position 1940: 5.274104560134117e-06
Position 3023: 5.209035858435819e-06
Position 2106: 5.104314989699888e-06
Position 1904: 5.05592004585782e-06
Position 2103: 4.925170069810881e-06
Position 3177: 4.048320030496645e-06
Position 3059: 4.021560433321425e-06
Position 120: 3.7044292575613374e-06
Position 213: 2.0909543987313193e-06
Position 518: 1.3124833393808077e-06
Position 424: 1.3085780835930572e-06
Position 700: 1.0750822764428828e-06
Position 1807: 8.786372243342157e-07
Position 515: 8.605106653524927e-07
Position 527: 8.564087128340537e-07
Position 498: 8.040991424610134e-07
Position 3030: 7.973118734243001e-07
Position 847: 7.717143122720784e-07
Position 754: 7.455292393705117e-07
Position 1563: 6.555415572492573e-07
Position 710: 6.08031437538029e-07
Position 509: 6.017089027964683e-07
Position 10: 5.808301684006403e-07
Position 3426: 5.215640992518908e-07
Position 501: 3.0387788914635693e-07
Position 3335: 2.7684396352222685e-07
Position 211: 9.338671071718385e-08
Position 95: 3.854800526011598e-08
Position 2700: 3.744031750900045e-08
Position 1642: 2.0938208426048462e-08
Position 1633: 1.7648214458353065e-08
Position 2047: 1.4071850294904429e-08
Position 1835: 6.532303853241109e-09
Position 1340: 6.524296869483179e-09
Position 1838: 1.2191586576377854e-09
Position 2116: 6.116764193505069e-10
Position 521: 5.547174206495847e-10
Position 347: 5.378198133746448e-10
Position 1823: 4.031883233317946e-10
Position 19: 3.3624410091254305e-10
Position 2207: 7.771870037073912e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2091: 0.9662080671762971
Position 1562: 0.7795565828465175
Position 4664: 0.6801908877162872
Position 4261: 0.639214166127781
Position 1046: 0.5396892803381141
Position 2734: 0.4287020782637885
Position 922: 0.4126697817030986
Position 5278: 0.4092296119303177
Position 4497: 0.29993468880310514
Position 5536: 0.19162075743472842
Position 4515: 0.13924409248873762
Position 1442: 0.10197696960652682
Position 692: 0.07985454023162179
Position 3004: 0.06959703331893051
Position 1604: 0.06478487464661592
Position 4576: 0.06442040073095913
Position 5253: 0.05048681158171603
Position 6268: 0.04888734890715789
Position 4291: 0.04760994285186488
Position 4037: 0.04551861872571202
Position 5558: 0.03973999796361808
Position 4058: 0.036825717686857065
Position 3537: 0.035354813036428394
Position 4520: 0.03205659922737511
Position 292: 0.02849331366508361
Position 3073: 0.02388114100351393
Position 6849: 0.02348056132810286
Position 5700: 0.022878301921343738
Position 424: 0.021085436830475257
Position 1522: 0.019229606682535344
Position 3361: 0.01801028385476308
Position 1788: 0.01562381447859526
Position 6036: 0.015349010019167832
Position 7264: 0.014639717158614212
Position 1085: 0.013814608507895884
Position 6911: 0.012865610825270369
Position 3709: 0.01170914619148623
Position 3022: 0.009679210159534941
Position 3926: 0.009678225506366388
Position 5030: 0.009623964118396786
Position 3679: 0.008458881725820388
Position 3145: 0.008140095976271413
Position 6389: 0.007299660134495155
Position 1088: 0.007036335167945481
Position 3896: 0.006077974881500137
Position 315: 0.006051651513823311
Position 1122: 0.005976842206243526
Position 4754: 0.005434752583433694
Position 4502: 0.0048754501606055045
Position 6422: 0.0048644310244056275
Position 2393: 0.004855871610355431
Position 5697: 0.004442015142645664
Position 4673: 0.004380615852281454
Position 5528: 0.004374837147915709
Position 2717: 0.003838465047121352
Position 4120: 0.0035667088865909986
Position 319: 0.0029319066452721094
Position 4315: 0.0025903587856948773
Position 590: 0.0024115588239645453
Position 7036: 0.002389592300216817
Position 5779: 0.0022044395972228843
Position 1125: 0.002008743012167338
Position 4081: 0.0017286483794926883
Position 3502: 0.0017109068202861475
Position 5944: 0.001700853031305599
Position 3162: 0.001691765399119385
Position 4312: 0.0016092028932506558
Position 2741: 0.0013667911027852074
Position 476: 0.0013414957954246305
Position 3460: 0.0012824943725167081
Position 3177: 0.0012367846314729045
Position 719: 0.0011601443790056722
Position 1590: 0.001123885534158852
Position 2173: 0.0009932092360764187
Position 1752: 0.000979030610040844
Position 479: 0.0009069104046373005
Position 490: 0.0009013287231437906
Position 1538: 0.0008958051499205017
Position 2945: 0.0007879226815623325
Position 1051: 0.0007806735425464624
Position 1186: 0.00074848808677682
Position 3472: 0.0007411806961874383
Position 3733: 0.0006782138431854555
Position 4727: 0.0006298139629324182
Position 976: 0.0005798816157633153
Position 2305: 0.0005655278936122443
Position 1749: 0.0005641086413425593
Position 5514: 0.0005298557843919742
Position 139: 0.0005199363725219848
Position 3366: 0.0005035408338173737
Position 1642: 0.00047838581458062204
Position 4141: 0.0004730128069312222
Position 5474: 0.0004684571836275771
Position 2483: 0.0004373511396386787
Position 722: 0.0004258568509164012
Position 3091: 0.00041338325848291034
Position 1648: 0.00038649544552595184
Position 4061: 0.00033890906781124694
Position 3343: 0.0003292835093052146
Position 2603: 0.0002945483046502705
Position 1447: 0.00028776399537936055
Position 736: 0.00027480916840003826
Position 3544: 0.00019158663743799515
Position 1807: 0.00017344292198332248
Position 2559: 0.00016004438962392321
Position 700: 0.00015412208538605386
Position 3490: 0.00015174134367588484
Position 3821: 0.0001132651050493731
Position 933: 0.00011117130345658459
Position 1672: 0.00010426034857832591
Position 3204: 9.513870041826715e-05
Position 3249: 9.208661581952459e-05
Position 3841: 8.368658862716578e-05
Position 948: 8.019969000438807e-05
Position 1491: 7.349905520903383e-05
Position 602: 6.698019396737347e-05
Position 805: 6.680651301227675e-05
Position 759: 6.246310665129126e-05
Position 3430: 6.185189830416955e-05
Position 3452: 5.353399508694656e-05
Position 1921: 5.205456855594814e-05
Position 2753: 4.427300478633986e-05
Position 498: 3.554450938845041e-05
Position 1170: 3.31652560731732e-05
Position 1867: 3.156409691759503e-05
Position 1456: 2.9836396306946282e-05
Position 553: 2.977648222948004e-05
Position 990: 2.8859957037381865e-05
Position 630: 2.6472914905932905e-05
Position 754: 2.364776572960661e-05
Position 2777: 2.2901120126927397e-05
Position 2771: 2.1242335086939642e-05
Position 1639: 2.0975621671772625e-05
Position 772: 1.79183529474607e-05
Position 1131: 1.727433606830904e-05
Position 2584: 1.6717117891378415e-05
Position 2651: 1.6377718050022886e-05
Position 1702: 1.520760388535173e-05
Position 622: 1.4703995186653442e-05
Position 389: 1.4496280640999929e-05
Position 997: 1.4331135971509158e-05
Position 3292: 1.3848619188858264e-05
Position 662: 9.439085420724258e-06
Position 981: 8.368187878383792e-06
Position 2950: 8.237713472969113e-06
Position 824: 7.76316725972411e-06
Position 2960: 6.727623459428332e-06
Position 607: 6.692014390244824e-06
Position 783: 6.173842345414528e-06
Position 597: 5.153139344731923e-06
Position 1017: 3.86511895525918e-06
Position 567: 2.7217279078303814e-06
Position 1315: 2.708210039284234e-06
Position 559: 2.660786525289277e-06
Position 1014: 2.6028433184022336e-06
Position 564: 2.4442596150533523e-06
Position 396: 1.7630712047136382e-06
Position 637: 1.5439917974045414e-06
Position 404: 1.1389788513627112e-06
Position 1282: 1.0761631493537326e-06
Position 643: 9.874995663901127e-07
Position 203: 8.096618194085617e-07
Position 270: 6.461153317739995e-07
Position 610: 5.091057233404144e-07
Position 2271: 4.623402615938288e-07
Position 218: 3.9348609910103303e-07
Position 640: 3.8053092901333623e-07
Position 229: 2.194262085290764e-07
Position 323: 1.876551466800454e-07
Position 792: 1.7528501508882736e-07
Position 1005: 6.172499521586881e-08
Position 336: 3.181814033343872e-08
Position 175: 1.4228541311424896e-12
Position 325: 5.94849367576318e-14
Position 245: 2.517242745682279e-14
Position 257: 5.58107655299782e-16
