Gene = Capr
Position 4451: 0.000953172785076924
Position 5062: 0.0008555311042421785
Position 827: 0.000823565013170162
Position 1368: 0.0007919463812384162
Position 1577: 0.0007742565726937623
Position 1539: 0.0007658916842311786
Position 1146: 0.0006384773348456554
Position 3598: 0.0006025808753604578
Position 1305: 0.0005644553844504434
Position 3834: 0.0005582279089900152
Position 2202: 0.0005417848227007137
Position 2105: 0.0004666289471356309
Position 1051: 0.0004643697926180001
Position 2247: 0.0004140335195132439
Position 876: 0.00038862110248610534
Position 1934: 0.00030279755322801835
Position 3577: 0.0003023299950013152
Position 2889: 0.000269427974832463
Position 1515: 0.0002499360128583497
Position 3084: 0.00023010353940304044
Position 622: 0.00022138133181922172
Position 5166: 0.00019784788352718443
Position 1413: 0.00017915667573652075
Position 2707: 0.00017135377672957588
Position 1980: 0.00017034550202578818
Position 2541: 0.00015714348227966404
Position 2943: 0.00015226672984044093
Position 1987: 0.00014473180762820015
Position 2363: 0.0001298165551038316
Position 2260: 0.00011358499354920565
Position 3491: 0.00011246942920624899
Position 3342: 0.00010735812156776028
Position 645: 0.00010349996981889631
Position 2922: 0.00010329440911109331
Position 2547: 9.72931835511126e-05
Position 3312: 9.711785108573697e-05
Position 1683: 9.312370084366179e-05
Position 3017: 7.402034339150242e-05
Position 3315: 7.152169996202821e-05
Position 2183: 6.915623612946227e-05
Position 2301: 6.281195633370257e-05
Position 1346: 5.018516595897627e-05
Position 2515: 4.616675439969944e-05
Position 1721: 4.179431285881331e-05
Position 2757: 4.1069338026169985e-05
Position 1559: 3.9932502823229536e-05
Position 1334: 3.729435240358813e-05
Position 1663: 3.5193922041870636e-05
Position 460: 3.469736924568076e-05
Position 2613: 3.42695084866238e-05
Position 2610: 3.389176019801388e-05
Position 503: 3.31003169254123e-05
Position 979: 3.253733276484859e-05
Position 557: 3.165252640698654e-05
Position 2356: 3.159426996288615e-05
Position 2652: 3.099577204680041e-05
Position 1019: 2.8771968313640533e-05
Position 1712: 2.8484747604131878e-05
Position 454: 2.751932269118386e-05
Position 976: 1.6361475123189965e-05
Position 509: 1.571868040133129e-05
Position 1136: 1.5672454633770563e-05
Position 588: 1.4832342413395523e-05
Position 463: 1.4638462642440599e-05
Position 512: 1.4205883441643273e-05
Position 737: 1.4126419791121112e-05
Position 642: 1.3618794136502315e-05
Position 1436: 1.1257597804058604e-05
Position 1173: 9.785317525582806e-06
Position 960: 8.745763559852766e-06
Position 1693: 7.554611015161588e-06
Position 1449: 5.800849154054891e-06
Position 1468: 3.6975197130222206e-06
Position 1555: 2.6499729231368646e-06
Position 1789: 1.915387743364402e-06
Position 921: 3.5694642786418074e-07
Position 398: 8.932383389806204e-08
Position 469: 8.866676154030736e-08
Position 165: 7.390827631690055e-08
Position 915: 6.319247146272403e-08
Position 161: 6.212941059316079e-08
Position 194: 4.312391115399949e-08
Position 536: 3.222671356122869e-08
Position 624: 1.8685307115449436e-08
Position 376: 1.7742828506676025e-08
Position 292: 1.6140322554236006e-08
Position 669: 1.5124246894570778e-08
Position 191: 9.676892524613712e-09
Position 526: 8.979437684871983e-09
Position 267: 8.706749778802226e-09
Position 219: 5.4767292655005405e-09
Position 404: 4.79645707993575e-09
Position 475: 4.221574394141217e-09
Position 171: 3.6184791542303045e-09
Position 380: 2.7021540255987736e-09
Position 520: 2.2330206143958597e-09
Position 687: 1.697802588264227e-09
Position 222: 1.5302888505233685e-09
Position 663: 5.435892396586207e-10
Position 296: 4.1341243817840047e-10
Position 225: 2.9587154277216954e-10
Position 408: 2.597430784285388e-10
Position 188: 2.348565374985825e-10
Position 228: 1.9312712506433906e-10
Position 282: 7.059035189974408e-11
Position 186: 7.007677827067701e-11
Position 411: 1.2648375744183624e-11
Position 554: 1.0957816271338385e-11
Position 414: 4.9276622399501874e-12
Position 684: 1.6334594107940828e-12
Position 481: 1.2069736794530487e-14
