Gene = eIF3l
Position 1443: 1.46556681948885e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2411: 0.9892716968400722
Position 1379: 0.9847217183338802
Position 846: 0.943473187748583
Position 523: 0.04586094277158453
Position 480: 0.028932697493792226
Position 1026: 0.008561306818191538
Position 535: 0.005894414905165188
Position 2178: 0.005430954333300424
Position 1812: 0.004450489390273997
Position 1920: 0.004151308304780226
Position 765: 0.0038315467925354274
Position 284: 0.003568397809908682
Position 263: 0.002423165442488373
Position 2280: 0.0016127141763169883
Position 1122: 0.0014351516791753021
Position 588: 0.0014046656237776873
Position 295: 0.0012389683881031005
Position 1581: 0.0012214664787254762
Position 778: 0.0011908982187671386
Position 821: 0.0011390103632979037
Position 305: 0.0010694380645199179
Position 1236: 0.0009615598973205117
Position 966: 0.0008687823310484007
Position 378: 0.0008560430635444051
Position 2118: 0.0008494083902638027
Position 2062: 0.000810228701244156
Position 2234: 0.0007583394688549599
Position 503: 0.0005354717209511839
Position 608: 0.000496708112979813
Position 2448: 0.00048104379612242185
Position 1869: 0.0004716145259390318
Position 1050: 0.0004161513653730134
Position 2531: 0.00038114425138744426
Position 1647: 0.00031922659995040184
Position 1824: 0.00030863892016016505
Position 745: 0.00024508073974791544
Position 1170: 0.00018895638305693098
Position 2547: 0.00017314619560316127
Position 1866: 0.00015707361295015662
Position 1031: 0.000156286952754561
Position 1179: 0.00015079116512108477
Position 1686: 0.000136821029988481
Position 2068: 0.00010106017452230935
Position 1074: 9.81478295238908e-05
Position 1404: 9.407334684488973e-05
Position 2299: 5.542798416223918e-05
Position 1011: 5.184653055550407e-05
Position 1243: 4.239641056995091e-05
Position 1506: 4.137980545449578e-05
Position 614: 3.6165319345135503e-05
Position 1068: 3.3987400005845895e-05
Position 2459: 3.1529871257388544e-05
Position 1436: 2.100352442289758e-05
Position 2641: 1.6125252681189302e-05
Position 1503: 1.2868721284302799e-05
Position 314: 1.2750138350750366e-05
Position 2504: 1.1049767752250157e-05
Position 1345: 1.0711066314053257e-05
Position 151: 3.519655800789062e-07
Position 103: 1.9778660314727796e-08
Position 439: 1.2657752177470095e-08
Position 146: 1.0859385398031578e-08
Position 155: 8.653113275584027e-10
Position 121: 4.410130606723324e-10
Position 91: 1.0993286758500145e-10
Position 93: 8.055323462154627e-11
Position 159: 4.02407711279877e-12
