Gene = MYPT-75D
Position 37930: 3.4061541317929356e-05
Position 37888: 3.154563512920188e-05
Position 37927: 2.692938177577965e-05
Position 37908: 1.7606941902236386e-05
Position 38517: 1.6941015065520906e-05
Position 37959: 1.565364929189045e-05
Position 38108: 1.361639936450209e-05
Position 38092: 1.2230455915095735e-05
Position 37765: 5.201744502821773e-06
Position 38375: 3.431944319210219e-06
Position 38866: 2.9346889770201545e-06
Position 38852: 1.4805813249382273e-06
Position 38887: 1.0838175732428725e-06
Position 38138: 2.7868786276721623e-07
Position 37748: 1.7095284079472632e-07
Position 38972: 1.222396278423695e-07
Position 38029: 8.927145304409186e-08
Position 37751: 8.504087533949071e-08
Position 37726: 7.363908616369443e-08
Position 38590: 2.2492625394780832e-08
Position 38809: 6.220111375711378e-09
Position 38559: 3.936625648425589e-09
Position 38885: 2.2248114596985053e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 35397: 0.9999999999999938
Position 37719: 0.9967952919308792
Position 36664: 0.9536669932153203
Position 37532: 0.9499233053387296
Position 40056: 0.6734274325261133
Position 38364: 0.5924431735795702
Position 38922: 0.537588825385992
Position 38180: 0.5303950001593917
Position 37542: 0.046821295510475563
Position 36207: 0.039520531534619555
Position 39383: 0.03928209740333403
Position 41079: 0.030110543842241086
Position 39428: 0.028637363853643964
Position 40020: 0.025997111168807117
Position 40059: 0.025924275070605983
Position 39415: 0.022615407465276745
Position 41082: 0.013148422491491072
Position 38951: 0.008863650539809668
Position 40847: 0.008401624186013871
Position 39435: 0.0075194822916420856
Position 38192: 0.006940611013422104
Position 39738: 0.006839495639569538
Position 38419: 0.006801358007640826
Position 38939: 0.006312989173217048
Position 39996: 0.005450724615318016
Position 40742: 0.004115411944859649
Position 37986: 0.003872242760005156
Position 40880: 0.0038049690260696647
Position 37725: 0.002999954808657434
Position 40488: 0.0025156083413564075
Position 38205: 0.0024901883642089568
Position 38221: 0.0024556227563318858
Position 40522: 0.002126464303483484
Position 38101: 0.0019853006233194978
Position 40713: 0.0019125021000262366
Position 39830: 0.001612032728644879
Position 37930: 0.00144408047620164
Position 40607: 0.0011467017856860453
Position 40397: 0.0010250764403517262
Position 37919: 0.000985996238507185
Position 38047: 0.0009506481398869738
Position 38388: 0.0009501996757825499
Position 37933: 0.0008269516274435468
Position 41117: 0.0008217921558729842
Position 39764: 0.0006387279209034334
Position 39154: 0.0005242583641537289
Position 40023: 0.0004471866407109057
Position 39103: 0.00042367922065532685
Position 38770: 0.0003248845948473003
Position 38084: 0.00024558118558410226
Position 38375: 0.00023414250301714948
Position 39193: 0.00017437028191579951
Position 38452: 0.0001602974065115394
Position 39329: 0.0001325154635646397
Position 37994: 0.00012842374209843304
Position 39776: 0.00012514209515912536
Position 39536: 0.00010278106652658196
Position 37846: 9.747333023477158e-05
Position 39748: 8.257499886585662e-05
Position 38027: 6.081492510356053e-05
Position 38057: 5.724162348226532e-05
Position 38985: 3.716687389848517e-05
Position 38705: 3.065645254840954e-05
Position 37936: 2.999682125527517e-05
Position 38124: 2.6147125345071283e-05
Position 38590: 2.2205680162212727e-05
Position 38227: 1.9216743291315907e-05
Position 37939: 1.692650869292422e-05
Position 37956: 1.5101930795197035e-05
Position 38062: 1.3181060652500923e-05
Position 38845: 1.2280356348236629e-05
Position 38559: 1.079396427467389e-05
Position 38209: 1.032245873772798e-05
Position 39247: 8.429079661518823e-06
Position 38458: 8.178075270883568e-06
Position 39259: 7.658485095041984e-06
Position 39215: 6.281543602190412e-06
Position 38711: 5.514470282897202e-06
Position 38542: 4.7558295288846e-06
Position 37776: 4.44002252835039e-06
Position 38108: 4.040362191463717e-06
Position 38366: 3.3157992798078853e-06
Position 38806: 2.716717919080077e-06
Position 38815: 2.339864236381931e-06
Position 38492: 1.7231999341513553e-06
Position 38287: 1.311667842870368e-06
Position 37734: 9.313086416940688e-07
Position 38236: 4.709003166720252e-07
Position 39018: 3.4225624266903307e-07
Position 39107: 1.7210637852162553e-08
Position 38988: 8.31969947207043e-10
