Gene = ValRS-m
Position 331: 0.0011900499498293854
Position 3174: 0.0011489137926951182
Position 2366: 0.0011008918454872706
Position 3055: 0.0010903201539443437
Position 2286: 0.0010443799937778825
Position 1425: 0.0009964535345315417
Position 1404: 0.000989047264191928
Position 1027: 0.0009758265198848636
Position 2222: 0.0008903850973830732
Position 507: 0.0008736509398204761
Position 1590: 0.0007804930250902809
Position 3444: 0.0007676001083966902
Position 165: 0.0007222007918841868
Position 711: 0.0006461007870230513
Position 1509: 0.00041646271932535
Position 817: 0.00041290395562089817
Position 3129: 0.0004037049016434392
Position 1449: 0.00038161731624535955
Position 2176: 0.0003631154614803198
Position 1137: 0.0003574181302752508
Position 3038: 0.00032418292236002376
Position 168: 0.0003175267669681433
Position 670: 0.0003163370028101211
Position 1084: 0.00028020287117710394
Position 525: 0.0002576006792786582
Position 77: 0.0002478283247925574
Position 1197: 0.00023536346566469868
Position 591: 0.00023425815861262444
Position 2401: 0.00022993384909664947
Position 2986: 0.00016360532620393213
Position 1459: 0.00016010377798462966
Position 2865: 0.00014909776386327352
Position 820: 0.0001418400366494618
Position 534: 0.00012399335914379034
Position 2132: 9.27541865856848e-05
Position 1200: 8.234893838580612e-05
Position 796: 7.487340573608985e-05
Position 334: 6.96561611776815e-05
Position 3491: 6.673442228520878e-05
Position 2122: 6.446164157710526e-05
Position 225: 6.416431254712803e-05
Position 2317: 6.055025117640179e-05
Position 546: 5.214138562935549e-05
Position 774: 4.366715822169199e-05
Position 2342: 3.979649895087627e-05
Position 3319: 3.7283052876540564e-05
Position 2371: 3.5469059102077685e-05
Position 2170: 2.5977499142015764e-05
Position 3341: 2.3303490337437202e-05
Position 2516: 2.2405037886531677e-05
Position 1254: 2.186630205018812e-05
Position 952: 1.7970706464121333e-05
Position 3358: 8.465414071755992e-06
Position 102: 7.995169016521275e-06
Position 3388: 7.902144550309571e-06
Position 3428: 6.738088557676927e-06
Position 180: 2.823731003468227e-06
Position 3393: 2.3044685665281825e-06
Position 3452: 2.1351372255475788e-06
Position 777: 4.890352585389931e-07
Position 199: 4.503995476755776e-07
Position 204: 3.0838006222463316e-07
Position 899: 2.759099761237748e-07
Position 187: 2.0783280446317954e-07
Position 568: 1.3630047127024974e-07
Position 831: 1.0957573856653377e-07
Position 352: 1.9622904140857244e-08
Position 684: 1.1668589915169875e-08
Position 281: 5.604204930409978e-09
Position 269: 3.7126573888933507e-09
Position 402: 3.128706869544721e-09
Position 409: 1.379051590379975e-09
Position 251: 1.7383544830066883e-10
Position 416: 1.233649064350126e-10
Position 236: 8.528613614991137e-11
Position 387: 4.055825318948049e-11
Position 372: 3.985387609375045e-11
Position 413: 3.055664740170655e-11
Position 562: 2.2631290447189968e-11
Position 342: 2.1353676628570656e-12
Position 378: 1.1171039498431041e-14
