Gene = VhaSFD
Position 574: 5.575360705318914e-05
Position 69: 5.55561591949008e-05
Position 855: 4.73633278948384e-05
Position 86: 4.513254107286949e-05
Position 174: 4.125195143076993e-05
Position 124: 3.937800727339792e-05
Position 51: 3.1136440073441915e-05
Position 4252: 2.7509509617653782e-05
Position 4024: 2.0476661172455312e-05
Position 67: 2.0413145924406157e-05
Position 543: 1.5817641582570136e-05
Position 1570: 1.561690332622578e-05
Position 476: 1.2964277246497707e-05
Position 829: 1.2834703021824486e-05
Position 686: 8.504858988813382e-06
Position 3353: 8.4647229273744e-06
Position 3218: 7.074794626093026e-06
Position 831: 6.6043475941350044e-06
Position 2989: 6.296788180363329e-06
Position 765: 5.715301509844627e-06
Position 3179: 5.269186457821631e-06
Position 2972: 4.90034670789792e-06
Position 3103: 3.2835293501452877e-06
Position 703: 3.2813215023121457e-06
Position 24: 2.3543103824340407e-06
Position 714: 1.973604927434348e-06
Position 3144: 1.839678749501222e-06
Position 126: 1.7986554966847516e-06
Position 651: 1.5570934238605203e-06
Position 278: 1.4710286856945642e-06
Position 201: 1.432659203377387e-06
Position 821: 1.0767768563089694e-06
Position 3848: 1.0456246116177424e-06
Position 3062: 1.0294612567602994e-06
Position 3743: 7.562340574241288e-07
Position 58: 6.351082881963337e-07
Position 870: 5.32348147620076e-07
Position 3288: 4.996185137183345e-07
Position 137: 4.049702550328533e-07
Position 3484: 3.5467442540245314e-07
Position 611: 3.3449034475753037e-07
Position 3430: 2.4769043227511074e-07
Position 3245: 2.459774269246644e-07
Position 3110: 2.410708779878612e-07
Position 3439: 2.3819396452234904e-07
Position 3542: 2.2825963353246656e-07
Position 4096: 1.5009728126591783e-07
Position 4376: 1.4541713861204121e-07
Position 4379: 1.2797770766718838e-07
Position 4230: 1.2700003007869313e-07
Position 927: 6.905950344629332e-08
Position 3686: 5.7289887845996244e-08
Position 3889: 4.509900735381768e-08
Position 3250: 2.0164243938766515e-08
Position 3402: 1.942119901389081e-08
Position 921: 1.8508809359685655e-08
Position 112: 1.743368792627524e-08
Position 128: 1.1012040723740126e-08
Position 3902: 8.774875245491242e-09
Position 56: 7.640755389259493e-09
Position 140: 4.394555296684222e-09
Position 972: 4.2856682547158894e-09
Position 358: 3.862474710342411e-09
Position 2939: 1.5520229356228328e-09
Position 915: 1.1148888041025316e-09
Position 3500: 2.097890232917756e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 3031: 0.9991536646625916
Position 3654: 0.9990654801749403
Position 2832: 0.8551787263361599
Position 3928: 0.7457934845092659
Position 337: 0.7041153590752396
Position 2422: 0.299230072843925
Position 3824: 0.22771617082039702
Position 1712: 0.11808815084968438
Position 2579: 0.11330020094958879
Position 2387: 0.02978151191766952
Position 2196: 0.020990402260167233
Position 634: 0.018607818903041546
Position 369: 0.016869596640478383
Position 2699: 0.011773707568398796
Position 2747: 0.0116743862155385
Position 564: 0.010336582641086091
Position 1199: 0.00971417673421063
Position 4848: 0.009054520361584599
Position 2723: 0.008942227404577615
Position 597: 0.008607386012277833
Position 4058: 0.00810803867780764
Position 873: 0.007261479132371391
Position 1280: 0.006747463196460743
Position 4441: 0.005554561183176909
Position 4783: 0.005445123001116659
Position 2850: 0.005325523006788789
Position 366: 0.005261531800394485
Position 789: 0.004511076846503285
Position 4425: 0.003082105161298828
Position 4469: 0.0028493611040220778
Position 690: 0.002600171771045338
Position 890: 0.0025249071895408616
Position 420: 0.0022081089383431513
Position 4178: 0.0020912559736109416
Position 2295: 0.001932230757553309
Position 3866: 0.001846980205661848
Position 3389: 0.0017470557835603407
Position 4241: 0.0015693700601549382
Position 893: 0.0014681602819557739
Position 255: 0.0011967011746125114
Position 2285: 0.0011443560969809441
Position 3202: 0.0009847855052810422
Position 1021: 0.0009831880268636813
Position 549: 0.0009436870678383221
Position 283: 0.0008855559665766628
Position 1719: 0.0007696817646594669
Position 2871: 0.0007496920759089097
Position 3830: 0.000698075163209798
Position 1811: 0.000663068820701386
Position 249: 0.0006097740645486341
Position 4062: 0.0005868041900108282
Position 2705: 0.0005410702254229686
Position 4038: 0.0005326537261413306
Position 392: 0.000516226494966027
Position 4216: 0.0004965647662718512
Position 3138: 0.0004706086181427464
Position 2313: 0.00046214908285174583
Position 3323: 0.00045103770595833394
Position 1971: 0.000387032522531623
Position 3947: 0.0003527017220247914
Position 2162: 0.0003443738547353396
Position 3250: 0.0003346451908258249
Position 3043: 0.00032044951655486
Position 3430: 0.00031930154537417483
Position 4248: 0.0002934454997716482
Position 426: 0.00028835516031338677
Position 3286: 0.0002862980474969447
Position 372: 0.000250236126384031
Position 600: 0.00024236134182170697
Position 3226: 0.00022910651381527784
Position 4410: 0.000216959197559042
Position 992: 0.00018894585081746557
Position 3682: 0.00016001870129408102
Position 4206: 0.0001550537268960149
Position 2433: 0.00014538042510174048
Position 3524: 0.00013796757199102428
Position 4887: 0.0001294354193343164
Position 4618: 0.00012921224748069384
Position 96: 0.00012257659308731133
Position 4763: 8.464848983325616e-05
Position 288: 7.228006910380613e-05
Position 979: 6.214466336087097e-05
Position 4877: 5.475909937424838e-05
Position 3679: 3.89186168604789e-05
Position 1407: 3.5001765978831076e-05
Position 1528: 3.40289358054007e-05
Position 482: 3.30976186749219e-05
Position 263: 3.119429671325401e-05
Position 2105: 2.9698396102437375e-05
Position 859: 2.857240651563024e-05
Position 3268: 2.677220888741924e-05
Position 2120: 2.3599545977960632e-05
Position 1071: 1.905542060710117e-05
Position 3094: 1.8520803631956685e-05
Position 1379: 1.666138083367117e-05
Position 1025: 1.4167712341807296e-05
Position 3475: 1.3949230557698778e-05
Position 1816: 1.2298794315765245e-05
Position 3256: 1.222771742923184e-05
Position 1832: 9.974658136308158e-06
Position 3694: 9.427921638207324e-06
Position 1788: 8.602784392339286e-06
Position 503: 8.34807365913952e-06
Position 495: 5.415029309890062e-06
Position 147: 5.097312264858391e-06
Position 798: 4.784832193810711e-06
Position 1033: 4.48909454378834e-06
Position 1204: 3.255697140238838e-06
Position 3157: 2.583122699036504e-06
Position 3674: 2.5629841150688307e-06
Position 3151: 1.4045204426563829e-06
Position 507: 1.3514517302218067e-06
Position 151: 1.1358751878749106e-06
Position 753: 9.570210233455537e-07
Position 765: 8.633161965815191e-07
Position 642: 5.49301825485304e-07
Position 3731: 2.866035879242672e-07
Position 189: 1.3842941472814904e-07
Position 135: 1.1328514874597328e-07
Position 651: 8.710607023336584e-08
Position 3944: 7.380533371119353e-08
Position 804: 6.546846326044775e-08
Position 186: 4.6246690777994763e-08
Position 3379: 2.939137549658392e-08
Position 458: 2.7521663260773375e-08
Position 3340: 2.0600122305360448e-08
Position 3751: 1.5303718675551126e-08
Position 201: 2.9572221852276984e-09
Position 434: 1.8261646443155043e-09
Position 67: 1.642190685314961e-09
