Gene = RpIIIC53
Position 921: 3.505421003302355e-09
Position 1326: 9.301103078590892e-12
Position 1217: 9.09126917404098e-12
Position 911: 2.0343849022656886e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 473: 0.9975223068845102
Position 925: 0.9098577799465791
Position 1046: 0.8064123361512165
Position 1058: 0.05351047848977715
Position 1453: 0.027800167685541752
Position 1202: 0.021044062797328712
Position 1078: 0.006690027986065923
Position 631: 0.005292484365744119
Position 312: 0.004422222122378606
Position 1711: 0.004180786876541467
Position 1701: 0.00350293752599801
Position 1066: 0.0034764144048273177
Position 945: 0.0018810294258793127
Position 628: 0.0017584401054381164
Position 1126: 0.001474949765554702
Position 95: 0.0014655505948755127
Position 1564: 0.0014490780088749213
Position 609: 0.0012715580850313681
Position 1523: 0.0008788441657989829
Position 625: 0.0008018649385156132
Position 658: 0.000621652253141078
Position 1544: 0.000589827455859374
Position 1235: 0.0005081672618557848
Position 1170: 0.00041199747824862277
Position 108: 0.00036871486536570603
Position 1100: 0.00028022408531041464
Position 1253: 0.00023961112407008372
Position 1534: 0.00023937425635348807
Position 1567: 0.00022196501536512545
Position 1096: 0.00022001548084880533
Position 65: 0.000179488905490068
Position 292: 0.00014544600665764422
Position 1321: 0.00012591383982509465
Position 650: 0.00010930011619725126
Position 483: 0.0001079804007829608
Position 942: 0.00010546645540982007
Position 1298: 9.18545139584639e-05
Position 690: 7.986220918441984e-05
Position 504: 6.929030093028328e-05
Position 993: 4.3539491316619094e-05
Position 707: 4.322738095436398e-05
Position 1180: 2.687201181221116e-05
Position 693: 2.1155891592002264e-05
Position 1109: 2.0411353858666525e-05
Position 492: 2.0347710002742807e-05
Position 1570: 1.7794799707141965e-05
Position 1286: 1.455990762887105e-05
Position 1264: 1.3801830294830691e-05
Position 215: 1.21804735697944e-05
Position 155: 9.708379626087321e-06
Position 999: 9.436562398435855e-06
Position 126: 9.140720480085171e-06
Position 726: 4.252760998760164e-06
Position 964: 4.044019599406875e-06
Position 265: 3.529263742394966e-06
Position 133: 2.807094114795153e-06
Position 188: 2.25151813400023e-06
Position 212: 1.5346226973098994e-06
Position 435: 1.1920179195625562e-06
Position 747: 1.1853270299116658e-06
Position 735: 1.1634019814842246e-06
Position 218: 9.490790107613514e-07
Position 893: 8.646499025424403e-07
Position 76: 8.317705681760301e-07
Position 890: 6.960470708817782e-07
Position 741: 5.040994053299487e-07
Position 373: 5.015790569188759e-07
Position 756: 4.876025170706298e-07
Position 1272: 4.466714297169775e-07
Position 231: 4.226411875757658e-07
Position 1256: 3.7126414116223507e-07
Position 362: 3.215865490045077e-07
Position 509: 3.0964163305233447e-07
Position 1175: 2.878147478509429e-07
Position 867: 2.1730690833594506e-07
Position 521: 1.955011680361265e-07
Position 833: 1.8376864039617655e-07
Position 1491: 1.7550679395020593e-07
Position 974: 1.619520141492618e-07
Position 1339: 1.287461200531641e-07
Position 782: 1.1888705151052642e-07
Position 960: 1.1842237303098545e-07
Position 1326: 1.0912941603736197e-07
Position 195: 8.193882606947385e-08
Position 45: 6.58733580805954e-08
Position 366: 5.709247650036758e-08
Position 759: 4.657306277115398e-08
Position 193: 2.0899634092577215e-08
Position 240: 1.4193002939088393e-08
Position 1104: 1.4064380205138366e-08
Position 1007: 1.3650598359102546e-08
Position 419: 1.048911684565454e-10
Position 512: 1.552344748177017e-11
Position 236: 2.2325566469886244e-15
