Gene = stai
Position 24258: 5.550405479144297e-05
Position 22682: 3.656704727652227e-05
Position 23763: 3.0370562228012758e-05
Position 1384: 1.8492475997900884e-05
Position 926: 1.5245469797394618e-05
Position 331: 1.4529430131062462e-05
Position 22995: 1.1066179201447283e-05
Position 22861: 1.0317289552805525e-05
Position 22073: 9.104900172012401e-06
Position 22543: 5.442214131562887e-06
Position 21843: 2.7027984118393686e-06
Position 21949: 2.5383170260869793e-06
Position 21982: 1.3147767246633896e-06
Position 21952: 3.734519574480641e-07
Position 22540: 1.1741246314472056e-08
Position 22027: 7.400413782250937e-09
Position 22428: 1.819450158476775e-09
