Gene = mu2
Position 324: 6.061992041538477e-09
Position 194: 3.604394481694182e-10
Position 2300: 1.7596555055075292e-10
Position 3808: 4.3193061249032234e-11
Position 2419: 2.607380522187651e-11
Position 450: 1.180450084164761e-11
Position 2098: 2.5156865763874305e-12
Position 3617: 9.854128932121221e-14
Position 1960: 3.741056030731302e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 3653: 0.997529644348168
Position 3752: 0.9896384142095267
Position 2093: 0.9841817482285207
Position 455: 0.9827662064433759
Position 2269: 0.9717703918855187
Position 2422: 0.964461743088385
Position 194: 0.9611576002044847
Position 990: 0.9502592962696415
Position 1883: 0.7504969768718602
Position 3919: 0.7481645807734427
Position 4278: 0.29409964037764924
Position 1946: 0.15063157020603649
Position 1901: 0.07951918152934656
Position 1617: 0.03802818071860204
Position 2873: 0.029424680712252405
Position 2470: 0.021771722670082806
Position 3951: 0.019940156610975587
Position 3424: 0.019054772368237972
Position 815: 0.015904410034034117
Position 4546: 0.015590860280674024
Position 4291: 0.013464951192565439
Position 2102: 0.012014817890573402
Position 3472: 0.01101627813324068
Position 3437: 0.01011073314537239
Position 1596: 0.008920904326949855
Position 2433: 0.00866674990618141
Position 1566: 0.007022671665517816
Position 1671: 0.006992147944144464
Position 1724: 0.006865714674386236
Position 857: 0.0068236167128807425
Position 1140: 0.005920061715000178
Position 4254: 0.004894681960757553
Position 4024: 0.004209218454349965
Position 3377: 0.004138462241647052
Position 741: 0.0035884588900667847
Position 3326: 0.003373496494156937
Position 3485: 0.0032760825001013675
Position 1587: 0.003217298502379357
Position 2280: 0.00273004801711928
Position 2473: 0.0024049111162216022
Position 423: 0.002395477278975976
Position 1629: 0.001653023637519382
Position 1458: 0.001550309526502832
Position 1680: 0.001525712263969243
Position 3039: 0.001483112799300631
Position 4406: 0.0014231123462398138
Position 3396: 0.0012107123298464209
Position 4003: 0.001150253330065039
Position 520: 0.0011270506774218529
Position 1711: 0.0010639849497496314
Position 219: 0.0009396283738143767
Position 2672: 0.0009161085107359577
Position 3359: 0.0009066634519256907
Position 680: 0.0008814124285503302
Position 1192: 0.0008018422174035684
Position 2134: 0.0007947252282920109
Position 1703: 0.0007293733166715709
Position 1647: 0.0007268967927099155
Position 3379: 0.0005756022338191237
Position 788: 0.0005427122735673672
Position 1919: 0.0005336561393210784
Position 2017: 0.0005015419196691973
Position 4651: 0.0004674809085913715
Position 2587: 0.0004568130307193945
Position 2996: 0.0004412174472330503
Position 287: 0.0003801174484412748
Position 203: 0.0002935551729589351
Position 3442: 0.00027402626085679414
Position 3002: 0.0002722617656439285
Position 237: 0.0002710986393252163
Position 1469: 0.00025737704117993586
Position 4472: 0.00025729458031685976
Position 2779: 0.00023267181470829168
Position 2285: 0.00023148628349723346
Position 3802: 0.0002170389776288925
Position 2119: 0.00021638922291307568
Position 3775: 0.00021008806336148892
Position 3236: 0.00020774010502992157
Position 1781: 0.00020701993791229548
Position 4059: 0.00018971570597485485
Position 3332: 0.00018857935269277285
Position 714: 0.00018250934169308157
Position 1144: 0.00017588360578084673
Position 3286: 0.00017062631521232776
Position 3164: 0.00016779969696981056
Position 491: 0.00013796976627617494
Position 542: 0.0001359300432460336
Position 2205: 0.00013197623013541814
Position 579: 0.00012678497108702295
Position 466: 0.00011970209960397246
Position 1827: 0.00011578514516124777
Position 2721: 0.00011516839807581166
Position 3022: 0.00011238251008546677
Position 897: 0.00011227182171523374
Position 1810: 0.00011187511753257602
Position 3043: 0.00011102813723960744
Position 1069: 0.00011092379756091906
Position 765: 0.00011048436695091138
Position 4336: 0.00010833543551489693
Position 1763: 0.00010377222018711758
Position 2066: 9.698707272743457e-05
Position 4502: 9.397907424500641e-05
Position 564: 9.310774446670451e-05
Position 2845: 9.142703905928972e-05
Position 1604: 8.738354481656986e-05
Position 3230: 8.720290983054674e-05
Position 1195: 8.509669808986812e-05
Position 2920: 8.502139783128897e-05
Position 2985: 8.254052068989691e-05
Position 4056: 8.065311437661856e-05
Position 753: 7.650229110472302e-05
Position 469: 6.875182209095683e-05
Position 3514: 6.843031854424585e-05
Position 2973: 6.635211961581553e-05
Position 4236: 6.375956495858643e-05
Position 2558: 6.345501254007206e-05
Position 1445: 5.975599803544584e-05
Position 290: 5.835404175733803e-05
Position 2570: 5.1936447923273476e-05
Position 3063: 5.1642598802596156e-05
Position 1333: 5.066591592662814e-05
Position 622: 4.508107662008793e-05
Position 1265: 4.4437079793274224e-05
Position 2620: 4.363009396183372e-05
Position 793: 4.201497646061876e-05
Position 1359: 3.7396440033794544e-05
Position 2038: 3.659834047853479e-05
Position 3199: 3.639002495959846e-05
Position 2889: 3.588912028925474e-05
Position 2035: 3.2838970102279696e-05
Position 4084: 3.245758227337218e-05
Position 3090: 3.133731465647409e-05
Position 923: 2.976122223463324e-05
Position 3830: 2.905240717601563e-05
Position 2215: 2.713363497583491e-05
Position 3771: 2.1867309052072968e-05
Position 4439: 2.135692963786953e-05
Position 4304: 1.8872710397897095e-05
Position 2061: 1.8721420651959353e-05
Position 106: 1.847253390281982e-05
Position 2137: 1.7884411917096607e-05
Position 2599: 1.779700237051662e-05
Position 2676: 1.6830250200818312e-05
Position 1042: 1.6830015785090167e-05
Position 2291: 1.6682466372441988e-05
Position 4222: 1.6413079941180642e-05
Position 3049: 1.4396843119329683e-05
Position 2949: 1.4388322875014185e-05
Position 2109: 1.4384275211687153e-05
Position 3673: 1.3616858493516754e-05
Position 749: 1.3421086792055894e-05
Position 1428: 1.3214480184137086e-05
Position 2023: 1.2619257064817894e-05
Position 3975: 1.2402569497311894e-05
Position 2916: 1.2101628361523384e-05
Position 4227: 1.1527763446246073e-05
Position 3781: 1.1444528610469347e-05
Position 1396: 1.052004135778895e-05
Position 4097: 1.0087116917266455e-05
Position 606: 9.74294463715632e-06
Position 4080: 9.556793909621939e-06
Position 1213: 9.300337711804059e-06
Position 3806: 8.015463522289186e-06
Position 3940: 7.283053035624694e-06
Position 3669: 7.220156536154757e-06
Position 3693: 6.657982212421273e-06
Position 1818: 6.597467135977054e-06
Position 909: 6.318280044376556e-06
Position 1283: 6.2798249222200464e-06
Position 4580: 5.931803903904458e-06
Position 269: 4.133116069997889e-06
Position 77: 3.130350106104534e-06
Position 583: 2.792818064549513e-06
Position 640: 2.737883141408015e-06
Position 599: 1.9373338040544992e-06
Position 2244: 1.8883733238909341e-06
Position 2128: 1.8118776855647952e-06
Position 769: 1.432456483283467e-06
Position 3850: 1.2125149144969796e-06
Position 3148: 8.523957628050952e-07
Position 2738: 7.671835292543226e-07
Position 2347: 7.671213634116642e-07
Position 3142: 6.061451720387621e-07
Position 317: 5.615361112356153e-07
Position 2709: 4.368133108162999e-07
Position 2644: 3.731139092640827e-07
Position 932: 3.387377873706747e-07
Position 2732: 3.0628289370642746e-07
Position 384: 2.744027085313818e-07
Position 335: 2.582222338365839e-07
Position 1842: 1.8166768914867177e-07
Position 2591: 1.7408554743099925e-07
Position 109: 1.666281005195685e-07
Position 2611: 1.572708246532965e-07
Position 1832: 1.435934417759511e-07
Position 293: 1.3692871193731393e-07
Position 3859: 1.176650566335091e-07
Position 3107: 1.1671118505825596e-07
Position 2682: 1.1065997739945577e-07
Position 102: 1.0087891135083417e-07
Position 2698: 8.172737035428489e-08
Position 2497: 7.581695446736032e-08
Position 2685: 6.704751265724652e-08
Position 2488: 5.5189411460360905e-08
Position 367: 5.076758861925765e-08
Position 2512: 4.3001599582684134e-08
Position 2603: 4.115792910566582e-08
Position 2750: 3.5210110228206417e-08
Position 123: 3.0036543262576094e-08
Position 362: 4.281073921345766e-09
Position 136: 3.5033882781368857e-09
Position 374: 1.7986634458555128e-09
Position 381: 1.007044825570167e-09
Position 372: 4.7763162828777764e-11
