Gene = Mul1
Position 1035: 2.0534468350683367e-05
Position 1014: 2.033999254124535e-05
Position 355: 1.9791309900127777e-05
Position 376: 1.596823972066738e-05
Position 49: 1.591465094624118e-05
Position 644: 1.3933301129684942e-05
Position 207: 1.3125299642439076e-05
Position 389: 1.1979143378134384e-05
Position 899: 1.0978589039567142e-05
Position 621: 1.0045685817846011e-05
Position 619: 6.312635399080758e-06
Position 717: 6.308413362681683e-06
Position 1778: 5.418905459274437e-06
Position 1200: 4.398457677539038e-06
Position 1704: 3.971350686627382e-06
Position 851: 3.966299967281261e-06
Position 1887: 3.672189369519884e-06
Position 548: 2.9481636122706835e-06
Position 1679: 2.9240744941858654e-06
Position 853: 2.141147995382163e-06
Position 286: 1.989132289602505e-06
Position 394: 1.9050064401620478e-06
Position 565: 1.6937918255327336e-06
Position 902: 1.4069501633399412e-06
Position 136: 1.382039553452263e-06
Position 526: 1.3390119891643155e-06
Position 535: 1.312095313016569e-06
Position 150: 1.1711987862252616e-06
Position 904: 1.0367716155999842e-06
Position 289: 8.25794180208826e-07
Position 44: 6.444206533856522e-07
Position 556: 3.5536709293092867e-07
Position 134: 9.303158793344387e-08
Position 38: 6.373114614123688e-08
Position 603: 5.7414847276523675e-08
Position 1734: 1.3501177691415447e-08
Position 1392: 5.912898549581619e-09
Position 1380: 6.244149816942366e-10
Position 929: 3.0267027662925364e-10
Position 111: 2.1760422869925164e-10
Position 99: 8.395683809105201e-11
Position 214: 2.5356555250206256e-11
Position 228: 1.1375328097528184e-11
Position 219: 3.82966997204112e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 888: 0.9947757769530422
Position 1363: 0.9778336306306975
Position 246: 0.9773082999155296
Position 1663: 0.014940765596180069
Position 648: 0.012039363675415526
Position 1244: 0.011715707640123706
Position 1660: 0.009236916477106701
Position 744: 0.007537565775838774
Position 1585: 0.006271260623269207
Position 1969: 0.005389929959665815
Position 1263: 0.0042297617277964475
Position 516: 0.002830510101876191
Position 1215: 0.0012690682162422408
Position 1813: 0.0008132797885108046
Position 1449: 0.0006850702773615127
Position 2010: 0.0006457634036563473
Position 895: 0.0006312371957661446
Position 1414: 0.0003847127964292762
Position 967: 0.00037367534583810226
Position 468: 0.00035251475413129317
Position 1825: 0.0003462991036122452
Position 970: 0.0003270096426120442
Position 402: 0.0002874670705489672
Position 1802: 0.00028487548003081623
Position 946: 0.00027616393792443365
Position 1268: 0.0001991119363361401
Position 909: 0.00012555380254011258
Position 1305: 0.00011457699472870398
Position 717: 0.00010452097218899541
Position 1669: 7.510497588830668e-05
Position 1252: 7.179608445996997e-05
Position 1726: 5.944312371698739e-05
Position 340: 5.8632455702106696e-05
Position 531: 5.320746107410789e-05
Position 1402: 3.900132217760742e-05
Position 1220: 3.4968619981198725e-05
Position 1790: 3.415454743987086e-05
Position 1944: 3.398059063383599e-05
Position 1794: 2.8835343978455837e-05
Position 1702: 2.784438546350064e-05
Position 214: 2.118199607061489e-05
Position 672: 2.109894293290232e-05
Position 383: 2.108298867843499e-05
Position 801: 1.9283700115431156e-05
Position 300: 1.6053763324422026e-05
Position 786: 1.4436978222362107e-05
Position 518: 1.3538421140674625e-05
Position 228: 1.3362693807831282e-05
Position 425: 1.1885815142744923e-05
Position 1834: 1.1826961145529771e-05
Position 274: 1.1472210922131731e-05
Position 756: 1.143796201401382e-05
Position 669: 9.732053289397061e-06
Position 492: 8.866907242399846e-06
Position 548: 7.148234950644533e-06
Position 680: 6.790580924161576e-06
Position 1987: 5.926397862845318e-06
Position 389: 3.9130823361739435e-06
Position 811: 2.7958414210045716e-06
Position 1902: 2.4926182329849796e-06
Position 504: 1.6567822429628318e-06
Position 411: 1.214514541373745e-06
Position 979: 6.012632807096214e-07
Position 973: 5.605213275816376e-07
Position 689: 3.939907169975546e-07
Position 685: 3.781377094444618e-07
Position 650: 2.471892314027687e-07
Position 1057: 2.274586129819892e-07
Position 312: 5.544463469772432e-09
Position 192: 7.421260765987817e-10
Position 294: 4.308770491016236e-10
Position 309: 4.8243792723168956e-11
Position 146: 4.5931644368438855e-11
Position 1093: 2.099241712876295e-11
Position 368: 1.3355113882926546e-11
Position 173: 7.603316447584776e-12
Position 161: 6.824573490845646e-12
Position 182: 2.9025257651038447e-12
Position 394: 1.7671845366579983e-12
Position 365: 2.3531565586326405e-13
