Gene = AGO2
Position 730: 0.00015332734276753078
Position 3172: 0.00015192882563813738
Position 3310: 0.00015051115880601997
Position 3103: 0.00014719589926602818
Position 6452: 0.00014550052208517063
Position 1230: 0.00013483583394462937
Position 2887: 0.0001326802760064482
Position 3082: 0.00011339637991739246
Position 30: 0.00010641838185500176
Position 3517: 9.278637631319929e-05
Position 3448: 9.143368363834152e-05
Position 3220: 7.817734664578526e-05
Position 2896: 7.781283240498231e-05
Position 5589: 7.45100384031281e-05
Position 3427: 7.340045063513577e-05
Position 849: 7.316354331293204e-05
Position 66: 7.141634519845464e-05
Position 3241: 6.853384456943036e-05
Position 114: 6.594937363349041e-05
Position 6398: 5.802737400793962e-05
Position 5276: 5.54539882066983e-05
Position 59: 5.250834599826174e-05
Position 6170: 4.93255914038011e-05
Position 5199: 4.877385051113855e-05
Position 6798: 4.082953661794749e-05
Position 3496: 2.404487677386226e-05
Position 4895: 2.3640870192621554e-05
Position 48: 2.1847448211665932e-05
Position 6558: 2.1776227426461265e-05
Position 534: 2.1493954053262935e-05
Position 6846: 1.1878368182554886e-05
Position 863: 1.1660761197433145e-05
Position 364: 1.0436895512060268e-05
Position 5981: 9.335656086806519e-06
Position 415: 6.219493978058e-06
Position 932: 4.990823014104612e-06
Position 854: 3.4544861772044414e-06
Position 4838: 2.5572187629408875e-06
Position 5008: 2.4903190166862623e-06
Position 4330: 2.3755022076320857e-06
Position 5047: 2.0196803196762217e-06
Position 5209: 2.000469427408089e-06
Position 6212: 1.7623154227437884e-06
Position 4375: 1.7358787942307942e-06
Position 6230: 1.5357738586179254e-06
Position 6215: 1.4147701729932065e-06
Position 6187: 1.2812545474634792e-06
Position 1054: 1.1138535576218438e-06
Position 4750: 1.0781012807528377e-06
Position 5496: 1.0063344827216284e-06
Position 5303: 9.601536061905256e-07
Position 4794: 8.054266736005941e-07
Position 558: 6.692517275627696e-07
Position 4639: 6.625438921022187e-07
Position 4379: 5.695930852918957e-07
Position 1483: 5.498297346557141e-07
Position 5281: 4.836847558749048e-07
Position 4398: 2.488323118949769e-07
Position 432: 1.2673870629148722e-07
Position 5244: 7.865315987609836e-08
Position 117: 7.00038785630755e-08
Position 585: 4.8624609880675195e-08
Position 6008: 4.831000945016036e-08
Position 5161: 4.641244809796747e-08
Position 5111: 3.6737152406776114e-08
Position 537: 3.653281217658268e-08
Position 5935: 1.8313788593313657e-08
Position 5894: 1.4326102139887594e-08
Position 5996: 1.4151893869945148e-08
Position 595: 4.348524457733521e-09
Position 427: 3.8979312827120096e-09
Position 556: 1.0459685057830844e-09
Position 669: 1.1314530035185878e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 4986: 0.999248168448265
Position 4136: 0.9866910359591952
Position 176: 0.9589492669437943
Position 6527: 0.6600319378529382
Position 6094: 0.6550967072795872
Position 2736: 0.5032685324547026
Position 5820: 0.4801612868825874
Position 6162: 0.3172736953455688
Position 4280: 0.26879262692343303
Position 5625: 0.10970165072887177
Position 5405: 0.09884102583549752
Position 3883: 0.0739601958242981
Position 6536: 0.0586089934145255
Position 5496: 0.05782647808364623
Position 4775: 0.05683482160197377
Position 4395: 0.0551791756519361
Position 2566: 0.05319530902966961
Position 4659: 0.03762464000535349
Position 5739: 0.035562409955981825
Position 3737: 0.03379557277936141
Position 2792: 0.032258805270958965
Position 3887: 0.027529360093504325
Position 2534: 0.027047916379171928
Position 4628: 0.026915348730083187
Position 4594: 0.016949272107673937
Position 1129: 0.014255811399921605
Position 2678: 0.014152068364163948
Position 6702: 0.013451548734637896
Position 178: 0.012731068030457728
Position 5601: 0.012444209347209065
Position 5214: 0.011988841962624728
Position 6813: 0.010590539167580197
Position 5362: 0.009936421995398959
Position 6112: 0.009259336404286073
Position 5637: 0.009007745448408185
Position 4111: 0.008900653726923337
Position 6062: 0.008855823468247597
Position 5526: 0.008756175695500863
Position 5658: 0.008237378591443275
Position 3665: 0.008082023695401463
Position 5523: 0.00805906056060758
Position 4498: 0.007084559760597028
Position 4718: 0.005634712419725969
Position 1336: 0.0045079479685726865
Position 5571: 0.004499434453559665
Position 1053: 0.004410026562879192
Position 509: 0.004211467618249593
Position 2942: 0.004102538627158283
Position 2743: 0.00398166696735203
Position 5328: 0.003493073505591874
Position 6323: 0.003472089141940414
Position 5192: 0.0029330235764191475
Position 1511: 0.002867699827260943
Position 3701: 0.0028499108065117274
Position 4308: 0.0027997530540461012
Position 1317: 0.0026570446877271186
Position 2750: 0.0026417477913105044
Position 2766: 0.002580360274432663
Position 5367: 0.0024622067154340095
Position 2085: 0.0023694800061041126
Position 6349: 0.0023202812067795535
Position 6055: 0.0022550167536096013
Position 6871: 0.0021077428179222565
Position 5501: 0.002077326934950024
Position 848: 0.001960716751736028
Position 1532: 0.0018665523929124576
Position 4559: 0.0018594550191096382
Position 2606: 0.0018334801688282135
Position 4721: 0.0018257338683193192
Position 686: 0.0017154271673873501
Position 5568: 0.001694799931278574
Position 1368: 0.0013641698248030962
Position 3563: 0.0013222840673990234
Position 2630: 0.0012527233381932723
Position 1633: 0.0012411884137001831
Position 5198: 0.0011390248590961746
Position 3494: 0.0010229554484076644
Position 6136: 0.0009358296533435297
Position 2761: 0.0008831850064373488
Position 6909: 0.0008082779348922965
Position 3287: 0.00077192380007656
Position 1390: 0.0007574250054611595
Position 6744: 0.0006874242807366145
Position 5088: 0.0006145337115519254
Position 3218: 0.0004999314098776286
Position 5429: 0.0004650931694953101
Position 3149: 0.00046231028658748693
Position 6352: 0.00043760467576076133
Position 5691: 0.0003995747691228306
Position 5259: 0.0003784706218180816
Position 6187: 0.00032343485920384815
Position 184: 0.00032176078632321404
Position 4670: 0.0002992161729445497
Position 5462: 0.0002978303688741445
Position 4992: 0.00024128217238248928
Position 5196: 0.00023076129463551172
Position 5529: 0.00022561120153076497
Position 1592: 0.00019238804514507194
Position 4326: 0.0001760478968400906
Position 5244: 0.00015996699459905873
Position 5457: 0.00014695011417053953
Position 5710: 0.00013686620501029306
Position 675: 0.0001330441903624042
Position 756: 0.00013080489555786906
Position 1483: 0.00013028104139292858
Position 5745: 0.0001254371242908222
Position 129: 0.00011562172578956954
Position 1342: 0.00011266792716472024
Position 5664: 0.00010211377120881681
Position 542: 6.839347679189424e-05
Position 4366: 6.67899136435209e-05
Position 2002: 6.62006501933143e-05
Position 4143: 5.4788592960840346e-05
Position 5589: 5.24699229765544e-05
Position 6853: 4.239801231029081e-05
Position 4942: 3.8988145183878374e-05
Position 191: 3.6942319539713936e-05
Position 188: 3.653679738860831e-05
Position 4073: 3.317673029900057e-05
Position 863: 2.9584801169839167e-05
Position 572: 1.9831804555157875e-05
Position 253: 1.9190094535830936e-05
Position 196: 9.851870987184536e-06
Position 217: 8.726692890246312e-06
Position 4794: 5.217492163950658e-06
Position 5111: 3.1022087510544915e-06
Position 801: 1.816913187520495e-06
Position 5032: 1.6581645285777429e-06
Position 5025: 1.3098065353717867e-06
Position 226: 9.709633928405244e-07
Position 87: 5.427777946051776e-07
Position 209: 5.171189290690379e-07
Position 229: 2.83406522730959e-07
Position 5007: 2.762818740303809e-07
Position 265: 1.8916455238175886e-07
Position 139: 7.062557111586834e-08
Position 268: 4.573672867342498e-08
Position 286: 4.307713947265142e-08
Position 110: 3.7976098681668485e-08
Position 283: 2.984663607454544e-08
Position 223: 2.937061832429984e-08
Position 304: 2.2607286548707093e-08
Position 301: 1.1371332310008098e-08
Position 595: 7.690938686268623e-09
Position 106: 3.3216398068715052e-09
Position 5055: 2.1310389036824304e-09
Position 5061: 1.7384925409298137e-09
Position 325: 1.4740401662810141e-09
Position 201: 1.32275910623923e-09
Position 322: 9.78498772329648e-10
Position 319: 8.390115040790375e-10
Position 346: 7.205924555612775e-10
Position 235: 3.4538040502577143e-10
Position 389: 1.987367135727309e-10
Position 400: 3.5078891575730956e-13
Position 114: 1.2779222259059756e-13
Position 360: 2.5595011063464887e-14
