Gene = serp
Position 4222: 0.0003448540670136076
Position 3380: 0.0003424409343507374
Position 2326: 0.00033501610610597507
Position 490: 0.0003075811176046826
Position 4277: 0.00030669923056875936
Position 3279: 0.0003066739577909025
Position 2535: 0.0002993975362919582
Position 5794: 0.0002967432541997935
Position 6016: 0.0002588549265186461
Position 910: 0.0002521240618702031
Position 3244: 0.00024868506695001086
Position 2695: 0.0002466536351111178
Position 3004: 0.00023752187097559227
Position 5443: 0.00023107765044990902
Position 1244: 0.00022282332591755654
Position 878: 0.00019562529934926646
Position 1655: 0.00017218615381787527
Position 5767: 0.00016727873754411964
Position 4069: 0.00016048665367992648
Position 4566: 0.00014600477411021832
Position 782: 0.00014144424850727198
Position 254: 0.00012854961870510407
Position 4087: 0.00012613198895469307
Position 2850: 0.00011605049281140995
Position 507: 0.00011478395767715745
Position 5343: 9.569027160543595e-05
Position 4097: 9.312504202677365e-05
Position 3837: 8.981990766526137e-05
Position 982: 8.81558970465709e-05
Position 1834: 7.467118936549978e-05
Position 5236: 7.355249841903119e-05
Position 2608: 6.453131390876814e-05
Position 1395: 6.340065898241595e-05
Position 366: 6.302631895476427e-05
Position 698: 6.0521019892988677e-05
Position 5791: 5.290226271050932e-05
Position 6991: 5.2309659516150605e-05
Position 3789: 5.010232409943891e-05
Position 540: 4.8717865141606156e-05
Position 3607: 4.619199620555323e-05
Position 2316: 4.607047290797165e-05
Position 4545: 3.711760932961126e-05
Position 478: 3.183494477591645e-05
Position 7028: 3.057846901788575e-05
Position 3028: 2.8953220698834708e-05
Position 830: 2.7878728939138888e-05
Position 1506: 2.2871100072716405e-05
Position 733: 2.1417693788197802e-05
Position 3497: 2.1008189001234865e-05
Position 3494: 2.0455103827873338e-05
Position 687: 1.850180136305238e-05
Position 1436: 1.6497131833803522e-05
Position 3628: 1.627794509838544e-05
Position 851: 1.6136614542729665e-05
Position 393: 1.5238931167411206e-05
Position 332: 1.2159482056533044e-05
Position 4228: 1.0831250576017835e-05
Position 749: 1.0721325651149443e-05
Position 746: 1.0572523413248617e-05
Position 1018: 1.0267787032597974e-05
Position 3848: 9.79954271462913e-06
Position 1966: 8.115691965147502e-06
Position 463: 6.976316185726964e-06
Position 409: 6.876689725631193e-06
Position 2004: 6.723256965325297e-06
Position 2560: 5.9530137148321455e-06
Position 2885: 4.311217857218358e-06
Position 426: 4.0084915006581886e-06
Position 2710: 3.94968137208029e-06
Position 3691: 3.717068222340823e-06
Position 1463: 2.7258619304574e-06
Position 1358: 2.3134310423405084e-06
Position 2250: 2.1874259687944794e-06
Position 1369: 1.1735086389728538e-06
Position 2294: 1.1261297211942274e-06
Position 2025: 1.0829748059426196e-06
Position 2403: 9.513307650759835e-07
Position 1160: 8.685272385218714e-07
Position 2307: 8.458093406186519e-07
Position 3076: 5.907220435013828e-07
Position 765: 5.395841700363832e-07
Position 776: 4.47320211455862e-07
Position 1874: 2.0851003582473634e-07
Position 1850: 2.0044641758209144e-07
Position 2297: 1.8685117441655593e-07
Position 2106: 1.8152520542659333e-07
Position 403: 9.48824121634154e-08
Position 373: 8.367970997502326e-08
Position 3484: 7.683698110795734e-08
Position 2073: 7.145046726203448e-08
Position 595: 6.871884212972041e-08
Position 2284: 6.67777045127204e-08
Position 299: 6.400595307847625e-08
Position 345: 5.717538749311581e-08
Position 600: 4.332901051520009e-08
Position 232: 4.197437843564294e-08
Position 2614: 3.891801698518007e-08
Position 72: 3.3055840089701435e-08
Position 2052: 3.0315201095018844e-08
Position 103: 2.7004298146872536e-08
Position 91: 2.6405326865964652e-08
Position 2058: 2.5571610861526356e-08
Position 2578: 1.8381694598505676e-08
Position 2563: 1.729253856708916e-08
Position 2037: 1.7174992606180056e-08
Position 229: 1.6624121771540212e-08
Position 2028: 1.5257722380785135e-08
Position 2172: 3.6018206524269443e-09
Position 107: 2.280434770781396e-09
Position 2046: 1.0904898838213425e-09
Position 139: 1.0096880743343155e-09
Position 111: 8.397924340858318e-10
Position 296: 6.061180751597151e-10
Position 2061: 3.898445147077069e-10
Position 74: 3.4051820050130544e-10
Position 188: 3.3945926443334733e-10
Position 414: 2.7968229561784353e-10
Position 334: 2.4321183501158496e-10
Position 384: 1.0695720969023593e-10
Position 160: 9.328454963237986e-11
Position 2169: 8.678283832667012e-11
Position 167: 1.660968827034321e-11
Position 119: 1.6251375365626084e-11
Position 115: 1.3912492951728746e-11
Position 147: 1.3700224775258258e-11
Position 265: 1.6387497993333664e-17
Position 198: 1.2888953667145315e-17
Position 127: 1.1051223257263501e-17
Position 267: 5.538589274762676e-18
Position 124: 1.3625745105149049e-18
Position 336: 1.0903413272819985e-18
