Gene = Hip14
Sorted 3' Splice Sites (High to Low Probability):
Position 1892: 0.9990591766919373
Position 1149: 0.974252340268823
Position 2226: 0.9729230701174179
Position 1013: 0.15181504033300935
Position 2408: 0.13917518480620744
Position 2982: 0.05485238262848145
Position 3016: 0.03204870097332669
Position 3609: 0.0250328903484169
Position 3818: 0.01204629330190444
Position 1037: 0.007752362519428856
Position 2819: 0.005045485144230025
Position 1446: 0.004976837577278866
Position 4165: 0.004780197719137244
Position 1383: 0.004542179091622453
Position 3648: 0.004308377930395562
Position 2450: 0.003945750928996219
Position 3179: 0.003805396962372889
Position 3098: 0.003798008956340644
Position 2836: 0.003415210330639532
Position 3125: 0.0033696190358119445
Position 3110: 0.0033320835937661565
Position 1603: 0.003299325561686025
Position 113: 0.0031867237636389483
Position 3164: 0.00229936582910658
Position 3314: 0.0022110147223904112
Position 2697: 0.0021751752803577298
Position 1422: 0.0020951012934068767
Position 116: 0.0018540982551467412
Position 3945: 0.0017077123410141005
Position 2414: 0.001645936468793558
Position 3051: 0.0015609184017919327
Position 3639: 0.0014233871592147173
Position 660: 0.001315139287157596
Position 2345: 0.0013068928240180123
Position 2071: 0.0012562890305801077
Position 2840: 0.0012015736412222021
Position 2013: 0.0011608234703798066
Position 884: 0.0009261743567417006
Position 1168: 0.0009021812084126778
Position 1348: 0.0009004757127583371
Position 869: 0.0006397213368058063
Position 754: 0.0005832868296199133
Position 1375: 0.0005461303387151111
Position 850: 0.0004670465599232693
Position 3293: 0.00046526335749278965
Position 2336: 0.0004650108804594562
Position 3212: 0.000355867836517929
Position 1078: 0.00027623123687670406
Position 2476: 0.0002622179239975586
Position 89: 0.00023072816872685253
Position 1404: 0.00022904316473295374
Position 1083: 0.000223851113166393
Position 2495: 0.00020663058326678247
Position 3205: 0.00020613176416625623
Position 1554: 0.0001838651431328088
Position 1662: 0.00018364552466927075
Position 409: 0.00017846303225201246
Position 3517: 0.00016963716940411412
Position 291: 0.00016611879838355177
Position 1290: 0.0001655402264999
Position 797: 0.00015702633457121302
Position 688: 0.00015570161194990783
Position 2843: 0.00014701442346428604
Position 1770: 0.00014053575402297517
Position 1356: 0.00011995720624542606
Position 1059: 0.00010081041945201157
Position 1808: 9.657806306532757e-05
Position 1643: 8.935760219499904e-05
Position 2197: 8.067620409970121e-05
Position 541: 7.737012630306584e-05
Position 2471: 7.041809262762365e-05
Position 607: 6.971571564015071e-05
Position 1469: 6.462177143605535e-05
Position 98: 4.5352172090118504e-05
Position 550: 4.3095577743392223e-05
Position 2063: 4.257832175679428e-05
Position 330: 3.0482654432329804e-05
Position 67: 3.0174349902356827e-05
Position 1913: 2.5157269588152793e-05
Position 362: 2.346612858101553e-05
Position 1985: 2.2528649399372613e-05
Position 134: 2.0563470570363074e-05
Position 335: 1.803242334449244e-05
Position 1117: 1.751309146668194e-05
Position 1402: 1.4032157175499189e-05
Position 1296: 1.100342436221106e-05
Position 140: 1.0705654487464614e-05
Position 451: 6.7563525812671415e-06
Position 910: 6.5798103284528605e-06
Position 685: 5.501681687137598e-06
Position 382: 3.601895794038072e-06
Position 889: 3.395101507688656e-06
Position 159: 2.5803712289373615e-06
Position 522: 1.6898442877830262e-06
Position 615: 1.670365054695698e-06
Position 1102: 1.3702328296189634e-06
Position 448: 8.99925174608658e-07
Position 1815: 8.971294383832741e-07
Position 569: 8.712984598031566e-07
Position 515: 8.220683616695581e-07
Position 2177: 7.237003942325253e-07
Position 2425: 6.709287996291139e-07
Position 2017: 3.30967827272771e-07
Position 156: 3.3034963219229403e-07
Position 369: 2.961351538470781e-07
Position 577: 2.2115955849741066e-07
Position 397: 1.452134742320336e-07
Position 2138: 1.0906526848532571e-07
Position 2501: 1.0541639249171416e-07
Position 2549: 6.059319463838733e-08
Position 1192: 1.3391970369655283e-08
Position 2564: 9.23171767079675e-09
Position 1099: 2.5897362902406488e-09
Position 142: 1.5783753449803992e-12
Position 294: 9.052894670819911e-13
Position 127: 1.2175267262466147e-13
Position 152: 1.3871136177735072e-14
