Gene = Bdp1
Position 1686: 1.1940973108847169e-08
Position 189: 1.109283918230216e-08
Position 228: 7.177513299360064e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1253: 0.9689935857923964
Position 1636: 0.9586056202621034
Position 1468: 0.15272815709227172
Position 960: 0.08662221208442851
Position 1651: 0.026149250839974957
Position 879: 0.023768698291923643
Position 2129: 0.017943746154238407
Position 1483: 0.015328229254953796
Position 1654: 0.006112674510014836
Position 2426: 0.005755948958795551
Position 731: 0.005478060453918703
Position 1068: 0.004938887741147337
Position 2453: 0.004062720104439558
Position 1060: 0.0038087608902621045
Position 1012: 0.0031572816049140135
Position 118: 0.003036827308058994
Position 471: 0.0029278089650029222
Position 2255: 0.0016760243155711728
Position 2442: 0.0014156712966608535
Position 2135: 0.0014056024654415665
Position 784: 0.001317402695249927
Position 906: 0.0011126347079745452
Position 894: 0.001067114594920163
Position 2081: 0.001021806554557661
Position 503: 0.0009614474890867337
Position 936: 0.0009387569962289072
Position 1329: 0.000923687452460314
Position 1920: 0.0008247096254847148
Position 2052: 0.0007179426550538127
Position 1997: 0.0005393089896900972
Position 1282: 0.0005041180883958148
Position 1438: 0.00048170765480804795
Position 609: 0.0004665370792217716
Position 1074: 0.00041102516731693264
Position 1888: 0.00038778133893447014
Position 2098: 0.00036321027731617413
Position 675: 0.00032113894638205747
Position 2102: 0.00030859630332959355
Position 1451: 0.0002833136620787787
Position 1847: 0.00023127694613842112
Position 1646: 0.00019168753225356233
Position 2411: 0.00017801518361907617
Position 678: 0.00016635218264513533
Position 2374: 0.00014932657103328207
Position 474: 0.00014087719401464273
Position 1841: 0.0001405850468302022
Position 787: 0.00014015004633156285
Position 2061: 0.00010304709160390506
Position 2083: 9.039006186272419e-05
Position 1752: 8.665019120827846e-05
Position 681: 7.705815845843154e-05
Position 1885: 7.306582461033925e-05
Position 507: 7.013038940587667e-05
Position 1671: 6.458574697383009e-05
Position 2257: 5.460141083281286e-05
Position 1708: 5.3679442595633265e-05
Position 1035: 4.9108064171111064e-05
Position 1039: 3.893864496760773e-05
Position 1834: 3.361388485561064e-05
Position 390: 3.354178921798479e-05
Position 1948: 2.2330761913122825e-05
Position 1492: 2.1135719648827692e-05
Position 2222: 1.891756684055338e-05
Position 1256: 1.8039402368636102e-05
Position 2339: 1.5874592842059475e-05
Position 1726: 1.4740152084175805e-05
Position 1206: 1.1937106643099632e-05
Position 1860: 9.806318649162665e-06
Position 1336: 9.512042816975847e-06
Position 2413: 8.338617529143574e-06
Position 552: 3.866208300206887e-06
Position 563: 1.2284128052063003e-06
Position 587: 1.1915019606191485e-06
Position 459: 6.34226557776408e-07
Position 254: 4.719697509310756e-07
Position 246: 3.3496180183400404e-07
Position 837: 3.041691526610592e-07
Position 522: 7.804554461013407e-08
Position 1659: 6.846715947039507e-08
Position 63: 6.266422342557622e-08
Position 597: 4.098852554953411e-09
Position 1663: 1.8954345806581563e-09
Position 401: 1.6786851072413657e-09
Position 163: 4.558886028577541e-10
Position 367: 3.2916259509472946e-10
Position 1597: 2.0551716093476398e-10
Position 213: 1.3785160675988844e-10
Position 204: 1.1537740199088528e-10
Position 166: 1.1183138021515961e-10
Position 185: 9.778070906536207e-11
Position 414: 8.594210747664732e-11
