Gene = CYP3A7-CYP3A51P
Position 26032: 3.709514337120761e-05
Position 803: 2.398806799059553e-05
Position 3: 2.1986373635157596e-05
Position 547: 2.0524255529425394e-05
Position 2187: 1.1469002555263179e-05
Position 1347: 8.040904000882553e-06
Position 1374: 7.185731719650388e-06
Position 30441: 3.8217511746741905e-06
Position 126: 3.4184641246577413e-06
Position 257: 2.7786837578497024e-06
Position 29787: 2.7622244778866717e-06
Position 18300: 9.847595186757264e-07
Position 622: 9.460892577200869e-07
Position 24382: 9.306934529755624e-07
Position 29744: 7.910953315203701e-07
Position 109: 6.406703797911703e-07
Position 18244: 6.399106510572952e-07
Position 399: 4.253647466244509e-07
Position 668: 3.744043801815557e-07
Position 512: 2.651418748935973e-07
Position 177: 1.572591270986052e-07
Position 6: 1.373758902997053e-07
Position 18274: 6.297802439908647e-08
Position 340: 1.5612646340119868e-08
Position 193: 1.2739528064493053e-08
Position 358: 1.0390001105790116e-08
Position 405: 6.174624069586674e-09
Position 523: 2.7882450983843573e-09
Position 33: 4.576442580517412e-10
Position 156: 3.143829210180155e-13
Position 190: 7.699317815725628e-14
Position 330: 3.7294332856085487e-14
Position 206: 4.0363535946924086e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 29506: 0.9963215335732346
Position 24209: 0.995722643411849
Position 14689: 0.9882541110360781
Position 17462: 0.9383317260781148
Position 25840: 0.8710496929953458
Position 17836: 0.8609232895559003
Position 21566: 0.8572592419567899
Position 12753: 0.8300121312711309
Position 3949: 0.7326859159778252
Position 49866: 0.5857724643993231
Position 50134: 0.5857724643993231
Position 27127: 0.5059651625600002
Position 4497: 0.37106209835265014
Position 4222: 0.30151432022931546
Position 166: 0.2167924836257409
Position 29260: 0.2119973674371013
Position 5850: 0.18425080476227554
Position 18019: 0.1602303369661132
Position 19195: 0.15613589976971762
Position 4615: 0.13977393098793706
Position 24934: 0.10826446452855795
Position 20419: 0.10582554394688244
Position 4455: 0.09832251537190569
Position 34192: 0.07862978355248437
Position 23339: 0.07380491518581526
Position 36007: 0.07054575575917747
Position 18944: 0.06430469671226176
Position 35222: 0.06411454844101845
Position 9272: 0.06172769668227556
Position 26523: 0.05754056769171918
Position 4155: 0.05292551385313882
Position 26466: 0.05276137391683173
Position 24704: 0.05276052953355668
Position 24800: 0.04786471410125497
Position 25985: 0.044698646618696256
Position 35649: 0.044516314342300134
Position 22681: 0.04441442087403374
Position 21219: 0.040732444579988314
Position 3870: 0.039676559920176664
Position 17505: 0.03866237268024385
Position 34850: 0.03705249983055924
Position 27655: 0.03515367326772977
Position 26185: 0.03433918370190969
Position 17766: 0.03383614966623336
Position 37557: 0.03302646310549102
Position 23919: 0.0322358303667165
Position 4693: 0.028020853442515675
Position 27080: 0.02679846021553398
Position 23945: 0.02674473929596292
Position 40489: 0.02614452889258634
Position 29020: 0.025478962746590127
Position 29851: 0.02541036415344151
Position 14866: 0.02438244991414228
Position 5703: 0.02244613220947192
Position 18135: 0.022379469339250675
Position 2256: 0.021163173140061598
Position 8229: 0.02032975554408908
Position 21195: 0.02029571266436741
Position 20904: 0.02006616301202918
Position 26457: 0.019452506125135896
Position 24682: 0.018166115798944435
Position 29682: 0.017528830256557295
Position 26234: 0.01747515111664908
Position 20240: 0.016909513348984585
Position 36299: 0.015576116947994944
Position 717: 0.015430999140263564
Position 33751: 0.015123117357738358
Position 2767: 0.014066535967796652
Position 19213: 0.0134420043164411
Position 30886: 0.013292452585010984
Position 1278: 0.013291290039910222
Position 18857: 0.012937765559195272
Position 567: 0.012913191089698838
Position 26572: 0.01136763011787167
Position 16486: 0.011264469550548073
Position 5534: 0.011248767103523911
Position 38537: 0.010179763349607705
Position 26136: 0.010051092116358542
Position 33699: 0.009685622959610642
Position 26416: 0.009152124774536786
Position 20256: 0.009058234577816814
Position 23361: 0.008984117722287445
Position 20452: 0.008796404795804015
Position 20013: 0.007571101371512864
Position 23876: 0.007570560333160006
Position 922: 0.0075243579661168035
Position 22030: 0.0074525668539898796
Position 18999: 0.007428184680001265
Position 34910: 0.007303366780873498
Position 17212: 0.007211427891151118
Position 28559: 0.007078937728108496
Position 17857: 0.006689056920125605
Position 17434: 0.006605020112020018
Position 2801: 0.006139709107107581
Position 2112: 0.006114825624728749
Position 215: 0.0057044534428689
Position 853: 0.005534153677337128
Position 24761: 0.005521936759861919
Position 18071: 0.005455321590112548
Position 31665: 0.00509681673260981
Position 25004: 0.005084479254270656
Position 16437: 0.0050286501910849594
Position 20188: 0.004966879849426905
Position 2173: 0.004833791727716797
Position 27819: 0.004809597652599387
Position 2088: 0.004451985243011027
Position 37755: 0.004117901839048936
Position 17475: 0.004074076079210014
Position 17715: 0.003979897337958062
Position 34934: 0.0037196399812197095
Position 14889: 0.003656612144529588
Position 723: 0.003596891641801247
Position 610: 0.003594833979473679
Position 40274: 0.003551951487001921
Position 4342: 0.0033964220500352312
Position 29634: 0.003316296694774344
Position 18822: 0.0031349112055817745
Position 38101: 0.0031178597411795667
Position 27845: 0.003051852581820986
Position 4043: 0.0029285852743207996
Position 1372: 0.0028480643111113042
Position 3572: 0.0026711040649147018
Position 2131: 0.00257161709031025
Position 18752: 0.0024526687426507194
Position 20221: 0.002415422774938034
Position 1177: 0.002150047207462135
Position 33457: 0.002098163966650584
Position 29872: 0.0020471676928214963
Position 24494: 0.001928355579252623
Position 32358: 0.0019270486944209107
Position 1260: 0.0018048128803777584
Position 21587: 0.0017764078072210095
Position 19891: 0.0017539008601968444
Position 4127: 0.001609999878934135
Position 18719: 0.0015148185132915315
Position 1217: 0.0014206941631618446
Position 1414: 0.0013644543584947475
Position 1257: 0.0013556916820031332
Position 19806: 0.001338261300091916
Position 18414: 0.0013316840506589875
Position 33072: 0.0012330351024562043
Position 20969: 0.0012295850229297877
Position 16233: 0.0012109997212534588
Position 18908: 0.0012005050507564725
Position 3663: 0.001196339712628109
Position 24902: 0.0011716012882205867
Position 18862: 0.001089517756659166
Position 31692: 0.000994097134947141
Position 1131: 0.0009824381399658139
Position 30091: 0.0009426358442032941
Position 24443: 0.0009334235060555626
Position 749: 0.0009039662140162943
Position 23335: 0.0008080183178687185
Position 1531: 0.0007661791569485949
Position 20342: 0.0007570344737087883
Position 32577: 0.0007277331522572291
Position 32671: 0.0007105699785887282
Position 31441: 0.0006493329891113842
Position 30009: 0.0006392170385747888
Position 3705: 0.0006379219693946459
Position 2599: 0.0005756810518654592
Position 34103: 0.000557168835813368
Position 4161: 0.0005407315910416422
Position 25870: 0.0005231771361482433
Position 30304: 0.0005137983952726704
Position 29697: 0.00045171215636262635
Position 1462: 0.0004172365633888974
Position 182: 0.0003851328663390472
Position 675: 0.0003084203633656095
Position 29657: 0.0003068359744397463
Position 18633: 0.0003046394207354575
Position 2176: 0.0002885297677130703
Position 29773: 0.0002826874192358047
Position 24804: 0.0002633765830832057
Position 31093: 0.00026291828347389833
Position 30217: 0.0002628552011755376
Position 173: 0.0002568085034158817
Position 24331: 0.0001516248307267274
Position 24547: 0.00014958361305443695
Position 18203: 0.0001393727827901697
Position 29546: 0.0001179659065356529
Position 19140: 9.939612859992824e-05
Position 25762: 6.514795445257014e-05
Position 26239: 6.40563340007593e-05
Position 29566: 5.727215379220354e-05
Position 17671: 4.139843518905169e-05
Position 29795: 3.861419994318285e-05
Position 24571: 3.719439296127879e-05
Position 18959: 3.578863531380369e-05
Position 17926: 2.354202676486488e-05
Position 18026: 1.838741710151214e-05
Position 26830: 1.1661023899265839e-05
Position 18137: 1.1488884899504779e-05
Position 688: 1.053230683351213e-05
Position 17700: 8.747576948072787e-06
Position 26893: 7.070888973031571e-06
Position 17990: 6.2414902393732994e-06
Position 768: 5.633053545552096e-06
Position 1016: 4.912184364337479e-06
Position 890: 4.454491568060942e-06
Position 26914: 3.59733367563859e-06
Position 773: 3.308881639825872e-06
Position 235: 3.20920799691919e-06
Position 1020: 2.904408268557646e-06
Position 2380: 2.903513306830195e-06
Position 2454: 2.856705294602694e-06
Position 1036: 2.607860230709426e-06
Position 811: 1.941351271630871e-06
Position 1284: 1.7801710904997512e-06
Position 17975: 2.832734860731811e-07
Position 370: 2.1470061977893476e-07
Position 317: 1.7777832216583473e-07
Position 657: 1.5027080182503087e-07
Position 617: 1.2054238860220032e-07
Position 544: 1.2044445126352258e-07
Position 861: 1.1227711821477558e-07
Position 434: 8.736480899229838e-08
Position 398: 7.120160005358956e-08
Position 1973: 5.4311954623208636e-08
Position 343: 5.333045598125556e-08
Position 349: 4.975200175022738e-08
Position 506: 3.4698764903817496e-08
Position 753: 3.345612559715048e-08
Position 577: 3.317387459136819e-08
Position 18679: 2.822740068295177e-08
Position 392: 1.3865980388175175e-08
Position 620: 1.078811125683388e-08
Position 330: 1.066012366103197e-08
Position 633: 1.0319929591746281e-08
Position 512: 8.470756569759194e-09
Position 446: 8.216592769683838e-09
Position 232: 6.989351514370816e-09
Position 254: 5.67122521740207e-09
Position 366: 4.454070895718471e-09
Position 136: 1.271491246972961e-09
Position 373: 8.716450434566922e-10
Position 249: 5.965182664610123e-10
Position 405: 4.565561133022054e-10
Position 263: 2.2107652974514054e-10
Position 476: 5.0348870973274564e-11
Position 95: 1.867579883448184e-11
