Gene = PRPF38A
Position 8223: 0.0005152376275416767
Position 10137: 0.000497856114049651
Position 6599: 0.00047364470755254326
Position 10655: 0.0004012527315469669
Position 8258: 0.000369009423787438
Position 8252: 0.0003159050008417899
Position 4258: 0.00023667335884208502
Position 4136: 0.00021485037232963042
Position 653: 0.00019944626013742355
Position 10433: 0.0001823421063978965
Position 6650: 0.00015371352910412814
Position 4349: 0.00011828674964551043
Position 66: 8.477861708827246e-05
Position 10288: 8.118991738789988e-05
Position 6903: 8.068818822896799e-05
Position 1024: 6.631512569828618e-05
Position 11888: 5.5156578682552565e-05
Position 481: 4.3501792344591145e-05
Position 7247: 4.113069321674848e-05
Position 706: 3.825459255668378e-05
Position 959: 3.32987881348781e-05
Position 48: 3.126829891635763e-05
Position 278: 3.018471127533461e-05
Position 11981: 2.4784753890150507e-05
Position 10911: 2.291943473791818e-05
Position 10342: 2.1804682476362756e-05
Position 10574: 2.0793729479205342e-05
Position 712: 1.8687434286713324e-05
Position 196: 1.80275338904323e-05
Position 78: 1.4194620459743281e-05
Position 1787: 1.1820678222850777e-05
Position 1862: 1.1169908756415323e-05
Position 1144: 9.841771847813661e-06
Position 10543: 8.77375972070358e-06
Position 10305: 8.707043337435308e-06
Position 7000: 7.563447397231943e-06
Position 2014: 5.3745021581885186e-06
Position 83: 5.140459002882877e-06
Position 2041: 5.103437103086005e-06
Position 4143: 2.7586174149886776e-06
Position 299: 2.731940655369494e-06
Position 588: 2.400453326263963e-06
Position 246: 2.1652199738411837e-06
Position 201: 1.5340133983499692e-06
Position 11158: 1.239545943702525e-06
Position 476: 1.1912950840912327e-06
Position 407: 1.0408345001674729e-06
Position 1308: 5.5303452230928e-07
Position 533: 4.468686515106729e-07
Position 10970: 3.8214613898116044e-07
Position 1730: 3.25416247567339e-07
Position 1247: 2.5501127848710407e-07
Position 547: 1.9120388077397904e-07
Position 427: 1.8928495532563704e-07
Position 353: 1.749386654875226e-07
Position 538: 1.7392714470879562e-07
Position 741: 7.878903621254336e-08
Position 9416: 1.2972559905825965e-08
Position 4068: 3.215698569635338e-09
Position 320: 2.595147255579107e-09
Position 10740: 2.0443181681501162e-10
Position 462: 1.6766519806615443e-11
Position 540: 1.4944862127416744e-11
Position 451: 1.1746651169853335e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 9314: 0.9603736321683253
Position 7949: 0.946259822003488
Position 4004: 0.9332344026805492
Position 10773: 0.9168161399003616
Position 1115: 0.8626601360868797
Position 10197: 0.8337556994719936
Position 6889: 0.49339912578931433
Position 6520: 0.49214236949930296
Position 6550: 0.4391012967839531
Position 10056: 0.4287042778921236
Position 4570: 0.3364953085634856
Position 12083: 0.2759824946684456
Position 7671: 0.24608706249480572
Position 9757: 0.18791191958756812
Position 10218: 0.13705767056912993
Position 695: 0.13138513190741982
Position 10636: 0.10420029051259651
Position 12468: 0.08809887686862518
Position 11109: 0.08086131734762853
Position 13991: 0.0649035895461571
Position 14073: 0.059709378291435744
Position 14515: 0.052584407520409916
Position 1213: 0.04725099317787168
Position 4498: 0.04596981732374
Position 7334: 0.045960980669612975
Position 635: 0.045141357975751924
Position 15962: 0.044012151444410626
Position 10016: 0.04301184790548853
Position 9760: 0.04169779664650209
Position 11299: 0.04018271397753338
Position 4543: 0.037241804582168414
Position 16265: 0.03658953700432243
Position 5295: 0.035839525084073356
Position 14356: 0.03312196481196229
Position 4257: 0.030807618884904284
Position 7465: 0.027791556229164748
Position 11765: 0.02518877747628529
Position 3887: 0.021907981990128313
Position 10167: 0.020892054075503753
Position 10399: 0.020670774852213976
Position 11030: 0.02027558099893911
Position 3848: 0.02023480357115402
Position 13433: 0.019307826305078313
Position 2256: 0.018559637837057656
Position 13762: 0.017792339896638885
Position 4349: 0.016927544589371252
Position 10915: 0.01571568440576711
Position 9617: 0.014495981964710698
Position 13466: 0.014343903283261154
Position 14902: 0.013071814800947351
Position 10556: 0.012728023376928962
Position 5330: 0.011857299653362848
Position 7163: 0.011360692187108177
Position 6894: 0.01125678708498692
Position 1069: 0.010462952459926948
Position 7582: 0.010437703840299167
Position 571: 0.010349244014244178
Position 14112: 0.010047531505772794
Position 9872: 0.009688782245621246
Position 2053: 0.009022489315188268
Position 4413: 0.008566005138698648
Position 11003: 0.008561503360239031
Position 11323: 0.008476771329042123
Position 12271: 0.00835750989307615
Position 1033: 0.008215100141198212
Position 3801: 0.007830382527534633
Position 4454: 0.007806463418711787
Position 12582: 0.007802960616274232
Position 9183: 0.007588499073336813
Position 3602: 0.007537402027537488
Position 8132: 0.007356229417461403
Position 1781: 0.007169761546496283
Position 12585: 0.007040145707812187
Position 14543: 0.006858802540481244
Position 14905: 0.005793334615675898
Position 2067: 0.005443985365711784
Position 7539: 0.0053848982437083
Position 14231: 0.005379067346144632
Position 15238: 0.005326917470878346
Position 13790: 0.0052829403808502765
Position 9787: 0.0050092152156168334
Position 568: 0.004754512129746069
Position 10214: 0.0045188998103852214
Position 13573: 0.004445717392095403
Position 10029: 0.00437374262634045
Position 9836: 0.004302566330422014
Position 5624: 0.004209683763950809
Position 1816: 0.0035374703879911015
Position 7780: 0.003512891895899013
Position 14969: 0.003429569202466012
Position 11486: 0.003341984891468244
Position 13828: 0.003318468827810559
Position 201: 0.003276418275842081
Position 8867: 0.0031210163920816583
Position 4045: 0.0030774640278828915
Position 13189: 0.0030765386097310336
Position 1806: 0.0030063151437113066
Position 1865: 0.0030041528839525873
Position 8187: 0.002996706766964211
Position 9587: 0.002903431915992092
Position 7708: 0.002889981517667312
Position 728: 0.002719043621214104
Position 9950: 0.002661028510990115
Position 10854: 0.0026468127335880875
Position 10669: 0.002617979524243136
Position 14137: 0.0026162702239009624
Position 16076: 0.002411285730896313
Position 12919: 0.002370147782306826
Position 9542: 0.002196948760134589
Position 13227: 0.0021247721887050247
Position 4209: 0.0021069157328434457
Position 7856: 0.0020172620951321722
Position 2639: 0.0017751980682214241
Position 439: 0.0017680232269155708
Position 9018: 0.001752056541710787
Position 6442: 0.0017417731207673886
Position 11086: 0.0016592543533763358
Position 586: 0.0016401898296650869
Position 1689: 0.001634791330974633
Position 12621: 0.0016335551989621454
Position 13204: 0.001620773824144445
Position 2478: 0.0016049414203097908
Position 7241: 0.0015268164760996637
Position 11980: 0.0014787660169935548
Position 3715: 0.0013578250788178388
Position 11538: 0.0013354650267366958
Position 8174: 0.0013290314265938235
Position 6552: 0.0013249545691274931
Position 7499: 0.0012926632152562936
Position 8926: 0.0012657224694416227
Position 1449: 0.001128433253257649
Position 7306: 0.0011253260908985574
Position 11186: 0.0011148418952479954
Position 9187: 0.0010928617710522866
Position 712: 0.0010885441709825984
Position 13272: 0.0010637996883528906
Position 1127: 0.0010613664101265386
Position 9793: 0.001032401705809895
Position 1469: 0.0010031788182863692
Position 5112: 0.0009777318249883245
Position 4626: 0.0009572788487372216
Position 7880: 0.0009510376965615443
Position 6681: 0.000941458426345951
Position 12541: 0.000937646413696464
Position 834: 0.0008898926336892881
Position 9277: 0.000878171996276282
Position 4700: 0.0008283336212568413
Position 4463: 0.0008056858941953765
Position 3833: 0.000796847933527284
Position 8887: 0.0007872696292230026
Position 9262: 0.0007659184794963478
Position 10432: 0.0007589984193741794
Position 116: 0.0007404288558238815
Position 11461: 0.000723529279698522
Position 7818: 0.0007231854466071063
Position 7444: 0.0007218031153487624
Position 9349: 0.0007026165536975957
Position 644: 0.0006906198887946806
Position 11724: 0.0006818482251392123
Position 10525: 0.0006679467669431601
Position 6366: 0.0006073775605271961
Position 736: 0.0006002467703414349
Position 2092: 0.0005816114736084801
Position 6599: 0.0005315920650196212
Position 5357: 0.0005272922852464474
Position 7965: 0.0005102705307797023
Position 967: 0.0004979994215912417
Position 4798: 0.0004880151857913502
Position 384: 0.00047617864973417933
Position 217: 0.00047404821685442566
Position 1375: 0.00045571396936291004
Position 10185: 0.0004105314382864838
Position 10176: 0.00039436374859873514
Position 13798: 0.00038343931295080705
Position 12314: 0.00037368014200929293
Position 10483: 0.0003733166377463405
Position 254: 0.00037150043399428764
Position 10373: 0.0003412808194724218
Position 4068: 0.0003267470825795846
Position 9624: 0.00032116099698018154
Position 1149: 0.0003192604521054997
Position 7760: 0.00031578619067196674
Position 6636: 0.0002948377081529672
Position 3942: 0.000294504330002278
Position 8784: 0.0002883236106792898
Position 4748: 0.00028095879745598535
Position 9713: 0.0002747514678542508
Position 4213: 0.00026911207408996643
Position 9640: 0.0002673748280238346
Position 10511: 0.00026486067291163685
Position 6346: 0.0002626081562964932
Position 1606: 0.0002587835147179437
Position 593: 0.0002512940244512444
Position 1609: 0.00024493737637242333
Position 9352: 0.00024416759475321884
Position 10459: 0.0002400837523563635
Position 5632: 0.00023032990265134417
Position 4745: 0.0002211107504134558
Position 4321: 0.00021834041020595005
Position 487: 0.00021803435462744918
Position 14076: 0.00021408115337649667
Position 10935: 0.00021021934870795603
Position 4419: 0.00019732947489271185
Position 8324: 0.00019514005846165788
Position 10504: 0.00018460122033575236
Position 10472: 0.0001839669008475262
Position 3905: 0.00017704503035454562
Position 315: 0.00017187296793909338
Position 2641: 0.00014809953004820217
Position 899: 0.00014196020566242522
Position 375: 0.00013742037553799333
Position 8204: 0.00012723518866105348
Position 9495: 0.00011892806773741448
Position 2298: 0.00011836288679046031
Position 1942: 0.00011123701053290549
Position 9204: 9.818350070905392e-05
Position 3749: 9.317481299614243e-05
Position 741: 9.0578605878786e-05
Position 2498: 8.989554741976001e-05
Position 10368: 8.919979900170197e-05
Position 4590: 8.346618959467281e-05
Position 481: 8.047777175119883e-05
Position 10638: 7.749910399705153e-05
Position 4551: 7.629833335151015e-05
Position 4288: 6.684729090447335e-05
Position 423: 6.559120345540641e-05
Position 390: 6.200358177917557e-05
Position 462: 6.050637349958368e-05
Position 10735: 6.028753886939748e-05
Position 10254: 5.842983538590193e-05
Position 4600: 5.168342986023298e-05
Position 598: 4.7161521670709395e-05
Position 523: 4.646443589041657e-05
Position 861: 4.588367641417074e-05
Position 11464: 4.5494177474915645e-05
Position 9133: 4.2178028667254424e-05
Position 251: 4.01009624678075e-05
Position 533: 3.8517844152157075e-05
Position 3773: 3.8466450558773566e-05
Position 10564: 3.451365239130629e-05
Position 9400: 3.3476416796777955e-05
Position 7196: 3.1840884152288614e-05
Position 206: 2.9305857315562605e-05
Position 10322: 2.4652665193015162e-05
Position 4604: 2.3174211550156423e-05
Position 5167: 2.1561629502257354e-05
Position 5354: 1.9840416758666097e-05
Position 6758: 1.9451630059540488e-05
Position 10652: 1.9273043431216167e-05
Position 6711: 1.6581443057400266e-05
Position 167: 1.3361581946486388e-05
Position 10786: 1.3151437273815332e-05
Position 816: 1.297895439867189e-05
Position 6292: 1.192873437923518e-05
Position 9160: 1.0849942508043264e-05
Position 509: 1.0235593402079012e-05
Position 749: 9.338469596117278e-06
Position 495: 7.803417040020576e-06
Position 489: 7.4386904384203755e-06
Position 812: 7.243642333623398e-06
Position 6725: 7.084518776027156e-06
Position 547: 6.9106276530390565e-06
Position 151: 6.747383808735613e-06
Position 10792: 6.499645277195626e-06
Position 1837: 5.402120163243322e-06
Position 175: 4.60033475282923e-06
Position 2029: 4.018883456355712e-06
Position 1036: 3.4273361257322124e-06
Position 345: 2.6020380826246962e-06
Position 1237: 2.455119387177778e-06
Position 1543: 2.3582412978810946e-06
Position 451: 2.3350636525036354e-06
Position 1234: 2.32378246210648e-06
Position 1526: 2.0902947151815036e-06
Position 10404: 2.0830244778593183e-06
Position 1451: 1.6606520854976719e-06
Position 142: 1.5534099371651072e-06
Position 9521: 1.5460933617570347e-06
Position 1635: 1.480907202239027e-06
Position 1073: 1.3834323841796535e-06
Position 1903: 1.3785917445612895e-06
Position 4281: 1.3725857614008278e-06
Position 1705: 1.2198823254204975e-06
Position 3737: 1.1954056057454016e-06
Position 1250: 1.1234335720294979e-06
Position 10440: 1.0806061492751706e-06
Position 10376: 9.756287611537378e-07
Position 9637: 9.483780096800711e-07
Position 1653: 6.558190089633972e-07
Position 2572: 4.400488879996945e-07
Position 930: 3.577667639819575e-07
Position 6936: 3.3994906940905337e-07
Position 905: 2.9650303636313323e-07
Position 1660: 2.5768244122844095e-07
Position 2188: 1.9247133962758433e-07
Position 11065: 1.522849572963102e-07
Position 278: 7.514381602417134e-08
Position 320: 4.9244189111406946e-08
Position 1611: 3.302686534564914e-08
Position 284: 2.5815703711942232e-08
Position 4300: 2.3583016966231618e-08
Position 4647: 2.0880312976933992e-08
Position 738: 1.541849696803795e-08
Position 294: 1.5314464536102187e-08
Position 299: 1.205885839011276e-08
Position 4650: 3.585466679796178e-09
Position 1268: 2.39414778760439e-09
