Gene = ZBTB8OS
Position 919: 3.735651130887616e-07
Position 766: 3.6626425094824005e-07
Position 285: 3.510108792666683e-07
Position 297: 2.275091612196378e-07
Position 282: 9.190286534946822e-08
Position 447: 7.170142067067004e-08
Position 273: 6.898632569884773e-08
Position 546: 6.514015772559274e-08
Position 39: 2.0177580311961946e-09
Position 52: 9.470885314685324e-10
Position 578: 9.798261559777516e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 16473: 0.98194735739178
Position 15791: 0.968467943906568
Position 16856: 0.79137900714609
Position 28635: 0.6488707566733458
Position 18704: 0.5435809498875083
Position 18262: 0.2753502374092356
Position 621: 0.23128235916146558
Position 19236: 0.13413795419037033
Position 3154: 0.11490687714236489
Position 19256: 0.09578229329838456
Position 23414: 0.062297080082126866
Position 21652: 0.049583388674805634
Position 17749: 0.049469180966994764
Position 18238: 0.04683204302834566
Position 17229: 0.032793943035935864
Position 19584: 0.029056230615581834
Position 17614: 0.01991087422485247
Position 3224: 0.01626187379413561
Position 27124: 0.015018447466499434
Position 3174: 0.013175045763789193
Position 21195: 0.013111081402341587
Position 8087: 0.01310886143734893
Position 956: 0.012634696211269418
Position 2833: 0.010268222322118666
Position 18965: 0.009506710698157329
Position 17235: 0.007465933981049035
Position 3150: 0.0065371788516591705
Position 982: 0.005724222781872743
Position 21955: 0.005034394706562744
Position 23039: 0.004535059406993063
Position 17661: 0.004464908255242276
Position 17566: 0.00391212956757719
Position 22718: 0.0038957113329959204
Position 19063: 0.0037819601275148563
Position 288: 0.0032882784959603487
Position 372: 0.003187363737312392
Position 654: 0.0028250856243923874
Position 258: 0.0019506186065830476
Position 17019: 0.0019342472078552446
Position 3324: 0.0014517710800157962
Position 21674: 0.0013972775801692544
Position 19197: 0.0009573450383655811
Position 20199: 0.0007777989500144479
Position 958: 0.0007722054729266634
Position 20058: 0.0007056553242083758
Position 3069: 0.0006689009230815338
Position 671: 0.000571172226065552
Position 343: 0.000559475294903642
Position 320: 0.0005319332414603471
Position 19118: 0.0004337114676494701
Position 17070: 0.00034268031043266915
Position 2573: 0.0002996233714134865
Position 1317: 0.00019099996776206365
Position 18209: 0.00015980310310850242
Position 17164: 8.536661677764031e-05
Position 1350: 7.049311367265169e-05
Position 2856: 3.533375420279351e-05
Position 2305: 3.0196944593190284e-05
Position 444: 1.9368066415450005e-05
Position 2913: 1.5591036519856092e-05
Position 2968: 1.5569454445969953e-05
Position 428: 1.1182448587428328e-05
Position 788: 1.0147850491040946e-05
Position 2138: 9.433737424496442e-06
Position 2333: 9.150250529210103e-06
Position 4271: 8.50440703826857e-06
Position 2262: 7.131961980188055e-06
Position 2098: 5.57539432361845e-06
Position 6217: 4.645292211047511e-06
Position 3939: 3.733879475708706e-06
Position 454: 3.0601243913672627e-06
Position 1231: 2.3683504855045135e-06
Position 5279: 1.7177237463144466e-06
Position 2636: 1.2656565409043717e-06
Position 3447: 1.1149840089192528e-06
Position 187: 1.0115093627558975e-06
Position 566: 7.345629798077216e-07
Position 756: 6.58541290971213e-07
Position 5109: 6.136274974266528e-07
Position 487: 5.936364362505192e-07
Position 665: 5.5438977681197e-07
Position 3569: 5.408883227062599e-07
Position 640: 4.733116055951317e-07
Position 2599: 4.7126844321006833e-07
Position 194: 2.2746792867682338e-07
Position 492: 1.743108652147027e-07
Position 327: 1.3607888277805334e-07
Position 837: 1.0299747091505054e-07
Position 689: 8.451564779826662e-08
Position 805: 6.92737912657119e-08
Position 697: 3.95415779006672e-08
Position 809: 3.186245938446975e-08
Position 831: 2.9808132594261184e-08
Position 100: 4.842777886039855e-09
Position 703: 4.625744770519367e-09
Position 708: 3.995805562212077e-09
Position 799: 3.759642978720871e-09
Position 105: 2.2291554040065332e-09
Position 140: 6.50431835986962e-10
Position 108: 3.2836988756151364e-10
Position 2242: 2.8142708492720554e-10
Position 1052: 2.6611544006975595e-10
Position 2281: 2.401781589339589e-10
Position 1020: 1.1603768375394388e-10
Position 1008: 8.812502602602332e-11
Position 1112: 8.165374209232673e-11
Position 494: 2.291309083664855e-18
