Gene = DCP2
Position 4552: 0.003185985104162545
Position 32983: 0.0018504864456095524
Position 13181: 0.001796135138301788
Position 27267: 0.001418866762795424
Position 36003: 0.0011842413618859396
Position 26126: 0.0011497459165634846
Position 1519: 0.0008865968967287202
Position 24691: 0.0008061433702435199
Position 24756: 0.0007876768542671833
Position 24433: 0.0006861332571993561
Position 16060: 0.000541445107236945
Position 24552: 0.0005184521294118198
Position 24388: 0.00038890585812161656
Position 28207: 0.0003358800681542348
Position 185: 0.0002750287194145309
Position 28406: 0.00024768711067119315
Position 36: 0.00016759259029632058
Position 25886: 0.00016420573643588792
Position 762: 0.0001358668602771194
Position 296: 0.00012624777945281985
Position 25115: 7.107242117367487e-05
Position 25497: 5.9707788458411986e-05
Position 16157: 5.448076780670724e-05
Position 16481: 4.8791132544340596e-05
Position 25027: 4.0589739696679234e-05
Position 678: 3.861417325800386e-05
Position 16327: 3.637965538489311e-05
Position 24738: 2.7223530545740038e-05
Position 213: 2.151681840380816e-05
Position 137: 2.1443181815026645e-05
Position 24902: 2.1422619672776734e-05
Position 25837: 1.7798698890490922e-05
Position 25506: 1.4878387943532173e-05
Position 998: 1.078772323524202e-05
Position 287: 1.0710322365834694e-05
Position 189: 1.0197626896399315e-05
Position 1083: 9.422132220073371e-06
Position 282: 8.042322432045006e-06
Position 1190: 6.9926827558922495e-06
Position 25158: 6.389965534056037e-06
Position 850: 6.2190495395938475e-06
Position 26067: 4.774741470255595e-06
Position 604: 4.7479829279015e-06
Position 1157: 4.59725640992285e-06
Position 1616: 3.976295773178842e-06
Position 27951: 2.5926846995727373e-06
Position 548: 2.50406814510026e-06
Position 1621: 2.3044930138896786e-06
Position 44: 1.6629007764418275e-06
Position 1116: 1.4870979585827603e-06
Position 437: 1.4111226498245764e-06
Position 9: 1.0903517343265534e-06
Position 16757: 7.470608441076808e-07
Position 132: 6.448901732803764e-07
Position 65: 5.854032680044775e-07
Position 640: 5.276352510202542e-07
Position 638: 4.938307921842485e-07
Position 323: 4.934525391655124e-07
Position 146: 4.722518730000097e-07
Position 1074: 4.4088421440074145e-07
Position 755: 3.545813769677185e-07
Position 126: 3.5051648653454264e-07
Position 176: 3.078423335240425e-07
Position 341: 2.5766446133043404e-07
Position 1151: 2.3530835597222203e-07
Position 525: 1.3635459448298736e-07
Position 80: 9.361940988898489e-08
Position 848: 8.311663042635006e-08
Position 386: 7.589057910844022e-08
Position 25672: 5.223313450430783e-08
Position 77: 1.557182218973012e-08
Position 347: 2.315983627597932e-09
Position 24987: 2.3646410017429744e-10
Position 24998: 2.206622499541808e-10
Position 71: 2.2291429790708167e-12
Position 231: 4.556188218222321e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 24620: 0.9963540764318347
Position 24830: 0.9943381217770937
Position 15935: 0.9896082698663815
Position 24347: 0.9849073795346712
Position 6011: 0.972077600626935
Position 31201: 0.8844998329190398
Position 15417: 0.8586373974211071
Position 43608: 0.7028954495209373
Position 522: 0.4511719233608948
Position 15677: 0.41804276903965354
Position 27205: 0.3030798142914974
Position 36584: 0.29599280967716113
Position 6262: 0.27956468278176017
Position 32854: 0.23645074330193738
Position 6337: 0.19674478626713388
Position 12327: 0.17334946899720946
Position 16309: 0.13856816429572338
Position 6358: 0.1384439216812645
Position 15695: 0.13306929524233208
Position 16369: 0.12179340040347068
Position 35932: 0.11536510473619348
Position 6395: 0.11454069844768029
Position 467: 0.10521336597651075
Position 15391: 0.09051594888065151
Position 27226: 0.08608721585066212
Position 35089: 0.08224755032066842
Position 15758: 0.06906515020160592
Position 38441: 0.06315272417694943
Position 28735: 0.05881739744574928
Position 983: 0.057465259604225626
Position 15620: 0.04638848114531093
Position 19802: 0.03903845336987051
Position 893: 0.029411090328391187
Position 33206: 0.02850433678702449
Position 16622: 0.020245039680543274
Position 1740: 0.019334414245101735
Position 25970: 0.017856812973111043
Position 6212: 0.015827543224691598
Position 2249: 0.014222883582885953
Position 37584: 0.014135637874337026
Position 31667: 0.014059600032883536
Position 33321: 0.01401387460169268
Position 4305: 0.013095404288853639
Position 16979: 0.013016097583804174
Position 6316: 0.01275318402071917
Position 923: 0.012661262018482704
Position 31770: 0.012066260470215901
Position 5552: 0.011818763239263872
Position 27144: 0.010628382959977119
Position 38645: 0.010174422127943498
Position 661: 0.009521110447740854
Position 21760: 0.009458742630961624
Position 2630: 0.008682798008720318
Position 18943: 0.007698164423998245
Position 24378: 0.007444373180082287
Position 25070: 0.00687002878118797
Position 19840: 0.0064857957570574306
Position 1262: 0.00611621554104329
Position 34019: 0.0055944654727239605
Position 429: 0.005350487760857977
Position 31623: 0.004541451146978766
Position 19843: 0.0043649442524305426
Position 6122: 0.0042959717186778915
Position 27263: 0.004270286460360836
Position 15628: 0.004051538790006224
Position 25233: 0.003787375714911463
Position 5056: 0.0034444853574965876
Position 15880: 0.003410541457402085
Position 19819: 0.0033673428398526377
Position 24857: 0.0033457235759875325
Position 16547: 0.003336385441425096
Position 35928: 0.003241213876527276
Position 19039: 0.003089942124047474
Position 25997: 0.0029578475384434344
Position 6372: 0.0029335173198490575
Position 16140: 0.002888070098882083
Position 27074: 0.0027722083271116893
Position 26680: 0.00258147653712515
Position 18983: 0.002469386295685638
Position 5533: 0.0024495705871018848
Position 19865: 0.002382918380972086
Position 6301: 0.002361292996840255
Position 18572: 0.002269715818348356
Position 24450: 0.001995603581521341
Position 31576: 0.0019565395177301996
Position 18635: 0.0018025274529241487
Position 28059: 0.0017790023932625627
Position 32857: 0.0016891848380335968
Position 26649: 0.0015434032819496557
Position 25830: 0.001455307143000309
Position 495: 0.0014109989387692606
Position 24839: 0.0013966376576613176
Position 27017: 0.001378410603306423
Position 13012: 0.0013652986064412501
Position 26617: 0.001343633656283425
Position 5818: 0.0013354487370050763
Position 4311: 0.001287189453071661
Position 673: 0.0012731113839053953
Position 665: 0.001170423941852879
Position 2675: 0.0011327851124997353
Position 4182: 0.0011268712364585068
Position 687: 0.0010627727566026339
Position 25810: 0.0010321345210248048
Position 4307: 0.0009698021426597155
Position 26720: 0.0009152740619087907
Position 2196: 0.0009143615371559684
Position 25045: 0.0009014521176960569
Position 1029: 0.0008651428470225306
Position 2146: 0.000858957684128203
Position 6078: 0.0008577784816351673
Position 1422: 0.0008306118392776941
Position 1286: 0.0007979368480277463
Position 25021: 0.0007526681656194165
Position 18967: 0.000742799866757855
Position 31848: 0.0006354118137543388
Position 1425: 0.0006015520460506306
Position 937: 0.0005954101306884943
Position 1654: 0.0005501834521561318
Position 35750: 0.0005440546069531314
Position 33202: 0.0005035375681033521
Position 25267: 0.0004756112556947014
Position 693: 0.0004671624281677191
Position 25092: 0.00045770853343396896
Position 24874: 0.0004389087655219058
Position 12884: 0.000430836531860538
Position 25972: 0.00042974375141258456
Position 25806: 0.0004035783540230115
Position 26474: 0.0003230128995329688
Position 26397: 0.00031047121050476357
Position 32292: 0.00030946064709526616
Position 34549: 0.00030281747648491667
Position 723: 0.00027432052532866337
Position 33495: 0.00023443509549881406
Position 26023: 0.00022212444734221086
Position 27818: 0.00017113644866377997
Position 24808: 0.00015608321339171508
Position 2650: 0.00014928346069749114
Position 34631: 0.00014606711038318924
Position 24661: 0.00012637530552669305
Position 1502: 0.0001096491295060856
Position 30569: 0.00010768676121635404
Position 30534: 0.00010479575306934144
Position 32019: 0.00010308563563783626
Position 26040: 8.963472276824642e-05
Position 27336: 8.798695781874392e-05
Position 25326: 8.491452684101514e-05
Position 25158: 7.236831344895955e-05
Position 29032: 6.560507630566743e-05
Position 16315: 5.7739358233824194e-05
Position 29159: 4.742283967992708e-05
Position 25406: 4.325783607892173e-05
Position 25438: 3.791235415790998e-05
Position 108: 3.4433605038524714e-05
Position 446: 2.6941811552527886e-05
Position 528: 2.0378614214417788e-05
Position 29929: 1.8813143837654692e-05
Position 24644: 1.7899942214454098e-05
Position 701: 1.4717808157183448e-05
Position 554: 1.4554517360447143e-05
Position 16387: 1.0651591400866201e-05
Position 720: 7.610487638213539e-06
Position 27657: 7.416720419590322e-06
Position 16098: 6.683987957827697e-06
Position 24794: 4.972904843955335e-06
Position 229: 3.955388212522275e-06
Position 25114: 3.7551422715845323e-06
Position 987: 3.4042011947338743e-06
Position 24878: 3.3505867834435015e-06
Position 1681: 3.081703273421742e-06
Position 1767: 2.479313116635012e-06
Position 678: 1.7776107898531197e-06
Position 25186: 1.4335618192863315e-06
Position 132: 1.405017927370529e-06
Position 25190: 1.3093634155914059e-06
Position 4331: 1.2531519959235644e-06
Position 146: 1.2368875888906666e-06
Position 1173: 1.1774878443827046e-06
Position 1516: 1.1735331265025258e-06
Position 2278: 1.1569553707380973e-06
Position 1598: 1.1399944367431582e-06
Position 542: 1.09154552086858e-06
Position 1001: 1.0643388983559694e-06
Position 2221: 7.250199942846546e-07
Position 126: 6.612541798501502e-07
Position 24733: 3.2286921525902404e-07
Position 250: 2.379990374991173e-07
Position 25023: 1.718749255022621e-07
Position 24905: 1.602655319848428e-07
Position 163: 1.4696641584893646e-07
Position 1139: 1.3288040972737158e-07
Position 314: 1.1680836732377117e-07
Position 1116: 8.75133076026517e-08
Position 792: 8.658976295769124e-08
Position 77: 7.188180194090181e-08
Position 840: 6.921344573379994e-08
Position 218: 6.156974597817498e-08
Position 312: 6.046427597946246e-08
Position 296: 3.68406352177591e-08
Position 120: 3.672628196474823e-08
Position 1047: 3.129045528935599e-08
Position 203: 2.449395636100943e-08
Position 25410: 8.015950366952149e-09
Position 25369: 6.92389206527715e-09
Position 24977: 3.081917337770152e-11
Position 25105: 2.4723897765068002e-11
Position 25285: 2.45342080911403e-11
Position 25168: 2.351002464427461e-11
