Gene = DISC1
Position 4573: 0.03249952836109856
Position 9864: 0.02999685982500043
Position 422: 0.029248024382886637
Position 6654: 0.028504174582398185
Position 9997: 0.02764468922161245
Position 3538: 0.023452652882126945
Position 5189: 0.017460822352326412
Position 3302: 0.016577150663010833
Position 14611: 0.01605434156909188
Position 4289: 0.013777867203045899
Position 4683: 0.0113368571190984
Position 3367: 0.010598010303622335
Position 7455: 0.010216367425121341
Position 2735: 0.00939444589151636
Position 2650: 0.009326278057608847
Position 4310: 0.008260862864840965
Position 6007: 0.004901193145627802
Position 706: 0.004445171223286499
Position 9042: 0.004390061255150174
Position 2473: 0.004361053245372425
Position 3306: 0.004257777916787214
Position 4651: 0.004192287898594607
Position 4357: 0.004069386216778113
Position 192: 0.003965856867238157
Position 9289: 0.0033287148368290474
Position 2587: 0.0030651794783401486
Position 5967: 0.0030158637355138817
Position 4617: 0.002735379423840208
Position 3954: 0.002388579220332787
Position 10263: 0.00232259870648522
Position 2685: 0.0020576403828556408
Position 2482: 0.0020542311669411286
Position 2185: 0.002015494301397606
Position 3067: 0.0020107697291525013
Position 239: 0.001949932398490523
Position 5878: 0.001558835714348345
Position 2310: 0.0015082650410108262
Position 3777: 0.0013898608066703036
Position 375: 0.0012489150289240567
Position 4016: 0.001190237195787871
Position 3138: 0.0011449255140766053
Position 3606: 0.0011392981532527527
Position 3989: 0.0010836915051937646
Position 1002: 0.0009460278946456114
Position 2132: 0.0009451148524507368
Position 3391: 0.000870670178733269
Position 1971: 0.0008703356363021221
Position 3326: 0.0008271733182140329
Position 676: 0.0008129996190900201
Position 6010: 0.0007924866130740561
Position 2570: 0.0007821105305938132
Position 2372: 0.000705669614969089
Position 3901: 0.0006842329738298836
Position 6821: 0.000647300385927854
Position 1158: 0.0005464923796360585
Position 1406: 0.0005193235395748018
Position 306: 0.0005086549833978519
Position 3726: 0.0005066295514628795
Position 1788: 0.00047780337522900694
Position 3161: 0.00046322921555004624
Position 816: 0.0004365491116881226
Position 780: 0.0004278948973153098
Position 3278: 0.00041875319207219995
Position 2106: 0.00040570192536983107
Position 1349: 0.000405155256789743
Position 567: 0.0004035955766456352
Position 346: 0.00040059173743669076
Position 1944: 0.00039566590045703534
Position 4330: 0.0003053076217560126
Position 333: 0.00028441821392841035
Position 317: 0.0002568545457325318
Position 390: 0.00024910709052755646
Position 1319: 0.00019540487014670156
Position 1754: 0.00016812186130625462
Position 1393: 0.0001519414303874541
Position 2400: 0.00015109876054105338
Position 2045: 0.0001229798265006905
Position 1795: 0.00010619306868599364
Position 914: 0.00010054852333951106
Position 1644: 8.343767504629162e-05
Position 941: 6.990224410507968e-05
Position 1131: 6.835089260323791e-05
Position 1487: 6.690122251263832e-05
Position 539: 6.041794306323122e-05
Position 847: 4.75785717863018e-05
Position 244: 4.1843128481537454e-05
Position 1951: 3.6665007831554384e-05
Position 519: 1.454538012336193e-05
Position 356: 1.2477442986733012e-05
Position 435: 2.890148464359835e-07
Position 196: 2.579984441981424e-07
Position 258: 1.1614267001296387e-07
Position 286: 1.0144511702255607e-07
Position 442: 3.9141031811189305e-08
Position 204: 3.0569157840635725e-08
Position 324: 1.6381657229087688e-08
Position 275: 1.026001523372754e-08
Position 288: 8.798094405724931e-09
Position 266: 5.652292485947726e-09
Position 281: 4.673652816423611e-09
Position 209: 3.64433447276276e-09
Position 393: 3.055002268845368e-09
Position 254: 2.5987749592989564e-09
Position 283: 2.2137778254777406e-09
Position 292: 1.0289991881982517e-09
Position 444: 1.004383289319264e-09
Position 573: 2.6776448512233085e-10
Position 609: 1.4275327659377511e-10
