Gene = CDCP1
Position 19947: 0.10683425896371121
Position 21389: 0.08287943081404348
Position 9404: 0.06864652311311803
Position 15756: 0.04818455083293705
Position 4689: 0.044875308428042646
Position 14190: 0.03930982854936027
Position 2377: 0.03666053511630488
Position 13465: 0.0320162258052592
Position 19693: 0.02982691652106595
Position 6001: 0.02830240307054646
Position 22352: 0.027424032814617114
Position 6457: 0.023488657008062915
Position 13895: 0.023363587746305137
Position 6060: 0.022942983791744215
Position 20133: 0.01792432575358913
Position 21335: 0.01646183910731005
Position 14024: 0.014204085933005236
Position 6557: 0.011436377462059019
Position 1131: 0.010967045773913347
Position 20029: 0.010917765245712798
Position 1178: 0.00957323173476469
Position 19057: 0.007115507069452516
Position 2229: 0.006711054989151389
Position 9883: 0.00626314673427313
Position 17189: 0.0048910573056547765
Position 8629: 0.003988246638177471
Position 2313: 0.0036187297651695803
Position 9252: 0.0035760630407252044
Position 16958: 0.00109377233852814
Position 13230: 0.001026879043354434
Position 1209: 0.0009538066901778257
Position 2343: 0.0009435314863567773
Position 2387: 0.000741544027312643
Position 12707: 0.0005677685196431977
Position 8102: 0.00032662561336615364
Position 2601: 0.0003207099928066003
Position 11091: 0.0002846843817283925
Position 3224: 0.0002179031437776221
Position 7578: 0.0001287924754692194
Position 3907: 0.00012362611862037006
Position 821: 0.00011751940441314946
Position 730: 9.112059323269736e-05
Position 3882: 8.488254210017511e-05
Position 3033: 7.071437846029975e-05
Position 5224: 4.9688535079646155e-05
Position 1470: 4.7180558553152066e-05
Position 3843: 2.2990747537124126e-05
Position 654: 1.4074908972903907e-05
Position 2990: 1.3616712451381648e-05
Position 1978: 1.3138241212752716e-05
Position 4749: 1.193301438350046e-05
Position 1585: 1.1748600782737222e-05
Position 1753: 7.567025379216675e-06
Position 775: 5.790689121827282e-06
Position 216: 3.7415834433846555e-06
Position 2861: 2.720372844236573e-06
Position 115: 2.198797635694435e-06
Position 174: 1.7048466751726024e-06
Position 900: 5.799521505634038e-07
Position 1281: 4.135457581200114e-07
Position 862: 2.6093737909267316e-07
Position 2175: 1.2565860206420998e-07
Position 971: 1.0582055674489464e-07
Position 988: 6.525735928973743e-08
Position 463: 5.746651336295982e-08
Position 439: 3.907636630221921e-08
Position 1001: 3.490316324320913e-08
Position 121: 3.350971687936541e-08
Position 831: 3.3233945849390965e-08
Position 1215: 3.200826673144711e-08
Position 591: 1.6769190580205847e-08
Position 1068: 1.4727414103749403e-08
Position 523: 1.297844755122498e-08
Position 916: 8.942513374693057e-09
Position 684: 8.821115422150787e-09
Position 1133: 8.519760973038607e-09
Position 1005: 8.0239702188937e-09
Position 952: 6.798980504502723e-09
Position 482: 4.088852918982408e-09
Position 465: 2.7723595511163683e-09
Position 498: 2.4261127385657067e-09
Position 504: 2.3133800954365258e-09
Position 236: 1.6345576504748993e-09
Position 520: 1.201429186375012e-09
Position 622: 9.80569480062289e-10
Position 132: 7.17990068671891e-10
Position 570: 5.820141433487894e-10
Position 1035: 2.1281812456353623e-10
Position 556: 4.387808169216816e-11
Position 305: 3.765578418460104e-11
