Gene = PCP4L1
Position 637: 0.4519984666774922
Position 396: 0.2755143593588384
Position 1011: 0.22068700603106509
Position 2389: 0.19449668494939928
Position 8794: 0.1677598504940307
Position 2362: 0.1574932331979671
Position 9846: 0.11589696394596254
Position 1362: 0.09617648538012323
Position 10612: 0.07270123358881489
Position 10160: 0.06924083636664992
Position 9627: 0.05337283406381197
Position 2257: 0.0528914075249231
Position 3827: 0.0347161969387584
Position 2230: 0.031789085107610485
Position 6394: 0.028668477082845655
Position 9871: 0.026606784202519308
Position 863: 0.02337658221019222
Position 4354: 0.020176876666850377
Position 2476: 0.0200094752664104
Position 7427: 0.017372775116792732
Position 9001: 0.015573191838209748
Position 667: 0.010127256926527543
Position 2295: 0.00910993909300434
Position 3955: 0.00877221242932547
Position 7549: 0.008405851146555088
Position 8574: 0.007628594000377932
Position 4879: 0.007090235373822578
Position 5042: 0.006459928535103195
Position 5203: 0.006345396903624189
Position 2887: 0.0062925635080791345
Position 3918: 0.006143277655980497
Position 4899: 0.005738089776538927
Position 723: 0.005700885844746023
Position 1734: 0.005511838110662755
Position 754: 0.004178150705836827
Position 1761: 0.003766397229218137
Position 2748: 0.003416715810214921
Position 3431: 0.0031702299047262324
Position 218: 0.002742415484998266
Position 1647: 0.0024736294984720394
Position 2516: 0.0023734176496083667
Position 3801: 0.002284575808682825
Position 1585: 0.0020279583897968127
Position 2814: 0.001785657523768641
Position 2537: 0.0017466553052231327
Position 1779: 0.0017255794568395788
Position 934: 0.0016920714508938217
Position 3289: 0.0014296720617960298
Position 1948: 0.0010380169406432162
Position 450: 0.0008895616299798386
Position 401: 0.0007184442419243552
Position 374: 0.0007158699325741946
Position 169: 0.0006782990477012643
Position 499: 0.0006690040461621862
Position 1606: 0.0006556151893285985
Position 2708: 0.0006494539545554564
Position 326: 0.0006351147538262626
Position 846: 0.0006051006927652183
Position 727: 0.0005723115913611427
Position 1108: 0.0005680761989637421
Position 435: 0.0005221828324379677
Position 2957: 0.00049195155553962
Position 152: 0.0004265483901321498
Position 2664: 0.00039307680137120026
Position 1728: 0.0003824884640214315
Position 288: 0.0003385130595604673
Position 2005: 0.00028916421642507194
Position 3062: 0.00021478843729597657
Position 1017: 0.00012480709331146413
Position 974: 5.535606068900681e-05
Position 875: 4.5918547911490975e-05
Position 529: 3.0120895481570707e-05
Position 832: 2.8601899557063495e-05
Position 134: 2.4589503618284887e-05
Position 900: 2.4045454009055893e-05
Position 191: 1.582381063399362e-05
Position 703: 9.39684109250071e-06
Position 987: 8.763770986742132e-06
Position 1029: 7.978136393492692e-06
Position 154: 6.449665144594968e-06
Position 345: 4.904068520426779e-06
Position 364: 4.48051002142856e-06
Position 789: 4.440714316331345e-06
Position 646: 3.7928470729523018e-06
Position 501: 2.9750016799071047e-06
Position 583: 2.405236197453772e-06
Position 184: 2.11430957900046e-06
Position 758: 1.798549090760883e-06
Position 2168: 1.6835456838730263e-06
Position 247: 1.1340589735059042e-06
Position 330: 1.0728993337829654e-06
Position 356: 5.691553754556721e-07
Position 349: 4.045950085657011e-07
Position 339: 3.853255011123948e-07
Position 335: 3.6942760378337475e-07
Position 341: 3.037528149795267e-07
Position 678: 9.268104825774385e-08
Position 536: 7.068908712457896e-08
Position 303: 6.288131939390686e-08
Position 509: 2.0729380057880854e-08
Position 252: 1.7339720574462144e-08
Position 522: 1.2385773447968457e-08
Position 256: 1.4949053624333387e-09
Position 100: 1.4799355877066018e-09
Position 261: 6.652483589791971e-12
