Gene = SOX30
Position 573: 4.053930192021095e-06
Position 6133: 3.3591795777229e-06
Position 1065: 3.123114654423312e-06
Position 484: 2.431304165904944e-06
Position 7346: 2.3521798689260826e-06
Position 6216: 2.043762324514827e-06
Position 521: 1.2781538070419331e-06
Position 458: 8.885803369797995e-07
Position 1087: 7.007989245757833e-07
Position 63: 5.310415669899146e-07
Position 503: 4.642421070171274e-07
Position 411: 3.2565963428772096e-07
Position 49: 5.30456905236044e-08
Position 184: 1.4487496630665295e-09
Position 6662: 5.844936467216856e-10
Position 388: 3.6866111622579373e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 5603: 0.8915435439886227
Position 13399: 0.7592095955429635
Position 18471: 0.6924082213849501
Position 2953: 0.6815178215996072
Position 25698: 0.6281645872468559
Position 13931: 0.4361585025211016
Position 13697: 0.33439944627798324
Position 25957: 0.29677726459286274
Position 16803: 0.27435386324391053
Position 14111: 0.22318733120302015
Position 13403: 0.18604830914761164
Position 21821: 0.1785825406488539
Position 3523: 0.15195075924436502
Position 24901: 0.14109281624231085
Position 5683: 0.10431965484219936
Position 14089: 0.09224188689877588
Position 25991: 0.08000360993471248
Position 13225: 0.07572547715306244
Position 26273: 0.06912970753321972
Position 16542: 0.059235388197198355
Position 16873: 0.05048495684423723
Position 3281: 0.044607249391924134
Position 3945: 0.04229797534120779
Position 8673: 0.039062446469407146
Position 6382: 0.037497688873770994
Position 26013: 0.037394441715438036
Position 8626: 0.03295962802109603
Position 16525: 0.032899477143045655
Position 632: 0.026867498839247255
Position 14037: 0.026835766126980996
Position 14007: 0.01819512355117336
Position 18359: 0.01710396217402178
Position 8593: 0.015042729200903491
Position 11724: 0.014067788672302272
Position 6429: 0.012705518594546019
Position 4220: 0.011951634175372079
Position 16799: 0.011902496646887438
Position 3209: 0.011760873957025008
Position 13868: 0.00948332455862741
Position 26438: 0.008876537666787596
Position 16391: 0.008861585537622205
Position 22397: 0.008054527071958197
Position 1302: 0.007949237624240643
Position 1362: 0.006863105888382299
Position 1730: 0.006393097637240483
Position 13768: 0.006133396240576545
Position 11697: 0.006063905818314283
Position 4272: 0.005603248711386881
Position 3226: 0.004958710252552439
Position 14292: 0.004891446583853747
Position 6403: 0.004534336449679022
Position 8409: 0.004077858654126848
Position 6353: 0.003768768101687791
Position 3545: 0.003662551704379856
Position 22182: 0.003529543049091327
Position 23382: 0.0033355845043992888
Position 2287: 0.0032622373859189594
Position 4269: 0.0032121488025186095
Position 2179: 0.0031329807511869946
Position 4029: 0.0026237144712449997
Position 14315: 0.002501163370250524
Position 1427: 0.0022727356656816744
Position 8650: 0.0020688295138340277
Position 13720: 0.0019417313820706333
Position 18968: 0.0019086774386375773
Position 2394: 0.001789569790801164
Position 6566: 0.0017837742906203404
Position 20658: 0.00168554941544831
Position 14289: 0.001679142849519743
Position 1821: 0.0016523107250672013
Position 823: 0.0015681590445330836
Position 5711: 0.0015037146348798605
Position 557: 0.0014897169438109965
Position 3005: 0.0014763673735224134
Position 647: 0.0014364630264238557
Position 19812: 0.0013922081148176843
Position 533: 0.0013756878606792464
Position 15680: 0.001344092286197977
Position 3211: 0.0013379586530627263
Position 3044: 0.0013024535233951383
Position 3057: 0.0012956154382080317
Position 19278: 0.0012293483276083394
Position 5021: 0.0011957464254798433
Position 18918: 0.0011725381192292288
Position 13829: 0.0011479450602901852
Position 6387: 0.0011251931863370751
Position 674: 0.0011247473600161032
Position 22869: 0.0011085612835517553
Position 2876: 0.0010285163844921772
Position 15703: 0.0010275555112266715
Position 5559: 0.0010128374060165404
Position 15792: 0.0010000973103377923
Position 1163: 0.0009357614793584737
Position 438: 0.0009002983329556505
Position 16214: 0.0008547714421835128
Position 2794: 0.0007921684278352136
Position 2960: 0.0007792833921350936
Position 1377: 0.0007729540271022489
Position 3882: 0.0007413790176130362
Position 2324: 0.0007240881602301719
Position 17205: 0.0006936154171234147
Position 416: 0.0006450663609545618
Position 2224: 0.0006427350010705365
Position 1786: 0.00063075219807589
Position 1238: 0.0005582837643442753
Position 4436: 0.0005527912145038279
Position 2147: 0.0005416409044514349
Position 19083: 0.0005185506319379651
Position 6592: 0.0005153696702684455
Position 1185: 0.000510115796882916
Position 4242: 0.0005064802003005726
Position 435: 0.0004877100489268681
Position 1308: 0.00045771717875851695
Position 3602: 0.00045754621438139716
Position 4728: 0.00043649492633316485
Position 18754: 0.000435501216552735
Position 15314: 0.0004150314674286928
Position 6563: 0.00040816011291127025
Position 5867: 0.0003882390850704518
Position 1789: 0.00038704319038476123
Position 879: 0.0003798708817714027
Position 13736: 0.00037253597297967704
Position 3310: 0.00037002486549096627
Position 1221: 0.00036642553101054915
Position 2797: 0.00036355073184205264
Position 1679: 0.0003252826748542549
Position 374: 0.0003055205744891559
Position 19837: 0.0002924507351233756
Position 19723: 0.0002723582936903273
Position 1106: 0.00026565066001796935
Position 4193: 0.00025290903341553493
Position 4540: 0.0002527286242405802
Position 3532: 0.00024575375992199873
Position 590: 0.00024092064739201848
Position 3549: 0.00023686965271558076
Position 3813: 0.00023678464106794753
Position 7840: 0.00022829665075854006
Position 15899: 0.00020083349939850254
Position 14951: 0.00016077950971911577
Position 14875: 0.00014681616960902604
Position 7226: 0.00013843657737759701
Position 15289: 0.00013148200358975294
Position 15879: 0.00012358227379111972
Position 5976: 0.00012270201815753638
Position 1751: 0.00012136021968521906
Position 1275: 0.00011258257041915141
Position 15995: 0.00011207208716307235
Position 15459: 0.00010885665483943967
Position 2396: 0.00010118990298527207
Position 17296: 9.344182759978375e-05
Position 1169: 9.172076876544355e-05
Position 1647: 8.966596336872284e-05
Position 2150: 8.123312807042164e-05
Position 5874: 6.872146933431643e-05
Position 1432: 6.494549020727763e-05
Position 1057: 5.3236275559386436e-05
Position 1374: 4.465895018907779e-05
Position 706: 4.224469109352483e-05
Position 8814: 3.9829434337688714e-05
Position 2823: 3.764829693833526e-05
Position 1590: 3.2099806972780264e-05
Position 5822: 3.1791848942756385e-05
Position 9840: 2.6977125054815207e-05
Position 5896: 2.5485789822996062e-05
Position 1015: 2.5015539218043046e-05
Position 1713: 2.3694916923130983e-05
Position 480: 2.265369112152912e-05
Position 749: 2.066905380593755e-05
Position 349: 2.0092893910546266e-05
Position 6007: 1.9342600418699912e-05
Position 7446: 1.655206947240769e-05
Position 3167: 1.6300541784055393e-05
Position 7783: 1.6227881158239384e-05
Position 5981: 1.5694996291703053e-05
Position 832: 1.56141190535773e-05
Position 12153: 1.4340428406268378e-05
Position 347: 1.2466922058811598e-05
Position 11198: 1.2183601067620833e-05
Position 6761: 1.1277957234421222e-05
Position 7846: 8.739813392986927e-06
Position 3316: 8.22190430344749e-06
Position 7873: 8.030039594150178e-06
Position 10131: 7.371359007178852e-06
Position 6765: 6.490627981178321e-06
Position 10814: 6.184756375909224e-06
Position 9974: 6.070432505704589e-06
Position 9534: 5.774932809559203e-06
Position 9468: 5.330010022506533e-06
Position 3570: 4.021874911931916e-06
Position 6617: 3.5642752941709963e-06
Position 7442: 3.4254640588174587e-06
Position 8764: 3.3732078853469386e-06
Position 8155: 2.7754570003179785e-06
Position 3501: 2.6993179466823496e-06
Position 5952: 2.5102625976473264e-06
Position 6107: 2.043762324514825e-06
Position 2657: 1.9961076934855376e-06
Position 5931: 1.4012717793408184e-06
Position 6950: 1.3264411390160974e-06
Position 6202: 1.1377477424879336e-06
Position 4033: 1.1033910356021253e-06
Position 6311: 1.028952674496745e-06
Position 652: 1.8505160665323184e-07
Position 684: 1.3052068624909779e-07
Position 7467: 1.0398164352439055e-07
Position 351: 8.646113084621022e-08
Position 890: 7.810867753648472e-08
Position 233: 7.189171168367512e-08
Position 5904: 5.458150254175009e-08
Position 596: 5.37621291387973e-08
Position 516: 4.870228518099778e-08
Position 1533: 4.663121987907677e-08
Position 472: 4.022063033248268e-08
Position 275: 3.734938082968336e-08
Position 1110: 3.3568337285824205e-08
Position 355: 1.759005254092684e-08
Position 484: 1.7090591981461327e-08
Position 5404: 1.3507618256645227e-08
Position 825: 1.3452515355073137e-08
Position 602: 1.1120721060326543e-08
Position 728: 1.1009566993111936e-08
Position 6484: 7.628624497923725e-09
Position 842: 5.872990311618218e-09
Position 6409: 3.849861722159221e-09
Position 969: 1.2550270389579092e-09
