Gene = IARS2
Position 53629: 0.004674729020723015
Position 5961: 0.004560469106118582
Position 11537: 0.004470077460041196
Position 6719: 0.004232217415409965
Position 1748: 0.0037349348384569468
Position 2093: 0.003265185381027326
Position 18: 0.0031267521293142655
Position 43582: 0.0025727739486018876
Position 52200: 0.002509404253655185
Position 6503: 0.0024529282097996677
Position 4417: 0.0024493109965438003
Position 1942: 0.0023936645360905892
Position 3916: 0.0023698023835282307
Position 1955: 0.002361774079606172
Position 7000: 0.0023316510798821527
Position 11932: 0.002267242924231778
Position 4928: 0.0020035579071761883
Position 51645: 0.0018607717105118273
Position 9499: 0.0017891168952642372
Position 8719: 0.0016918930977591292
Position 1525: 0.0016275128922097273
Position 11930: 0.0016168573252591557
Position 10215: 0.0015385396016382256
Position 6072: 0.001432119649879623
Position 592: 0.0013169557725887192
Position 9152: 0.0013104493056345877
Position 643: 0.001304967726841907
Position 10754: 0.0012691310494327202
Position 1743: 0.0011441931666562807
Position 8436: 0.0009704330922707222
Position 11237: 0.0009658830501275845
Position 20939: 0.0009535721159972155
Position 1790: 0.0009394547182026229
Position 13096: 0.0005869574635278478
Position 3541: 0.0005734626196496762
Position 739: 0.0005674684965082053
Position 1673: 0.0005524852728727662
Position 5338: 0.0005313037600673136
Position 8363: 0.0005211741592281075
Position 1642: 0.0005042955517391099
Position 173: 0.00047111210937813837
Position 13384: 0.0004367765835243683
Position 304: 0.0004228112502247857
Position 9182: 0.0004108838428762441
Position 55: 0.0003772042385147038
Position 2140: 0.0003730963947411695
Position 1701: 0.0003245312122282526
Position 12674: 0.00030271561482083607
Position 8350: 0.00028826200767863834
Position 13102: 0.0002513163142340504
Position 1687: 0.00023389694229105374
Position 260: 0.00023384057343209648
Position 1868: 0.0001708304231230555
Position 1279: 0.00016914772200031023
Position 247: 0.00015794099318512268
Position 1769: 0.00013375216343643298
Position 712: 0.00012496236331425094
Position 8184: 0.00011876781560685793
Position 2886: 9.461127413936155e-05
Position 45: 7.403580671472542e-05
Position 494: 7.20431819357924e-05
Position 2168: 6.157458784809715e-05
Position 13002: 5.04612210553872e-05
Position 104: 3.441310599310868e-05
Position 7385: 3.102801953192955e-05
Position 8454: 2.7867423540586967e-05
Position 2424: 2.2028540405723002e-05
Position 52077: 1.6572105351365774e-05
Position 13240: 1.6067524719664685e-05
Position 1518: 1.2311087104282449e-05
Position 1407: 1.1951065614190372e-05
Position 177: 5.245805321344357e-06
Position 829: 5.0617130415035945e-06
Position 1327: 1.6273637345471784e-06
Position 2439: 1.5367276996564974e-06
Position 554: 1.2928753250944972e-06
Position 849: 7.198881469236846e-07
Position 119: 5.783543335505048e-07
Position 496: 5.156949170965234e-07
Position 1200: 4.0442608351064854e-07
Position 1118: 4.0230251987210044e-07
Position 1173: 3.85066576927365e-07
Position 615: 3.8179334917337584e-07
Position 508: 1.3763716705189022e-07
Position 517: 1.7964895189677992e-08
Position 585: 8.593704000605875e-10
Position 284: 2.1155794489038868e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 32647: 0.999999923536427
Position 51406: 0.996216462168399
Position 42706: 0.9914434730613877
Position 11788: 0.9907727775123805
Position 12958: 0.9403620165728073
Position 8584: 0.9314196550968381
Position 6387: 0.9202077899377439
Position 16683: 0.9046890352809478
Position 8026: 0.8790168471028716
Position 2001: 0.8465070855740597
Position 44905: 0.8258535325477127
Position 1385: 0.824313544462382
Position 22321: 0.8235933559112638
Position 46080: 0.7826135440605049
Position 53390: 0.7821854202491952
Position 8392: 0.7429821419170557
Position 9344: 0.7029241735553381
Position 19229: 0.568966223664464
Position 1596: 0.5231236515159781
Position 8260: 0.4064554812831049
Position 5830: 0.3264516258602815
Position 9577: 0.32319077568487775
Position 48841: 0.263912378739009
Position 20211: 0.2110613084712361
Position 2222: 0.17443918046636844
Position 22287: 0.16565340637162784
Position 4242: 0.13752585793320465
Position 9556: 0.1256840576415492
Position 21570: 0.12374785059966034
Position 2017: 0.11803457304109635
Position 942: 0.10724228027495715
Position 19206: 0.10233890987778149
Position 13471: 0.10148457703201129
Position 2253: 0.07078344795737873
Position 6325: 0.06943971488943214
Position 591: 0.06851410527657542
Position 531: 0.06224564218916003
Position 7312: 0.055959519712552294
Position 24898: 0.05414921101448435
Position 25004: 0.051493287487889186
Position 20248: 0.047194395085340686
Position 20187: 0.04638081475636812
Position 2344: 0.045937965352459614
Position 12211: 0.04535517354271342
Position 8603: 0.04185761605291354
Position 21547: 0.0407598879759647
Position 9318: 0.03766299250856839
Position 51881: 0.0367714728587863
Position 11294: 0.03658555379201823
Position 8030: 0.03334211789110121
Position 53608: 0.03166021781643005
Position 318: 0.031646092327145346
Position 8828: 0.028722160258711174
Position 9460: 0.028464262387954166
Position 1497: 0.028425119772590258
Position 52064: 0.02837258278498003
Position 20226: 0.0278226538226546
Position 8983: 0.027254731103023542
Position 1415: 0.0266856516934927
Position 52470: 0.02498995001129103
Position 7345: 0.024460389365498127
Position 6689: 0.021322239394616128
Position 53513: 0.020693432362438716
Position 46049: 0.020577531290029198
Position 4290: 0.019845718097434135
Position 8310: 0.01914765018350059
Position 6661: 0.017594991731027465
Position 2565: 0.017012409406238646
Position 1977: 0.016775895109577412
Position 2273: 0.016218042931810984
Position 9369: 0.014859128988262539
Position 2548: 0.014520789007415803
Position 5979: 0.01437686158265406
Position 4402: 0.014335326254974056
Position 51644: 0.013457065375296605
Position 1866: 0.01199756761421566
Position 4482: 0.0114286386535833
Position 51920: 0.010540623763563227
Position 1845: 0.010170679740838743
Position 12267: 0.009820690404392296
Position 12968: 0.009596519896943802
Position 52614: 0.009500064057161481
Position 8412: 0.009087630127910147
Position 51623: 0.008912901183171226
Position 10059: 0.00882708426279156
Position 13222: 0.008356779606935257
Position 13001: 0.007817502540710146
Position 8811: 0.007040853335948911
Position 9397: 0.006924634192714898
Position 53798: 0.006724018552968228
Position 13554: 0.006353293107736926
Position 16691: 0.006233583778071579
Position 12900: 0.0061549059659098595
Position 9181: 0.006076017973200441
Position 21593: 0.0059115268476700455
Position 1660: 0.0057836366892450725
Position 9891: 0.0055267092230703785
Position 1461: 0.005459924012616601
Position 7233: 0.0054585367815217795
Position 5903: 0.005319597074349977
Position 53470: 0.005116840716800253
Position 8204: 0.005030939852454478
Position 9605: 0.004806647712738992
Position 18947: 0.004518552328823071
Position 12992: 0.004031808972759957
Position 53106: 0.003984026460231208
Position 2309: 0.0039505030704188515
Position 10080: 0.003897955351543386
Position 6086: 0.0038340757986503994
Position 466: 0.003776613524678949
Position 53732: 0.0036761622768946923
Position 52166: 0.0036639607705426453
Position 53048: 0.003442174859608977
Position 8854: 0.00329253163785121
Position 52103: 0.0031481972765546452
Position 1357: 0.0029292709879163016
Position 203: 0.002786937857122549
Position 1394: 0.002704592913524954
Position 8474: 0.0025916188378878277
Position 43505: 0.0025727739486018876
Position 3797: 0.0023698023835282307
Position 52067: 0.0023637927610674955
Position 52664: 0.002216658349972698
Position 2325: 0.0020796458890297216
Position 53447: 0.001978455018971731
Position 2257: 0.0018868496391985937
Position 12004: 0.0018463511209154172
Position 7255: 0.001753907736925477
Position 1419: 0.001632022488825663
Position 52805: 0.0014754951565910505
Position 8957: 0.0014750666310305016
Position 4758: 0.0013295317335647332
Position 10616: 0.0012691310494327202
Position 51970: 0.0012045867450845161
Position 53477: 0.001108161397293697
Position 6867: 0.0010574490663262837
Position 2036: 0.0010435531902954398
Position 9130: 0.0010344972050816477
Position 53208: 0.0010321350557173847
Position 11794: 0.0010034467246325528
Position 2375: 0.0009665810861136523
Position 11048: 0.000965883050127584
Position 52751: 0.0009096804944532077
Position 53198: 0.0008770793778502622
Position 336: 0.0008576795753345344
Position 13142: 0.0008393694198673537
Position 6939: 0.0008204014119892984
Position 53132: 0.000817955509574121
Position 7123: 0.0007857322721599978
Position 7148: 0.0007564493658617711
Position 51648: 0.000740763752792114
Position 6723: 0.0007162668889462264
Position 20855: 0.0007006077962253049
Position 4727: 0.0006740261736114539
Position 8794: 0.0006707482965319844
Position 52754: 0.0006650092394274972
Position 9209: 0.0006590250722767734
Position 451: 0.0006249158609365436
Position 6845: 0.000592206296204188
Position 3286: 0.0005322418593996422
Position 5169: 0.0005313037600673141
Position 12253: 0.00047534664820916297
Position 1031: 0.0004749540336406143
Position 1946: 0.000468241344688957
Position 787: 0.0004640380129990904
Position 12080: 0.0004580489566712857
Position 1632: 0.00044561532967912065
Position 569: 0.0004244240364983477
Position 52533: 0.00041868303374708313
Position 503: 0.0004160867951557315
Position 12305: 0.00040267890126169197
Position 973: 0.00038338284587537125
Position 1627: 0.00037871849753715986
Position 8339: 0.0003646270781718633
Position 6745: 0.0003072300597060187
Position 12570: 0.00030343491330104796
Position 6233: 0.00029909688628139793
Position 47256: 0.0002941730458002456
Position 673: 0.00027343107902542426
Position 20831: 0.0002529643197719118
Position 950: 0.0002362419119715524
Position 1288: 0.00019489694564391057
Position 1613: 0.00016578734491972205
Position 260: 0.0001619743361721955
Position 354: 0.00013262124614620076
Position 9127: 0.00011660445679325715
Position 13236: 0.0001110023342373474
Position 1470: 0.00011023085280277978
Position 11769: 0.00010855655880542265
Position 46255: 0.00010762303460833262
Position 1200: 0.00010327716115469607
Position 12330: 9.145231614439112e-05
Position 351: 8.739203028306468e-05
Position 754: 8.59301110554731e-05
Position 1746: 8.055410019885991e-05
Position 909: 6.320200665188317e-05
Position 1364: 5.863517063620094e-05
Position 173: 5.286835511314243e-05
Position 612: 4.698286535135167e-05
Position 284: 4.507891534927472e-05
Position 554: 4.4852472347006333e-05
Position 1547: 4.348942326587427e-05
Position 2696: 4.186804744539417e-05
Position 3253: 4.1220760250033746e-05
Position 270: 3.6984132560478426e-05
Position 1055: 3.440567105148727e-05
Position 13192: 3.412503071670012e-05
Position 1007: 3.249881825711817e-05
Position 981: 3.0145182147270984e-05
Position 2623: 2.775336348450988e-05
Position 1118: 2.166294502665171e-05
Position 2650: 2.0365193100055628e-05
Position 101: 1.5770548386498073e-05
Position 11584: 1.5222760781285408e-05
Position 290: 1.3843219858939806e-05
Position 6781: 1.2880568915298042e-05
Position 1421: 1.2326330215675413e-05
Position 1121: 1.180970359840057e-05
Position 13021: 1.1392703325670252e-05
Position 413: 1.064337167745631e-05
Position 11626: 1.0392250488427965e-05
Position 45871: 9.84926279954096e-06
Position 1327: 8.675257777735668e-06
Position 915: 8.421010194634665e-06
Position 1340: 7.797273302846188e-06
Position 45208: 6.754497152397653e-06
Position 559: 6.711693436515019e-06
Position 574: 5.665203486858676e-06
Position 1214: 4.6868964120853835e-06
Position 8502: 4.503197222437764e-06
Position 8641: 4.1291470480407545e-06
Position 622: 4.11958068210618e-06
Position 1037: 4.097560595214815e-06
Position 1767: 3.972516779675455e-06
Position 1259: 3.925806304957644e-06
Position 804: 3.838421837418536e-06
Position 1147: 3.4731053805619143e-06
Position 1173: 3.1942172405099254e-06
Position 765: 2.552759799273109e-06
Position 36480: 2.265282797368606e-06
Position 36994: 2.1525836125707424e-06
Position 632: 1.845464646088883e-06
Position 36214: 1.0731097661893339e-06
Position 33003: 8.448642255062831e-07
Position 12712: 7.900151302634345e-07
Position 32931: 7.159289822888038e-07
Position 2388: 5.713299042252881e-07
Position 2391: 4.5040280446984543e-07
Position 34239: 3.697533398053239e-07
Position 35287: 3.3422929041205e-07
Position 323: 2.8343349497278093e-07
Position 372: 2.3345589299334336e-07
Position 2572: 1.7835644484326887e-07
Position 378: 1.457045855124757e-07
Position 33270: 1.392064544217243e-07
Position 217: 7.115125561100913e-08
Position 381: 6.907261635355852e-08
Position 639: 6.427768545019094e-08
Position 682: 4.6315970590629695e-08
Position 12624: 3.9729625732332274e-08
Position 600: 3.5061142130464664e-08
Position 26024: 3.14520300315859e-08
Position 230: 1.0069086058842795e-08
Position 849: 7.636371156533927e-09
Position 228: 6.212796201686965e-09
Position 23962: 6.121908579441354e-09
Position 23829: 4.8312525658104165e-09
Position 24050: 4.733544706502145e-09
Position 366: 4.23371864978393e-09
Position 24317: 4.046947492002786e-09
Position 22671: 2.9189031637566796e-09
Position 23134: 2.61815303450272e-09
Position 22689: 1.0707224916553895e-09
Position 417: 1.0123682903705586e-09
Position 415: 8.944307417062848e-10
Position 18046: 5.97594515073767e-10
Position 798: 2.391209942096666e-10
Position 1064: 2.0922979910114532e-10
Position 87: 2.077051448223935e-10
Position 82: 9.487424104890098e-11
