Gene = TRNT1
Position 330: 3.686610707475236e-06
Position 229: 3.5529209352324395e-06
Position 2217: 3.49128469789844e-06
Position 1975: 3.2812062131968395e-06
Position 3318: 2.801432695156751e-06
Position 3228: 2.7365191441381303e-06
Position 603: 2.5270733105935802e-06
Position 2238: 2.4270805727726853e-06
Position 2814: 1.5545051389566027e-06
Position 556: 1.3526485582658806e-06
Position 773: 1.2117856996420708e-06
Position 647: 9.914584176332336e-07
Position 2251: 7.670552106443102e-07
Position 809: 7.127357104454406e-07
Position 554: 4.515962988883135e-07
Position 188: 4.0187331636061665e-07
Position 427: 3.3137501381918754e-07
Position 693: 2.4665840643620217e-07
Position 625: 2.4511596958953144e-07
Position 4136: 1.256419038190366e-07
Position 204: 1.0013212843860494e-07
Position 880: 4.1744698674284704e-08
Position 378: 3.5847905211249233e-08
Position 826: 3.0147421539976017e-08
Position 202: 2.334956118276769e-08
Position 433: 2.085042522273909e-08
Position 2525: 1.775673486536506e-08
Position 2529: 1.4112359433970276e-08
Position 2344: 1.3661581954799403e-08
Position 3480: 1.0166062994795165e-08
Position 597: 9.531520591426518e-09
Position 410: 9.043397419830507e-09
Position 673: 8.146963251773592e-09
Position 667: 6.401939178502841e-09
Position 2399: 2.8741710189979407e-10
Position 97: 1.3603269563055681e-10
Position 2348: 6.284831174658333e-11
Position 449: 5.144609473521895e-11
Position 105: 1.0744263492765048e-17
Position 99: 2.5348475721938796e-20
Position 66: 1.9090545304070607e-21
Position 107: 6.948472627306508e-22
Position 120: 5.290329432833529e-22
Position 79: 3.395302109324228e-23
