Gene = GTF2E1
Position 1546: 0.001133125761764069
Position 4391: 0.0010976844191375042
Position 7296: 0.0010358465224301365
Position 3066: 0.0010193441018669627
Position 1476: 0.0009806878457388703
Position 1554: 0.0008890273781027611
Position 7017: 0.0008133616474125636
Position 7260: 0.0007728746533436462
Position 366: 0.0007542473155082957
Position 6055: 0.0007442681273485938
Position 2873: 0.0007403597070783131
Position 5173: 0.0007359626591061703
Position 5699: 0.0006693837546691809
Position 2789: 0.0006269103206028767
Position 2380: 0.0005546451720114727
Position 6278: 0.000552675472790109
Position 2612: 0.0005151276241481601
Position 7848: 0.00036047659131612197
Position 4636: 0.00033383379934579215
Position 8268: 0.00033059970890752496
Position 4257: 0.00030388532749385825
Position 6666: 0.0002760217584341782
Position 5651: 0.00027046713057477954
Position 1792: 0.0002410311226009593
Position 2915: 0.0002324996150909447
Position 1981: 0.00021622181911141753
Position 2243: 0.00019713987131013264
Position 7219: 0.00018769761409128717
Position 6753: 0.0001728052885352798
Position 633: 0.0001683211465943513
Position 1815: 0.00014440956555665768
Position 2689: 0.0001413776193583221
Position 784: 0.0001403039404114805
Position 1334: 0.00012339061915945005
Position 2354: 0.00011452897052040303
Position 4568: 0.00011163278684283704
Position 5000: 0.00010251934568756951
Position 2231: 0.00010066813137735736
Position 333: 9.644365940515342e-05
Position 2267: 9.235279547097669e-05
Position 4546: 9.049422060571305e-05
Position 2071: 8.210494985974049e-05
Position 3947: 7.748869971850207e-05
Position 3354: 7.703779939427284e-05
Position 3815: 7.613581760035507e-05
Position 4540: 7.205144795749982e-05
Position 1698: 6.721347255560184e-05
Position 674: 6.022895286769711e-05
Position 1747: 6.022682560857183e-05
Position 4287: 5.521912987887638e-05
Position 3501: 4.838714402948593e-05
Position 2447: 4.1643743185975245e-05
Position 2621: 3.561857823337962e-05
Position 2639: 3.4621420420809216e-05
Position 4836: 3.458148757511648e-05
Position 1719: 3.155399397179551e-05
Position 2433: 2.567726569236968e-05
Position 411: 2.0905127330417295e-05
Position 637: 1.9923162069697322e-05
Position 565: 1.5805963558191835e-05
Position 2180: 1.5483167183830477e-05
Position 984: 1.506818815938398e-05
Position 738: 1.4167675515640939e-05
Position 1351: 1.2704202399771551e-05
Position 2812: 4.79141835782451e-06
Position 1413: 4.072507630972671e-06
Position 2116: 1.3967699071755363e-06
Position 2356: 1.3577422446715344e-06
Position 361: 1.2211910539269008e-06
Position 93: 9.32758318373763e-07
Position 5772: 6.763703459278425e-07
Position 315: 1.4855898342468574e-07
Position 243: 1.132649209615214e-07
Position 390: 1.119620931450555e-07
Position 219: 3.69288398447547e-08
Position 1256: 3.477660485403897e-08
Position 330: 1.824691942897414e-08
Position 378: 1.529942185256922e-08
Position 288: 8.248032318192252e-09
Position 264: 1.89025423545793e-09
Position 290: 7.424914729500461e-10
Position 300: 3.123393140031221e-10
Position 296: 2.896229673092639e-10
Position 421: 2.2870961962897464e-10
