Gene = TRIM14
Position 24794: 0.13118378215627116
Position 31961: 0.06575110973951778
Position 28727: 0.04653815191019368
Position 29158: 0.041698562126984154
Position 34920: 0.03800650855199638
Position 32216: 0.035879665090856924
Position 6099: 0.0355306656034525
Position 31740: 0.03253127107963992
Position 2223: 0.030673353454603782
Position 12543: 0.029772758176305678
Position 1118: 0.028902137362774128
Position 31177: 0.028046663220070628
Position 32178: 0.022234311911728494
Position 37948: 0.02169896351600639
Position 1099: 0.01955977083205577
Position 12522: 0.018802228493019005
Position 1096: 0.01625280114207951
Position 35066: 0.0158778783105694
Position 32932: 0.014730722606813499
Position 24578: 0.014676699128507437
Position 1069: 0.014391034146627082
Position 35104: 0.014341293727058713
Position 31545: 0.013953283713758357
Position 1038: 0.013627913323271668
Position 35989: 0.013507393409293505
Position 31862: 0.012211780181032429
Position 33001: 0.00893045963921846
Position 35847: 0.00870646519688598
Position 33278: 0.007679732448780275
Position 32007: 0.00605644955403528
Position 6124: 0.005448321223835889
Position 31550: 0.004969381546798489
Position 2074: 0.004410791855306489
Position 38140: 0.004250095742803468
Position 35642: 0.003952798390911057
Position 33248: 0.0034655581232832253
Position 32961: 0.002218993780852598
Position 32232: 0.0020447324333497455
Position 32032: 0.0014212039087468367
Position 32536: 0.001060904690900753
Position 975: 0.0009058249435849069
Position 1953: 0.00089608962347314
Position 2179: 0.0007523737773024853
Position 1157: 0.0006140984468974461
Position 32478: 0.000552456628306034
Position 945: 0.00030461822310841595
Position 28099: 0.00013953449907060255
Position 27569: 4.83952672087145e-05
Position 25089: 4.319658647802775e-05
Position 24626: 4.1898080143995306e-05
Position 24766: 1.0630735253413647e-05
Position 19785: 9.931185880410194e-06
Position 19426: 8.730359395605748e-06
Position 19760: 8.449545395826942e-06
Position 22093: 5.156754375880085e-06
Position 20509: 3.943535230278773e-06
Position 21372: 2.94742317097522e-06
Position 20988: 2.234406683899129e-06
Position 14384: 8.09401700061152e-07
Position 7274: 4.838753429554918e-07
Position 13638: 4.244291677776606e-07
Position 13423: 1.7641786982059569e-07
Position 1350: 1.2368913285299108e-07
Position 14027: 9.93546514604605e-08
Position 9225: 9.849950981799033e-08
Position 9863: 3.74803158771502e-08
Position 6828: 2.7870964664378955e-08
Position 322: 2.2802606822881238e-08
Position 7148: 2.0396451486144274e-08
Position 2763: 2.0160227266327672e-08
Position 9994: 1.9705876564018393e-08
Position 5171: 1.9090368727834926e-08
Position 7650: 1.7998876253144768e-08
Position 660: 1.4591648398669367e-08
Position 5950: 1.297653111886239e-08
Position 1326: 1.2699787096181218e-08
Position 2367: 1.26021271951217e-08
Position 2915: 1.1898574392002703e-08
Position 3237: 1.1677498679574384e-08
Position 5892: 9.76105924868524e-09
Position 349: 9.094753297399672e-09
Position 6916: 8.233958323939156e-09
Position 4403: 8.233530167756081e-09
Position 2825: 6.228461586589524e-09
Position 3211: 5.2216774372352186e-09
Position 3696: 3.9381671309395565e-09
Position 764: 3.68228788993126e-09
Position 1532: 3.492545413395662e-09
Position 667: 3.3459731413226743e-09
Position 607: 3.3414874656821055e-09
Position 4176: 3.3039974984898236e-09
Position 2540: 3.010430279909339e-09
Position 358: 2.6793377577805106e-09
Position 2373: 1.7143825726136257e-09
Position 786: 9.849238361888632e-10
Position 900: 8.80413667446098e-10
Position 2393: 6.980623626134059e-10
Position 1529: 5.394957593202142e-10
Position 826: 5.371150319564457e-10
Position 718: 5.177262560494948e-10
Position 370: 2.0399560318687075e-10
Position 688: 1.9441118576119066e-10
Position 953: 1.1420643057589514e-10
Position 1190: 8.989328328456193e-11
Position 815: 7.131394753683272e-11
Position 789: 5.388837515097609e-11
Position 643: 4.820230533758592e-11
Position 983: 4.594033277519967e-11
Position 360: 3.405246357872033e-11
Position 872: 2.933160678069695e-11
Position 617: 2.028661117274458e-11
Position 622: 1.6754755181470933e-11
Position 384: 1.510712963742951e-11
Position 1256: 1.3044311132832374e-11
Position 3263: 1.1349599173724504e-11
Position 1052: 9.995818337532764e-12
Position 1937: 7.51421906279875e-12
Position 883: 5.388443343168521e-12
Position 578: 5.2586940042793975e-12
Position 671: 4.59649154437075e-12
Position 499: 3.6268977440715547e-12
Position 1781: 3.099126128685624e-12
Position 228: 3.0130629186436168e-12
Position 571: 1.1475710985064783e-12
Position 299: 1.1031398293637772e-12
Position 487: 1.0557101888254461e-12
Position 296: 8.014014986533817e-13
Position 465: 7.363142188509549e-13
Position 389: 7.190777319283866e-13
Position 859: 5.434487049046091e-13
Position 1749: 4.903463989730326e-13
Position 715: 3.414688128688311e-13
Position 277: 3.329295167178737e-13
Position 282: 3.1814722255623385e-13
Position 887: 1.8256476381807308e-13
Position 555: 1.682035703730089e-13
Position 853: 1.3169442510006772e-13
Position 693: 9.558127099955302e-14
Position 724: 3.0119097429241635e-14
Position 391: 2.2436619184734516e-14
Position 410: 2.006507361514505e-14
Position 210: 1.501314457258926e-14
Position 450: 1.3409415340501224e-14
Position 214: 1.3173878472232941e-14
Position 472: 6.9243261911273305e-15
Position 455: 6.3193828705861844e-15
Position 414: 5.285762368561807e-15
Position 421: 4.614787254065573e-15
Position 439: 3.857539852002391e-15
Position 403: 1.3343528033398548e-15
Position 264: 5.551242737314317e-16
Position 273: 4.2433781370041793e-16
Position 432: 2.0490894258445094e-16
Position 397: 1.9948364445129278e-16
