Gene = MTURN
Position 26327: 0.07276714016106411
Position 24527: 0.06094233778261719
Position 2519: 0.059610741782123146
Position 21043: 0.057264523654427
Position 2415: 0.04389101911455149
Position 7268: 0.04068425866299016
Position 24175: 0.03979798965685564
Position 24564: 0.03906807044662508
Position 4546: 0.030911088400259235
Position 9580: 0.029359651833162848
Position 26714: 0.02931140431418529
Position 2807: 0.023915282805375263
Position 6924: 0.02362703248978121
Position 2646: 0.023384311745535482
Position 20267: 0.02314443578663781
Position 5317: 0.021968472960358393
Position 1353: 0.021405434268637134
Position 757: 0.020676908999778896
Position 2391: 0.01911757626660517
Position 20950: 0.01734854327395899
Position 24856: 0.01574685775864425
Position 20235: 0.014847548938625199
Position 25160: 0.014842603241123539
Position 1079: 0.01279582903779634
Position 11797: 0.012580383829825736
Position 7490: 0.012532846885467101
Position 11366: 0.011288128291231238
Position 25139: 0.01057908766719561
Position 2739: 0.010517823423447557
Position 22812: 0.01015682471022243
Position 2488: 0.008418945417509724
Position 27701: 0.007975038309678464
Position 25521: 0.006473993283246194
Position 24902: 0.006386205444946365
Position 2262: 0.0062539822552287625
Position 25448: 0.005834460110241628
Position 2229: 0.005775480000141831
Position 2744: 0.0056871819733391605
Position 7432: 0.00563366579164453
Position 25610: 0.005143823363729799
Position 2368: 0.004980566173089463
Position 23027: 0.004850377206787287
Position 1992: 0.004157614861318444
Position 23066: 0.003918164697916534
Position 22649: 0.0032361323058859937
Position 27363: 0.003124721275731334
Position 1064: 0.003054365963989495
Position 2773: 0.0025464125427964164
Position 1581: 0.002424265983645838
Position 25299: 0.00235664269861081
Position 23488: 0.0019859236303621302
Position 26848: 0.0018603434425794607
Position 17479: 0.0016431756659863223
Position 2100: 0.0016156017952118783
Position 2879: 0.0015536755125828167
Position 903: 0.0015493822116478461
Position 26394: 0.0012422305265202608
Position 23548: 0.0011691452305775084
Position 2532: 0.0010139446927466692
Position 933: 0.0007672334912494827
Position 2379: 0.0006987791168517971
Position 1036: 0.0006350475421578514
Position 14322: 0.0005989938579320729
Position 14475: 0.0005288333181672632
Position 3515: 0.0005231149254725292
Position 1882: 0.00038452365834487656
Position 2130: 0.00036770663473307803
Position 2166: 0.00035521296138628865
Position 22947: 0.00035385136863850706
Position 24003: 0.00035233296219594804
Position 1308: 0.00033217637642336866
Position 23923: 0.00032000339642102173
Position 2026: 0.0003197806279199327
Position 1373: 0.00030895388516245857
Position 3568: 0.0002927573734956553
Position 3489: 0.00028939174980970305
Position 977: 0.00027055318114594637
Position 1548: 0.00025841100006388553
Position 2107: 0.0002568130947477789
Position 2660: 0.00025093075508369507
Position 20205: 0.0002352074783126668
Position 1587: 0.00023491736289049482
Position 1737: 0.0002274101775487041
Position 872: 0.0002005802525197804
Position 1636: 0.00018260329546502404
Position 5135: 0.00017894963052743484
Position 1691: 0.00017139553670306867
Position 2546: 0.00017055975282328795
Position 1336: 0.0001586402430906225
Position 8222: 0.0001337935256829651
Position 1715: 0.0001331477293700054
Position 1384: 0.00011231374176227047
Position 4859: 0.0001020452995185878
Position 906: 8.539209592417604e-05
Position 2304: 6.741348131180839e-05
Position 951: 6.457346216120078e-05
Position 338: 5.119896061004222e-05
Position 341: 4.916295388658639e-05
Position 1463: 4.6537491092705095e-05
Position 1917: 4.0984988996977845e-05
Position 1921: 3.094241651485306e-05
Position 1893: 2.8168961895273887e-05
Position 11622: 2.8098432677063795e-05
Position 911: 2.6262969985114386e-05
Position 2616: 1.6035293278620154e-05
Position 1850: 1.2705571282392131e-05
Position 1820: 1.0725406553900046e-05
Position 1853: 8.103487803632347e-06
Position 12064: 7.430188187540433e-06
Position 1538: 6.900024782696754e-06
Position 12879: 6.442452792136798e-06
Position 1267: 6.321796458599254e-06
Position 835: 6.235375148510051e-06
Position 640: 6.018015195142668e-06
Position 12105: 4.320661115950312e-06
Position 386: 1.5767273995949196e-06
Position 700: 1.457567057564631e-06
Position 738: 1.17562838601218e-06
Position 404: 1.0047589867395203e-06
Position 1896: 3.916518583474417e-07
Position 1858: 2.551450119309685e-07
Position 1276: 1.1575113747107776e-09
Position 359: 8.704138768896366e-10
Position 1008: 7.107228885567718e-10
Position 415: 7.059492512693216e-10
Position 401: 7.050824574496024e-10
Position 589: 5.043317994203487e-10
Position 710: 2.952778238292818e-10
