Gene = ZMAT2
Position 4875: 0.002587311887476427
Position 1465: 0.002532846640655514
Position 1291: 0.0024129524790924917
Position 5148: 0.002215181066016272
Position 399: 0.0021773972082689114
Position 1628: 0.002076421515353859
Position 3538: 0.0018503961749018465
Position 5287: 0.0018084944660667855
Position 2263: 0.001637844971193519
Position 3874: 0.0015007814095868064
Position 5909: 0.0014980569893359745
Position 1528: 0.0014359759287894045
Position 3839: 0.0014112466545704086
Position 1517: 0.001378655449307728
Position 2724: 0.0013578463102255022
Position 2701: 0.001099123745808766
Position 4635: 0.0010652176163054978
Position 5007: 0.0010229908757538708
Position 3825: 0.000977219305644877
Position 4365: 0.0009310487057534169
Position 4785: 0.0009279702476689327
Position 5587: 0.0008555779878592362
Position 2739: 0.0008477530954239029
Position 1373: 0.0007942418311186363
Position 3617: 0.0006975268590862445
Position 365: 0.0006972437222609987
Position 2015: 0.0006581757405229831
Position 3430: 0.0006541811382772854
Position 3498: 0.0006269928236527544
Position 3208: 0.0006055095876646555
Position 3110: 0.0006014570449866985
Position 3454: 0.00059275962278667
Position 5206: 0.0005893475829873848
Position 5840: 0.0005326222123940452
Position 6126: 0.000519992754976196
Position 5030: 0.0005132485800856325
Position 3346: 0.0004761785774226129
Position 4606: 0.0004759209515796554
Position 950: 0.00044137736519992896
Position 5594: 0.0004373440946516242
Position 2053: 0.00043561809911657647
Position 1714: 0.0004087489520265498
Position 4891: 0.0004078914093133759
Position 4007: 0.00034410582738811547
Position 511: 0.0003134220762119773
Position 1105: 0.0003130070628743128
Position 2285: 0.000302446915664092
Position 5876: 0.0002974485592665816
Position 5830: 0.0002918634886456651
Position 3081: 0.0002547225565047346
Position 6136: 0.00024687136270771495
Position 5054: 0.0002240755855600917
Position 6187: 0.0002212346190182748
Position 5585: 0.00021824224392526703
Position 5653: 0.00020455852708501038
Position 1036: 0.00020310088682015418
Position 4820: 0.00020095657603884257
Position 4971: 0.0001834877972529869
Position 2875: 0.00016994650755380208
Position 1261: 0.000168600626456569
Position 1250: 0.0001676380400825272
Position 446: 0.00016225576415507988
Position 1078: 0.00015658699401563622
Position 653: 0.0001502292683958589
Position 5245: 0.00014967279721062455
Position 688: 0.00014434977584344542
Position 3253: 0.00014383255595865364
Position 1394: 0.0001408708575604141
Position 3084: 0.00013308271356637366
Position 1892: 0.00013012322174070807
Position 4763: 0.0001152209540986928
Position 6282: 0.00011507146300572698
Position 4677: 0.00011476019479584693
Position 258: 0.00011375034753627244
Position 3163: 0.00010711564098686761
Position 4694: 0.00010516087856764788
Position 4270: 0.00010105225652346035
Position 6007: 9.843235687512028e-05
Position 4611: 9.547813899886348e-05
Position 2752: 9.263226357036493e-05
Position 251: 8.810908471248039e-05
Position 2666: 8.7590288609017e-05
Position 2539: 8.631512509443865e-05
Position 3495: 8.407637781097664e-05
Position 2451: 8.08328351086468e-05
Position 1383: 7.76732754750243e-05
Position 3312: 7.532140981289768e-05
Position 2927: 7.048539585966224e-05
Position 207: 6.417041754486745e-05
Position 5490: 6.207202403265083e-05
Position 1645: 6.088582161546022e-05
Position 6222: 5.962010732850852e-05
Position 1680: 5.9604263687739775e-05
Position 1541: 5.751815945947966e-05
Position 4098: 5.265511239048361e-05
Position 1980: 5.1758726392398415e-05
Position 2663: 4.590469924632911e-05
Position 6285: 4.459405117155773e-05
Position 1824: 4.3783830726050006e-05
Position 4338: 3.706374066280934e-05
Position 1685: 2.8840625029683526e-05
Position 599: 2.7941025294000868e-05
Position 2031: 2.6972343484917767e-05
Position 1018: 2.6646614962868147e-05
Position 342: 2.6441628000327054e-05
Position 690: 2.234312104965951e-05
Position 3953: 2.183307129672867e-05
Position 838: 1.4256754188862011e-05
Position 3922: 1.4239568062202495e-05
Position 209: 1.3797741734021927e-05
Position 777: 1.3718044023893348e-05
Position 1107: 1.1964128498738159e-05
Position 1040: 1.0150438463410175e-05
Position 415: 9.106080543141156e-06
Position 2465: 3.5699666124664184e-06
Position 2282: 3.0675360140918487e-06
Position 288: 2.8265380073148933e-06
Position 1867: 2.0284371672005107e-06
Position 2288: 1.744824850068061e-06
Position 1694: 1.5500745215494025e-06
Position 265: 1.4866483359223187e-06
Position 1233: 1.058666123754573e-06
Position 372: 1.0459931515152284e-06
Position 1583: 8.756131081195692e-07
Position 1700: 8.127341504661666e-07
Position 197: 6.383309380078466e-07
Position 732: 6.217432508088348e-07
Position 734: 6.17544154710864e-07
Position 521: 4.25857563583708e-07
Position 991: 3.0568212884101654e-07
Position 352: 3.015017189073728e-07
Position 282: 2.9966875631578725e-07
Position 3903: 2.49441700391744e-07
Position 606: 1.9203518522399555e-07
Position 2763: 1.737578609605489e-07
Position 918: 1.35141185261269e-07
Position 298: 1.1009007592695294e-07
Position 272: 1.0200711735349304e-07
Position 977: 8.572893156684272e-08
Position 843: 6.260300945155197e-08
Position 102: 5.4419787077844606e-08
Position 3177: 4.491898333742497e-08
Position 738: 4.235247851339798e-08
Position 547: 3.91554121345567e-08
Position 549: 2.5489216046254206e-08
Position 300: 2.124622966314042e-08
Position 374: 1.477181532947839e-08
Position 1971: 7.64581770529046e-09
Position 616: 5.371293796419152e-09
Position 566: 4.416285345724706e-09
Position 560: 4.259349018804613e-09
Position 309: 3.4178158645583804e-09
Position 79: 1.8255315956894773e-09
Position 564: 1.8136072807587053e-09
Position 562: 1.1195454418534149e-09
Position 571: 9.206793231314081e-10
Position 544: 8.163130936636184e-10
Position 766: 4.007685892747995e-10
Position 637: 3.869131015118508e-10
Position 1878: 2.6280293414976153e-10
Position 867: 1.9395482309022233e-10
Position 741: 1.9342494438040227e-10
Position 306: 1.761162072285163e-10
Position 319: 1.6076969278992017e-10
Position 126: 1.5714863731186966e-10
Position 168: 7.335242199144332e-11
Position 864: 4.785286880506929e-11
Position 647: 1.5384259306035277e-11
Position 532: 2.591523856347744e-12
Position 140: 3.041009452920439e-16
Position 165: 1.8920726235147179e-16
Position 148: 3.3365074009999683e-18
Position 162: 2.82860630918639e-18
