Gene = DAP3
Position 2126: 0.0007348607214533679
Position 2558: 0.0007325136580712301
Position 5240: 0.000634260394378531
Position 6257: 0.0006214702401384148
Position 2166: 0.0005784709393787757
Position 607: 0.0005775634552877102
Position 449: 0.0005696935475783413
Position 1706: 0.0005624530768894411
Position 5056: 0.0005495566207079312
Position 6300: 0.00048192019905697944
Position 9642: 0.0004773599431530318
Position 2057: 0.000417636876729981
Position 3289: 0.00041492097147875464
Position 6707: 0.00039830577218351917
Position 2937: 0.0003634613376932021
Position 2643: 0.00035036641432507833
Position 6776: 0.0003479614313902108
Position 4252: 0.00030055410520788827
Position 1141: 0.0002491892632387675
Position 11381: 0.0002463041042166575
Position 2350: 0.0002409781256962939
Position 1894: 0.00023551215989640087
Position 9252: 0.00022117512643903215
Position 2012: 0.0002203461703460453
Position 7741: 0.0002068125294991452
Position 11352: 0.00020445648370709442
Position 1245: 0.00019427701967126545
Position 10580: 0.00018833866674208315
Position 3775: 0.00017971558381125313
Position 8940: 0.0001796977779622576
Position 5987: 0.00017886231708546645
Position 1069: 0.0001652498618413909
Position 1198: 0.0001524041474507283
Position 1047: 0.0001506265560452932
Position 8690: 0.00014730381504044445
Position 10305: 0.00014023638287476804
Position 7510: 0.00013524268172837676
Position 7072: 0.00013327256753222465
Position 1453: 0.0001318319319311845
Position 3122: 0.00010867745072820324
Position 1006: 0.00010584258011087273
Position 9420: 0.00010526195905744863
Position 6752: 0.00010425999382442506
Position 7804: 9.150771353554058e-05
Position 7598: 8.931832761375107e-05
Position 6887: 8.895264532930583e-05
Position 1968: 8.371451746212227e-05
Position 2190: 8.322160324131719e-05
Position 3068: 7.273454856865704e-05
Position 394: 7.051453056305808e-05
Position 2698: 6.898186936341224e-05
Position 477: 6.232974065687514e-05
Position 265: 5.36282562880725e-05
Position 4295: 5.1609364115283064e-05
Position 547: 4.5195423166945695e-05
Position 3151: 4.183848061498029e-05
Position 245: 3.700273373429182e-05
Position 3165: 3.372616863284433e-05
Position 573: 2.785331350479212e-05
Position 2812: 2.7544548837414517e-05
Position 1026: 2.5916316545775537e-05
Position 2545: 2.1355508407042195e-05
Position 6284: 2.061970164489024e-05
Position 2253: 2.061566413873618e-05
Position 2861: 1.6261904131777275e-05
Position 1262: 1.6018651535433845e-05
Position 1167: 1.5309823583424154e-05
Position 3130: 1.405977808515022e-05
Position 182: 1.3254333901478236e-05
Position 1549: 1.2223161155144725e-05
Position 1615: 1.1918842676552078e-05
Position 1285: 1.1333790094461862e-05
Position 2671: 1.0865776978321612e-05
Position 3846: 1.0772398574419193e-05
Position 2828: 1.0011130863734047e-05
Position 2789: 9.880335550747719e-06
Position 569: 9.497696960739893e-06
Position 2844: 9.229994033514852e-06
Position 624: 6.439270905041232e-06
Position 5948: 5.911015484971916e-06
Position 403: 5.4634858760112125e-06
Position 269: 4.95656725444698e-06
Position 2662: 3.6530339497947496e-06
Position 2270: 3.409207601576633e-07
Position 2547: 1.4599884631661285e-07
Position 407: 2.6617488204266617e-10
Position 796: 1.5133572869861886e-10
Position 1372: 1.4623115238554319e-10
Position 1149: 8.063305871567592e-11
Position 790: 7.780418355557844e-11
Position 1159: 7.105431375086997e-11
Position 628: 6.531803706762641e-11
Position 734: 5.98944348940344e-11
Position 525: 5.545218994277136e-11
Position 989: 4.737305226992477e-11
Position 494: 4.2044127697616394e-11
Position 825: 3.8141856227712815e-11
Position 481: 2.88368303724692e-11
Position 761: 7.825241891569713e-12
