Gene = GDA

Sorted 3' Splice Sites (High to Low Probability):
Position 27069: 0.9702949518267426
Position 12683: 0.8206259682226188
Position 23737: 0.8089004222563405
Position 15865: 0.800792180386967
Position 22469: 0.6904961056049852
Position 9352: 0.491571879042141
Position 13534: 0.3450382358489931
Position 27340: 0.30168299618143835
Position 11923: 0.2977183571496765
Position 27391: 0.2516485747419383
Position 3270: 0.2441658429529938
Position 10494: 0.22838206799725372
Position 10427: 0.22606986425018613
Position 2544: 0.18274634225886374
Position 12645: 0.1552547446821443
Position 27365: 0.0914183753546981
Position 12417: 0.07573632443789878
Position 2468: 0.06823360801498737
Position 31165: 0.052603435895914034
Position 33837: 0.051580719447864555
Position 4606: 0.0453587875231059
Position 9356: 0.04370269748248933
Position 32980: 0.04247017269707963
Position 4719: 0.04110212238081541
Position 33594: 0.035692415269558395
Position 35741: 0.03548301057580062
Position 33886: 0.03363596038191659
Position 16182: 0.02197304958433632
Position 4668: 0.020361312070670618
Position 1360: 0.019515946370126807
Position 30337: 0.01929930589219054
Position 7344: 0.016530154436250655
Position 29534: 0.01591373905674223
Position 3609: 0.015702573919521724
Position 27652: 0.014202663343375778
Position 1336: 0.009931942578670106
Position 29998: 0.007768247086442274
Position 5974: 0.007515541049305436
Position 2561: 0.007495584356973761
Position 29476: 0.0071260899351723
Position 2348: 0.006995633221609747
Position 30241: 0.006908604384959489
Position 5335: 0.006224793187743904
Position 11852: 0.005861591368735079
Position 7282: 0.005600019400799988
Position 6537: 0.005577274197060436
Position 19337: 0.005016926674168805
Position 27533: 0.004074559023421824
Position 28970: 0.003969873554848808
Position 1803: 0.003593223595696018
Position 3311: 0.0029648269715804934
Position 27270: 0.0028350830054270316
Position 2399: 0.002254264050696764
Position 2413: 0.0019045053076907324
Position 1914: 0.0018550006376241704
Position 20107: 0.0017391316990161949
Position 2161: 0.0013044668478130702
Position 1103: 0.0012455534756406243
Position 1687: 0.0011393197194560882
Position 2493: 0.0010887571726569028
Position 736: 0.0009923467280139138
Position 2546: 0.0009735966874420305
Position 20353: 0.000946741968583491
Position 20197: 0.0008128181222349795
Position 1592: 0.0007814924755369589
Position 1174: 0.0007814919103652296
Position 4553: 0.000643743267322616
Position 983: 0.0006278690818363772
Position 1204: 0.0005726213221451696
Position 1607: 0.0005207904830452448
Position 1632: 0.0004965251833761904
Position 21184: 0.00037617267129143783
Position 3381: 0.00036570914432890644
Position 17471: 0.00014729710376821335
Position 680: 0.00014242110482392604
Position 17674: 0.00012924814391926083
Position 14501: 0.00012541707581981487
Position 3504: 8.47385303840717e-05
Position 2323: 6.937975826957959e-05
Position 316: 6.70410406212626e-05
Position 3294: 6.350507195041647e-05
Position 780: 5.171874179913837e-05
Position 14547: 4.824928789126088e-05
Position 293: 4.624755867742904e-05
Position 896: 4.5560166467498834e-05
Position 15602: 4.038300051098547e-05
Position 13738: 3.9538471212168406e-05
Position 3314: 3.93895209266624e-05
Position 1690: 3.7463585518956e-05
Position 911: 3.742151491398221e-05
Position 3223: 3.328224588824916e-05
Position 2606: 2.6718396666222605e-05
Position 2579: 2.662278084503281e-05
Position 758: 2.6118210675238762e-05
Position 587: 2.5077081813031238e-05
Position 1003: 2.2740729305239517e-05
Position 370: 2.2003428310442972e-05
Position 11485: 2.069950738187613e-05
Position 13215: 2.061490640882026e-05
Position 2320: 1.644906616459264e-05
Position 2059: 1.6334301129948982e-05
Position 930: 1.3890784462843507e-05
Position 2185: 1.284810307154432e-05
Position 1228: 1.2464678235877784e-05
Position 1376: 1.1324161510595915e-05
Position 388: 1.056350671289745e-05
Position 1180: 8.966262953588264e-06
Position 416: 4.973111922735911e-06
Position 1615: 2.71994226674493e-06
Position 1780: 2.599444870741423e-06
Position 1723: 2.3455891763345883e-06
Position 1451: 1.492533400600661e-06
Position 1046: 1.293185238812938e-06
Position 8187: 1.1694544180434416e-06
Position 6770: 1.1529442768960352e-06
Position 3787: 7.768178868583616e-07
Position 4945: 6.930245038618016e-07
Position 8470: 4.612658029052758e-07
Position 1445: 4.54966909828232e-07
Position 1210: 3.564643156443712e-07
Position 4213: 2.3774374219723695e-07
Position 4836: 6.599907903462255e-08
Position 4280: 4.971708213197983e-08
Position 3234: 4.932598087353106e-08
Position 533: 1.0841184812627003e-08
Position 1147: 1.616444010754972e-10
Position 1132: 1.2208464894059917e-10
Position 915: 7.662421781944977e-11
Position 1249: 4.787221732587853e-12
Position 1387: 4.140821254480064e-12
Position 419: 4.096537240449482e-12
Position 689: 3.8071630738372465e-12
Position 738: 3.725515246686275e-12
Position 783: 3.2037234073494633e-12
Position 604: 1.7289273624404364e-12
Position 460: 1.6347271750986973e-12
Position 463: 1.3656069483198576e-12
Position 320: 1.3258469223494884e-13
Position 918: 1.056354451241126e-13
Position 261: 9.755446447093082e-14
Position 429: 8.671655966816597e-14
Position 642: 6.136191460736837e-14
Position 336: 4.572551701899166e-14
