Gene = AMT
Position 1884: 0.000334507311495894
Position 3641: 0.000330005087685417
Position 296: 0.0003286601872495977
Position 571: 0.00032784911639721637
Position 1916: 0.00032109505685929155
Position 471: 0.00031382348964906415
Position 211: 0.00028115074878233754
Position 2339: 0.00025911328698012244
Position 566: 0.00022833217002713133
Position 2821: 0.00020874546959139253
Position 3566: 0.00018579513915713608
Position 2654: 0.00016010140198279664
Position 955: 0.00015517407141430947
Position 1782: 0.00015448774334157525
Position 392: 0.00013478724175165313
Position 1858: 0.00012533407834653656
Position 746: 0.00012323542359895937
Position 2482: 0.00010447236245221719
Position 3626: 9.368388047157692e-05
Position 3943: 8.696270986433696e-05
Position 3876: 8.164746477117463e-05
Position 2801: 8.04099424031901e-05
Position 683: 7.953858465633314e-05
Position 2017: 7.61853454426583e-05
Position 558: 7.553635357706744e-05
Position 3105: 6.575444677058774e-05
Position 2010: 6.501946901638361e-05
Position 207: 5.763855996592663e-05
Position 1898: 4.918070613866946e-05
Position 159: 4.7621452551821453e-05
Position 751: 4.6528243322560694e-05
Position 2804: 3.933705721069104e-05
Position 434: 3.8877754188316454e-05
Position 582: 3.510909941003965e-05
Position 1552: 2.936719925797682e-05
Position 350: 1.407406098816536e-05
Position 1160: 1.3562080913577354e-05
Position 227: 1.2045087855257555e-05
Position 962: 1.106835168163922e-05
Position 1197: 9.830753129516424e-06
Position 763: 9.162469059924438e-06
Position 1016: 6.97922777488614e-06
Position 1244: 5.951687851836412e-06
Position 808: 4.6847078808786984e-06
Position 209: 4.594027451197612e-06
Position 419: 3.712495433538232e-06
Position 2330: 3.2091244770041984e-06
Position 3982: 1.3978665885782621e-06
Position 222: 5.365268591326823e-07
Position 760: 1.9261624720967234e-07
Position 401: 1.6957031198771447e-07
Position 88: 1.0689923500464287e-07
Position 308: 6.830286168735412e-08
Position 403: 3.600367833299702e-08
Position 310: 3.2518559298471604e-08
Position 77: 2.720747266462377e-08
Position 429: 1.6764732478442704e-08
Position 90: 2.2949613419509016e-09
Position 94: 1.0920353547949942e-09
Position 319: 3.960737990350764e-10
Position 109: 2.4316271109183916e-10
Position 101: 1.4367148783125116e-11
Position 103: 6.975274858176476e-14
