Gene = SAXO1
Position 203: 1.3183229543645516e-05
Position 541: 1.2234545627536918e-05
Position 261: 1.0398504367464852e-05
Position 3576: 1.7493452106824617e-06
Position 1845: 1.718071996431965e-06
Position 4250: 1.4924068990322021e-06
Position 739: 6.72061314309482e-07
Position 1820: 6.207410768513801e-07
Position 1872: 5.0908530600298e-07
Position 235: 3.703215800819103e-07
Position 1385: 2.738666863759e-07
Position 744: 2.41630912013875e-07
Position 675: 1.0246175373298744e-07
Position 783: 8.61810549732922e-08
Position 649: 7.006115771739053e-08
Position 157: 5.024798690702278e-08
Position 285: 4.845428693080232e-08
Position 134: 4.6710927319984636e-08
Position 640: 4.4582522431217965e-08
Position 269: 4.4578266355566514e-08
Position 393: 3.1389627416818384e-08
Position 114: 3.028199689248712e-08
Position 251: 2.925635604132707e-08
Position 1793: 2.5719613383262547e-08
Position 1790: 2.527506800717264e-08
Position 608: 2.3788173232289e-08
Position 1279: 1.7720934462211062e-08
Position 103: 1.7368611887530615e-08
Position 177: 1.6585636266387925e-08
Position 1297: 1.6425921950877422e-08
Position 792: 1.2633103764111846e-08
Position 721: 7.2322969463043665e-09
Position 225: 7.044748228644677e-09
Position 916: 5.743181842348557e-09
Position 121: 5.346552641549859e-09
Position 697: 5.190253255750293e-09
Position 383: 4.6643946356403916e-09
Position 873: 4.202719869904917e-09
Position 365: 3.821196619490005e-09
Position 291: 3.618961947610391e-09
Position 723: 2.299730150614576e-09
Position 322: 2.0804371430518254e-09
Position 552: 1.88699133989318e-09
Position 336: 1.290930682504664e-09
Position 186: 1.7805717904892366e-10
Position 106: 8.736191784811845e-11
