Gene = SNTN
Position 400: 1.6938558241557048e-06
Position 558: 4.1307984671864204e-07
Position 24: 2.3229728625349881e-07
Position 159: 1.5428308444041258e-07
Position 995: 1.3983763437339434e-07
Position 230: 1.0379957477187069e-07
Position 193: 8.93721042472443e-08
Position 479: 7.179388471553015e-08
Position 926: 3.2473259528458895e-08
Position 867: 2.2890067171037905e-08
Position 702: 6.4558428626381505e-09
Position 458: 4.6845511940140946e-09
Position 398: 2.273644282323007e-09
Position 912: 8.264484670470214e-10
Position 199: 4.144653086952563e-11
Position 134: 1.3006868799589388e-11
Position 488: 1.0393228085488885e-11
Position 440: 5.372606863616458e-12
Position 147: 3.991548520090684e-12
Position 568: 7.905676836448398e-13
Position 470: 2.7618825919328535e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 2093: 0.7532246969748724
Position 11268: 0.5744265150434115
Position 7056: 0.43279639656959623
Position 7114: 0.3767527481323484
Position 6198: 0.31185036756750106
Position 3404: 0.25998887539439663
Position 6457: 0.1396377759168129
Position 2034: 0.12396697642408167
Position 11641: 0.12050751342003699
Position 5463: 0.09526647032827565
Position 733: 0.08511699176932316
Position 5358: 0.0714536435306897
Position 6648: 0.06818805846368141
Position 6933: 0.04919803245469679
Position 3142: 0.04693992397904058
Position 3090: 0.04681200858784832
Position 11028: 0.04548261120591263
Position 1239: 0.03527277370672539
Position 11538: 0.03324131134189041
Position 3484: 0.026622768947884498
Position 6460: 0.023524466120626863
Position 10371: 0.023296811110413602
Position 11563: 0.017266699551337097
Position 10018: 0.017077353043001554
Position 6215: 0.013926125290558
Position 1484: 0.011723835801918207
Position 2385: 0.009197080695171162
Position 2406: 0.009012505913341018
Position 6898: 0.008100818132789239
Position 6579: 0.007384198554441878
Position 1149: 0.007253088991739124
Position 2062: 0.00679218754246049
Position 1652: 0.006731184414227503
Position 3106: 0.006561898414025889
Position 2331: 0.006282278586265098
Position 1697: 0.005809252245819698
Position 626: 0.0054636845074369925
Position 9850: 0.004723806948349308
Position 3523: 0.004631017916522197
Position 7332: 0.004617779543708565
Position 2279: 0.004204654640850523
Position 3439: 0.003946270753866576
Position 8471: 0.003230151634156325
Position 9298: 0.0028006194595767316
Position 9262: 0.0026196314747749306
Position 513: 0.0025977430776667467
Position 7183: 0.002467816296571831
Position 4394: 0.00242801171081832
Position 11177: 0.0023660233223359146
Position 3270: 0.002281624030709924
Position 3152: 0.0022312555746736478
Position 3950: 0.0019439955544824036
Position 1543: 0.001706529908445424
Position 3559: 0.0016589066460962788
Position 1761: 0.001573426367298712
Position 4633: 0.0014934366799240148
Position 2478: 0.0013803305457083849
Position 8415: 0.0012829504782738465
Position 2345: 0.0012512393792308547
Position 4265: 0.001246572632782092
Position 8278: 0.0012229832107887634
Position 10496: 0.001197333212208891
Position 4899: 0.001099580081214336
Position 8018: 0.001076107116550784
Position 3066: 0.0010704334577787363
Position 3003: 0.0008418680919479432
Position 8524: 0.0008357295096039783
Position 4344: 0.0008286810293231743
Position 1957: 0.0007898633073243055
Position 2735: 0.0007860596186016808
Position 1932: 0.0007246945983504497
Position 9493: 0.0007094896077346971
Position 668: 0.0007021258265575129
Position 2750: 0.0006370223967373919
Position 1618: 0.0005621626567306288
Position 2700: 0.0005497371039053837
Position 1981: 0.0005417895222055579
Position 1397: 0.0005410551384167473
Position 9377: 0.0005175065436444004
Position 693: 0.0005093157849048174
Position 9007: 0.0005076406230392725
Position 554: 0.0005030415746834363
Position 2943: 0.0004683414057299873
Position 9019: 0.00044065494486189463
Position 3283: 0.0004189048443464468
Position 2937: 0.0004080219150551284
Position 5858: 0.0002893210842579364
Position 7481: 0.00026211135893386346
Position 836: 0.00021146792981505374
Position 636: 0.0002112804218427999
Position 4934: 0.0001893526092692743
Position 4089: 0.00018234205326633023
Position 2883: 0.00017582144212805584
Position 5404: 0.00016251062733885116
Position 751: 0.00015122677037503318
Position 896: 0.00012525934888530147
Position 2419: 0.00012208987409068737
Position 923: 0.00011468502528328884
Position 1300: 9.861018692816856e-05
Position 4972: 9.630649420216257e-05
Position 1174: 9.126234088877292e-05
Position 1555: 8.41951229997737e-05
Position 4691: 8.23964870649838e-05
Position 4729: 7.972243713570144e-05
Position 4964: 7.604370690294519e-05
Position 206: 7.541041279411437e-05
Position 1365: 7.152196974082212e-05
Position 2173: 6.341596093929946e-05
Position 1765: 5.892479951410275e-05
Position 1519: 5.7800077565298e-05
Position 861: 5.280633308184962e-05
Position 1737: 5.062316008169652e-05
Position 1671: 4.917873829309736e-05
Position 2424: 4.4440820409366596e-05
Position 709: 4.4132075128413104e-05
Position 786: 4.0724085420390865e-05
Position 912: 3.791707805493308e-05
Position 2341: 3.693389567812552e-05
Position 2205: 3.681118250833443e-05
Position 2122: 2.9738697080689282e-05
Position 753: 2.7942404268987838e-05
Position 2433: 2.6969121956533592e-05
Position 2447: 2.4658361269138784e-05
Position 1712: 2.4016102781405564e-05
Position 300: 2.3861837081073515e-05
Position 1563: 2.348110264200747e-05
Position 1402: 2.2955069683940065e-05
Position 1453: 2.1555991462083422e-05
Position 2551: 2.0678849821784654e-05
Position 880: 1.7971797881779494e-05
Position 2533: 1.6461800488748733e-05
Position 812: 1.3520402751394573e-05
Position 2585: 1.184604634128248e-05
Position 1033: 1.0677227991355265e-05
Position 527: 8.426435132329647e-06
Position 877: 8.280434434143416e-06
Position 285: 6.395184222005974e-06
Position 1839: 5.411137692718287e-06
Position 1490: 1.680810677166502e-06
Position 760: 1.1580223501637937e-06
Position 1910: 1.0471416459132882e-06
Position 3535: 1.0034483315822433e-06
Position 430: 8.30728312283302e-07
Position 558: 5.012521002867685e-07
Position 230: 4.849054199672905e-07
Position 403: 4.1755853159290544e-07
Position 516: 4.0087074175908144e-07
Position 1892: 3.157607665558783e-07
Position 985: 3.0740248723706746e-07
Position 819: 2.652056808253337e-07
Position 564: 2.367589522428876e-07
Position 768: 2.2493634138309346e-07
Position 783: 2.0367363357103247e-07
Position 795: 1.8143495218037926e-07
Position 867: 1.3168817811111367e-07
Position 215: 1.197223406625974e-07
Position 926: 9.464299775372145e-08
Position 645: 7.76471225888129e-08
Position 581: 7.605652352167021e-08
Position 1008: 7.143825743067468e-08
Position 479: 6.879206590948008e-08
Position 220: 6.420225577143301e-08
Position 361: 5.430055843559387e-08
Position 2442: 4.4597917219815754e-08
Position 2524: 4.3432659096545354e-08
Position 849: 4.313558007439667e-08
Position 1847: 4.2243316118765015e-08
Position 465: 4.18251462462024e-08
Position 2305: 4.109591207863037e-08
Position 314: 3.994227669330209e-08
Position 763: 3.256628196305481e-08
Position 587: 3.193455387981623e-08
Position 672: 2.888050765154181e-08
Position 2488: 2.4841359510806292e-08
Position 114: 2.325560794922326e-08
Position 771: 2.30631001232553e-08
Position 1602: 2.001925381899846e-08
Position 1567: 1.691161109347023e-08
Position 568: 1.518469509958726e-08
Position 803: 1.3684724749499556e-08
Position 765: 1.2933551218438077e-08
Position 1657: 6.503275549872127e-09
Position 321: 4.2680145524406024e-09
Position 193: 1.7662422063487247e-09
Position 89: 8.049598845436205e-10
Position 1803: 3.4300861424452423e-10
Position 432: 1.3797038663203505e-10
Position 590: 8.1713317034126e-12
