Gene = CASD1
Position 5741: 0.008620271898334657
Position 29047: 0.008516725620195283
Position 29509: 0.0078015460287439095
Position 2043: 0.007586025261027307
Position 8017: 0.007352886304837618
Position 39088: 0.00722976166064687
Position 18890: 0.0070985773021607695
Position 33430: 0.006975014073730553
Position 2121: 0.006773679534529139
Position 927: 0.006731404995730907
Position 6799: 0.0065694981954685545
Position 34666: 0.00627510387284979
Position 12904: 0.006150059389955314
Position 1045: 0.005267185642754973
Position 29004: 0.005165548909826154
Position 18726: 0.005123710011034859
Position 1724: 0.004956128479997288
Position 44907: 0.004453416876929435
Position 1684: 0.004250057961437726
Position 7792: 0.004153015525034099
Position 43326: 0.0041225121180877514
Position 5114: 0.004063931393259789
Position 8289: 0.0038558414813140932
Position 208: 0.003815739376817183
Position 6681: 0.003649920645943837
Position 44924: 0.0035513849190594977
Position 2058: 0.003549560352542664
Position 6918: 0.003435320271824631
Position 11180: 0.0030771243618372547
Position 42375: 0.003067183211209713
Position 2818: 0.003057962621186185
Position 42052: 0.0029884491595089176
Position 7960: 0.002944841600629204
Position 8427: 0.0029205145468915723
Position 2497: 0.002786345760176937
Position 18910: 0.0027310617526776883
Position 5132: 0.002608301405353121
Position 30002: 0.002453323676504411
Position 43724: 0.0022858892070719977
Position 28964: 0.0022789168309811647
Position 13850: 0.002243526410926751
Position 2027: 0.0021261653850671225
Position 7020: 0.0021049567214012264
Position 41838: 0.002097866770247066
Position 13242: 0.0020689628277234585
Position 278: 0.0018713597990021374
Position 2055: 0.001857976324106107
Position 2154: 0.0017934030033920716
Position 2356: 0.0017512686586201448
Position 7981: 0.0017428170492351396
Position 27673: 0.0016593835435277633
Position 944: 0.0015708394060569082
Position 42861: 0.0015659175852212734
Position 2576: 0.0014929782907327155
Position 42090: 0.001461010182961628
Position 8649: 0.0013646423288930039
Position 8356: 0.0013066729463337707
Position 24393: 0.001297493252318995
Position 2494: 0.001083074381117052
Position 43861: 0.0010376786775810683
Position 29622: 0.0010220535425622885
Position 28986: 0.0010062872675886238
Position 24413: 0.0009997676479465254
Position 13342: 0.0009816499454294869
Position 2544: 0.0009153926069827803
Position 339: 0.0009014451597624657
Position 2696: 0.0008266202954064308
Position 987: 0.0007849526460797211
Position 36982: 0.000778233777097089
Position 37273: 0.0007499364845211141
Position 2524: 0.0007066667389842945
Position 8451: 0.0006254909350970122
Position 14143: 0.0006134311872976569
Position 2094: 0.0005954117378647379
Position 2868: 0.0004909887534975261
Position 8024: 0.0004851081823744127
Position 43315: 0.00047166608914837074
Position 2922: 0.00046849656309574223
Position 42629: 0.00040671012310719134
Position 2541: 0.00040341263031902865
Position 2749: 0.00039035710795876875
Position 8409: 0.00035225093896970095
Position 44550: 0.00030462275342542686
Position 13925: 0.0002999877557509152
Position 42330: 0.00025976316430641124
Position 13881: 0.00025923826465315823
Position 8804: 0.00025047217582108085
Position 45166: 0.00023972212231650265
Position 42002: 0.00021579865585876035
Position 286: 0.00018373391219095393
Position 24882: 0.00013979047609453154
Position 41906: 0.00013279684978898275
Position 1462: 0.00011823790803670834
Position 36213: 7.266530387735917e-05
Position 24389: 6.911032246891119e-05
Position 24175: 6.859464096467496e-05
Position 24195: 4.973318014735987e-05
Position 24975: 4.927292850481057e-05
Position 24833: 4.627832030597043e-05
Position 8552: 4.4338249067966604e-05
Position 24080: 3.205931819567247e-05
Position 24083: 3.122285156121058e-05
Position 1411: 1.8861058156640475e-05
Position 41911: 1.6616902760309393e-05
Position 1396: 1.4781073391903123e-05
Position 1557: 7.18315152760432e-06
Position 875: 6.44384537909963e-06
Position 1632: 3.289147583526043e-06
Position 1362: 2.4427749596566213e-06
Position 389: 2.3047242535876667e-06
Position 566: 2.1285619250102945e-06
Position 1084: 1.960989130673568e-06
Position 449: 1.8070497539855105e-06
Position 569: 1.6626731022940138e-06
Position 316: 1.6393885257200743e-06
Position 767: 1.5586366260666438e-06
Position 796: 1.4110378027414406e-06
Position 1130: 1.2103141339063488e-06
Position 1428: 1.1914447328431192e-06
Position 1031: 1.1308652000573075e-06
Position 890: 1.0281223471083294e-06
Position 1256: 8.056694872959628e-07
Position 1057: 7.025013518585163e-07
Position 355: 6.571765147846453e-07
Position 556: 6.114699970324485e-07
Position 1473: 5.934545088851659e-07
Position 1437: 5.850421478909816e-07
Position 697: 5.119380012794506e-07
Position 1089: 4.74475156214604e-07
Position 619: 4.6681233630008327e-07
Position 223: 4.658751507538857e-07
Position 748: 3.2545573099568477e-07
Position 42571: 2.5869673686543614e-07
Position 650: 1.0613487724942052e-07
Position 8606: 8.286116468966423e-08
Position 604: 6.558064955866363e-08
Position 997: 3.241424321413512e-08
Position 1018: 2.9067124493225298e-08
Position 322: 2.7020501097719062e-08
Position 217: 2.693751222624941e-08
Position 951: 2.6638736809840098e-08
Position 849: 2.610989978894333e-08
Position 584: 2.5561294959020253e-08
Position 36349: 1.9287292034369255e-08
