Gene = CMSS1
Position 1164: 6.687722322248551e-08
Position 691: 6.684627256269719e-08
Position 221: 5.947844026145503e-08
Position 112: 4.956467480187988e-08
Position 1580: 3.8628320530232404e-08
Position 297: 3.451278963023725e-08
Position 700: 1.8346175466855196e-08
Position 739: 1.596422842396165e-08
Position 314: 8.066579345925199e-09
Position 410: 5.427009687522024e-09
Position 391: 4.031146046360631e-09
Position 672: 3.0583989924955154e-09
Position 565: 2.611446331763537e-09
Position 760: 8.716287688857294e-10
Position 486: 7.978888884534375e-10
Position 29: 8.141913121476416e-11
Position 480: 5.942700179449117e-11
Position 31: 2.442038889052145e-11
Position 49: 1.9781850266025542e-16
Position 3: 3.952897746961536e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 9382: 0.42126255590790307
Position 8721: 0.2919545625913563
Position 1554: 0.18594055250864916
Position 10997: 0.16684695987930642
Position 1191: 0.10407426031593638
Position 3347: 0.06934411185592693
Position 2626: 0.06666679599771268
Position 5151: 0.0652425379310942
Position 18746: 0.06366177775876576
Position 9148: 0.06362598917142168
Position 9085: 0.062327613802723766
Position 7967: 0.06213884614144785
Position 7988: 0.05017456432412845
Position 3291: 0.04464011927604358
Position 4476: 0.042543625338658506
Position 1446: 0.03537667541424574
Position 2382: 0.03469918282428754
Position 2640: 0.029064766087564607
Position 5173: 0.026950989083156247
Position 8749: 0.024619308696590823
Position 16322: 0.02231177964507086
Position 1125: 0.01797607081314479
Position 2407: 0.01718836958171573
Position 1305: 0.01681120083127064
Position 1712: 0.016163191510765403
Position 15506: 0.01578198596545528
Position 1398: 0.015000377964097632
Position 14417: 0.014340642106843498
Position 6736: 0.012901948394258777
Position 5001: 0.010632642711373572
Position 2544: 0.009373998803709985
Position 2547: 0.00923317506579661
Position 10235: 0.008934819884563554
Position 1147: 0.007649238338115736
Position 12166: 0.00720227227965415
Position 13641: 0.007093280259123392
Position 4536: 0.006897095812650894
Position 1580: 0.005785265266786642
Position 858: 0.005773252173844916
Position 11599: 0.005647483611997883
Position 3552: 0.005177980315918727
Position 6649: 0.00452700153906983
Position 2573: 0.0042269121651234585
Position 3252: 0.004044090239628069
Position 3013: 0.0030464918315701536
Position 545: 0.002808285187429008
Position 11291: 0.0026737113665687815
Position 1250: 0.002593370254523475
Position 9743: 0.0024052612780385684
Position 3851: 0.0021851363851038566
Position 7884: 0.0019506159084740685
Position 1481: 0.001775315840183404
Position 2525: 0.0016160130043112607
Position 3490: 0.0015271676703053642
Position 2979: 0.0015058015072251492
Position 5354: 0.001190248244630976
Position 2806: 0.0011489094442726825
Position 3721: 0.001120223981466173
Position 2351: 0.0010100517336751466
Position 1598: 0.0010051270270790742
Position 9452: 0.0009798283776971685
Position 1564: 0.0009703511570056776
Position 2731: 0.0007612080593788691
Position 1152: 0.0007329422719559316
Position 7963: 0.0006987328535451579
Position 309: 0.0006681275117904408
Position 5329: 0.0006629626968583172
Position 7692: 0.0006512169996404001
Position 1070: 0.0006085187105542698
Position 7784: 0.0005651123965061363
Position 6797: 0.0004663585310254035
Position 1602: 0.00045737166034837796
Position 517: 0.0004207170465141946
Position 466: 0.0003971442865766569
Position 3019: 0.00038678503326621287
Position 5814: 0.00035329547740207566
Position 6655: 0.00033971972791456873
Position 6109: 0.00033009144843176635
Position 5869: 0.0002985659487594138
Position 3532: 0.0002828119020552375
Position 2226: 0.0002514489930235298
Position 1049: 0.00023811787704739173
Position 1208: 0.0002371883278476557
Position 5490: 0.0002101230666091208
Position 3826: 0.0002020316339430225
Position 5224: 0.00019423905401250182
Position 418: 0.00018509706257828417
Position 1894: 0.00016760822762169688
Position 999: 0.00014431629108955087
Position 384: 0.0001402562769968282
Position 1149: 0.00013021214168436378
Position 306: 0.00012979062833367032
Position 1965: 0.00012527199345558168
Position 1687: 0.00011531371929246047
Position 405: 9.441797816092493e-05
Position 1748: 8.792243773920764e-05
Position 577: 6.591419881420499e-05
Position 2823: 6.410362782368397e-05
Position 1531: 5.4087208405980243e-05
Position 1346: 5.0508116058495135e-05
Position 805: 4.99535191509897e-05
Position 677: 4.581665295207131e-05
Position 2877: 4.0646383025961754e-05
Position 2702: 3.708760703881171e-05
Position 1523: 3.6377417376049345e-05
Position 623: 3.1262845972832815e-05
Position 2481: 3.101868846429171e-05
Position 1021: 2.7743221112851026e-05
Position 1311: 2.267066553778989e-05
Position 5177: 2.2409575961610357e-05
Position 422: 1.9303918904089282e-05
Position 441: 1.679607211290871e-05
Position 605: 1.425674721612459e-05
Position 754: 1.3216287817096542e-05
Position 1507: 1.2672798395723674e-05
Position 1457: 1.137561562748028e-05
Position 921: 8.538139732257624e-06
Position 802: 6.119173123625564e-06
Position 1018: 6.109644395993933e-06
Position 958: 5.682496765087635e-06
Position 1156: 4.031072693587513e-06
Position 718: 3.548820892273729e-06
Position 495: 1.0849541060818875e-06
Position 1054: 7.390692432823547e-07
Position 2266: 1.915322954887023e-07
Position 388: 1.8908569004276255e-07
Position 551: 1.8700846656067477e-07
Position 491: 1.0375281382106818e-07
Position 723: 6.37378677371695e-08
Position 480: 4.6323423922193804e-08
Position 476: 4.316981547851572e-08
Position 827: 3.5871490066542447e-08
Position 1489: 2.660283923311862e-08
Position 338: 2.395201889682179e-08
Position 270: 8.505232366198284e-09
Position 426: 7.500244669157996e-09
Position 562: 6.4415753386120285e-09
Position 559: 5.031977738809395e-09
Position 685: 4.126169920657325e-09
Position 361: 2.5160882285810903e-09
Position 330: 2.4366097537679614e-09
Position 493: 7.75283362021928e-10
