Gene = SIGMAR1
Position 1145: 0.00026019597002857977
Position 2975: 0.00024822815428762545
Position 1098: 0.00020719393830273853
Position 2353: 0.00018736158275276814
Position 1237: 0.00018656168826828453
Position 2244: 0.0001638941063254185
Position 1545: 0.00016004609910582582
Position 318: 0.0001080283755866714
Position 364: 7.254184598957502e-05
Position 1328: 6.924465265759705e-05
Position 556: 4.1061321619287645e-05
Position 145: 3.809524460071148e-05
Position 430: 2.551201563095306e-05
Position 79: 9.591211898409613e-06
Position 287: 7.739024196337469e-06
Position 596: 7.235479415546451e-06
Position 505: 6.508496359457826e-06
Position 698: 5.370360916533988e-06
Position 277: 3.999781571836531e-06
Position 174: 3.6486969134250996e-06
Position 194: 3.3855838470935597e-06
Position 743: 2.5314237891550297e-06
Position 1308: 2.4666547887124288e-06
Position 932: 1.7319776836403558e-06
Position 757: 1.5792898796351585e-06
Position 801: 1.2675715033889133e-06
Position 856: 1.0443201518395327e-06
Position 236: 9.60688655324585e-07
Position 1332: 7.643690008393061e-07
Position 1200: 7.51983666580421e-07
Position 238: 7.111143193902768e-07
Position 786: 5.919435234614085e-07
Position 859: 4.356299774522575e-07
Position 741: 3.6107840302976376e-07
Position 272: 3.077735798694492e-07
Position 217: 1.3855004700093342e-07
Position 243: 5.1434995167760175e-08
Position 267: 3.1477816439321275e-08
Position 196: 1.6119277830714615e-08
Position 200: 1.539069781991088e-08
Position 739: 9.103051345250436e-09
Position 205: 6.342991138555613e-09
Position 562: 1.0331963172431541e-09
Position 573: 1.0251635523908244e-09
Position 252: 2.510079046115126e-10
Position 761: 2.4076958102840127e-10
Position 229: 2.195493739723624e-12
Position 247: 1.5763914942654769e-13
