Gene = BTLA
Position 419: 2.874178591906582e-13
Position 444: 4.5677587734919486e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 19791: 0.4701345517332351
Position 2216: 0.14198291931586257
Position 6195: 0.11565694947440752
Position 9981: 0.1088681970135256
Position 10012: 0.07368449267215994
Position 1950: 0.06081303714085522
Position 10245: 0.05092243642294089
Position 15989: 0.0438095186313596
Position 7794: 0.031071514306056088
Position 9280: 0.029119628394600652
Position 1531: 0.027884110620834866
Position 8964: 0.02647066908307714
Position 12928: 0.02632514915381709
Position 2238: 0.023738961480369906
Position 3308: 0.022178725320888985
Position 2017: 0.020439389094266482
Position 12003: 0.016792043693570402
Position 13447: 0.015520312506976865
Position 3984: 0.015256816973309264
Position 9521: 0.01524868387957832
Position 5458: 0.014008026166667338
Position 15600: 0.013560147447605744
Position 11982: 0.010123958247355375
Position 5200: 0.007630708463950618
Position 199: 0.0075586844005905655
Position 3100: 0.007523119625878731
Position 4032: 0.005210949246648749
Position 4533: 0.005019365670992534
Position 7282: 0.003935468012051092
Position 369: 0.003836261121660512
Position 10500: 0.0031727540578681836
Position 12528: 0.0030637648099069836
Position 2492: 0.0029663645432313167
Position 4814: 0.0023225655481681207
Position 6236: 0.0020582742939852117
Position 9136: 0.0018628547395696724
Position 5454: 0.0018017798698794056
Position 1105: 0.0017243708391169147
Position 1498: 0.0015458771876142275
Position 1998: 0.0015429833758140365
Position 5036: 0.001382722099876749
Position 9719: 0.0013496441386925833
Position 1016: 0.0013469030320224541
Position 331: 0.0013021088548061768
Position 4058: 0.001233656587981968
Position 3071: 0.00122786906539482
Position 4918: 0.0010887222630844668
Position 3270: 0.0010686607162454199
Position 9102: 0.0010539011173307958
Position 1535: 0.0010011804399403382
Position 7140: 0.0009229212736847277
Position 3734: 0.0008983443228980258
Position 5288: 0.0008759330355066497
Position 1797: 0.0008512686721405129
Position 1041: 0.0008143177723810162
Position 8381: 0.0007826881502805044
Position 7670: 0.0007752705829329722
Position 1394: 0.0007547171869652156
Position 2119: 0.0007117033843093176
Position 3441: 0.0007058922056597495
Position 1570: 0.0007031876228615166
Position 8991: 0.0006753570456279273
Position 8229: 0.0006355336344814011
Position 8415: 0.0005896847146576858
Position 1960: 0.0005795288231555245
Position 8029: 0.000539829044192155
Position 7753: 0.0005337823693269749
Position 6566: 0.0005191754093820639
Position 1823: 0.0004784409552817891
Position 175: 0.00045689273782630497
Position 1129: 0.0004560899843813018
Position 7148: 0.00045416680802900475
Position 1741: 0.00043683513981444973
Position 3963: 0.0004041476582933471
Position 5126: 0.0003960023005152748
Position 1318: 0.00038868830022286067
Position 3027: 0.0003738478734054425
Position 5129: 0.0003646212161139654
Position 7376: 0.00035105573360593725
Position 1155: 0.00035093313451995864
Position 1321: 0.0003464504869693659
Position 5478: 0.00034176599657523076
Position 5616: 0.0003302980102997152
Position 873: 0.0002955675604311518
Position 6833: 0.0002870026139004211
Position 6148: 0.0002761707597936917
Position 4549: 0.0002416009709485019
Position 2047: 0.00021904102020888774
Position 6239: 0.00021138826903483658
Position 405: 0.00020738177806759638
Position 4284: 0.00019303275487179164
Position 2432: 0.00018979602788944802
Position 438: 0.00016176027746320654
Position 2197: 0.00015988228591450163
Position 3685: 0.00015690642695287212
Position 4689: 0.00015499704254533648
Position 4281: 0.00015261951686659978
Position 3255: 0.00014182560012135695
Position 3224: 0.0001383163053070102
Position 3241: 0.00013517889268763216
Position 4514: 0.00011748014149827612
Position 4964: 0.00010935246528653843
Position 4927: 0.00010865010270770406
Position 3013: 9.267296207270945e-05
Position 4199: 9.121597891271083e-05
Position 2920: 8.813734825745824e-05
Position 1668: 8.46896757343141e-05
Position 1255: 8.434471493574966e-05
Position 834: 8.051641850512182e-05
Position 3846: 7.258250307344399e-05
Position 1896: 6.788841226434758e-05
Position 1889: 6.774446982022608e-05
Position 3166: 6.190105401036592e-05
Position 1702: 6.109684233266239e-05
Position 1299: 5.501499670677341e-05
Position 1427: 4.961865494483535e-05
Position 392: 4.634281408821951e-05
Position 492: 3.9170462022028443e-05
Position 542: 3.18759233467096e-05
Position 447: 2.368437093683948e-05
Position 661: 2.3389079911954443e-05
Position 1771: 1.9921196464345306e-05
Position 1369: 1.4804691608730735e-05
Position 2521: 1.0531076559613205e-05
Position 1758: 1.0070801865014221e-05
Position 2062: 9.923813108635937e-06
Position 1911: 9.443291310494977e-06
Position 1539: 7.523844501694745e-06
Position 208: 7.507770600254953e-06
Position 1919: 6.662744021065459e-06
Position 1456: 3.5445587950766934e-06
Position 1716: 2.7190696450261422e-06
Position 637: 1.8761312520307958e-06
Position 573: 1.3401766763621328e-06
Position 1323: 1.2363545938252308e-06
Position 1435: 6.849571229542217e-07
Position 2147: 6.373565155895914e-07
Position 464: 4.1055362540288693e-07
Position 666: 3.9980545783230973e-07
Position 416: 3.6574025582057827e-07
Position 507: 2.8661595914449616e-07
Position 2504: 1.0282722763743729e-07
Position 908: 2.8146642915416338e-08
Position 90: 2.314428600334181e-08
Position 1613: 5.711180418776819e-09
Position 138: 3.52278294666693e-09
Position 101: 2.426148379813023e-09
Position 307: 1.8174608104706906e-10
Position 548: 1.3711088474160805e-10
Position 1453: 8.107307225979431e-11
Position 967: 7.692236754920102e-11
Position 116: 2.9271692149053106e-11
Position 172: 2.050530192442328e-11
Position 148: 1.966254357665695e-11
Position 145: 1.6836070775328876e-11
Position 154: 9.51021348391267e-13
Position 159: 5.389619274419761e-13
