Gene = IQCC
Position 1036: 0.171151888152478
Position 388: 0.1130372044600667
Position 850: 0.10855762847308847
Position 1651: 0.06265276830857927
Position 1014: 0.03929424488985249
Position 525: 0.03818718087152576
Position 1541: 0.02066880251169001
Position 531: 0.019434124171128213
Position 1343: 0.01410866588701985
Position 1968: 0.011827087108826665
Position 782: 0.009238671673244787
Position 2631: 0.005758152863267002
Position 2510: 0.005504771854644199
Position 2012: 0.005084835471843584
Position 932: 0.004996437845333531
Position 2233: 0.004588113140455392
Position 1787: 0.004455758127616702
Position 462: 0.004425015284436207
Position 1892: 0.00409111975286719
Position 2358: 0.004087159847555899
Position 1910: 0.0037942587726480996
Position 2549: 0.003222268219089161
Position 2216: 0.002964223149594074
Position 1538: 0.0029006335911724904
Position 1308: 0.002750709033439607
Position 2252: 0.00264617707796429
Position 2689: 0.0026339290831599135
Position 1368: 0.0025345266415810336
Position 2027: 0.0017204561206270025
Position 2362: 0.0014706062774939095
Position 1001: 0.0014130365924257709
Position 2098: 0.0008960340052088863
Position 2191: 0.000851443528266094
Position 2090: 0.0008218048462710499
Position 1045: 0.0007459764657440245
Position 878: 0.0007455948086150532
Position 1795: 0.0006970129104518922
Position 1005: 0.0006908792042545869
Position 976: 0.0006732996547337819
Position 423: 0.0006710447973195896
Position 1856: 0.0006591385599278857
Position 1023: 0.0005542117588803089
Position 2255: 0.0005438988700572539
Position 1349: 0.0005149140522826449
Position 1665: 0.0004626230292601803
Position 1042: 0.0004597411389509529
Position 1769: 0.0004476337456161246
Position 2823: 0.0004256160142497892
Position 281: 0.00041641589784117516
Position 2706: 0.00037010149960209435
Position 2076: 0.0003437318854296294
Position 865: 0.00031954924762214997
Position 2031: 0.00029139599518272373
Position 1016: 0.0002670392349143054
Position 2238: 0.00026075336462739817
Position 1683: 0.00025325886844697256
Position 2061: 0.00025071403513569375
Position 934: 0.00022697416656274224
Position 1612: 0.00021803545608833197
Position 157: 0.00021055485627475903
Position 1896: 0.0002014446925367338
Position 899: 0.00019985444097666907
Position 1628: 0.0001859814662914619
Position 885: 0.00018506505306944103
Position 3009: 0.00017730106789938917
Position 137: 0.00016187716870357414
Position 2152: 0.00016135958328340028
Position 2869: 0.0001526678530935693
Position 1836: 0.00013977267632547032
Position 2421: 0.00012790840083745913
Position 700: 0.00011687875043152122
Position 1292: 0.00011231349751922109
Position 1707: 0.00011014046979385028
Position 1378: 0.00010467326507909949
Position 2125: 0.00010109420643764319
Position 3020: 9.651051238456096e-05
Position 428: 9.539399584560938e-05
Position 881: 9.039633445751028e-05
Position 946: 8.485297615045457e-05
Position 796: 8.300490177995311e-05
Position 980: 8.163923182016676e-05
Position 723: 8.068709019777211e-05
Position 1059: 8.031766371097788e-05
Position 1494: 7.817477259847618e-05
Position 1989: 7.696789498387517e-05
Position 355: 7.529253249846494e-05
Position 1713: 7.461054190874049e-05
Position 904: 6.992839118233438e-05
Position 1841: 6.931631538040708e-05
Position 2914: 6.42385816716276e-05
Position 1050: 6.393259395808584e-05
Position 1225: 6.20624893315371e-05
Position 973: 6.022151053141296e-05
Position 961: 5.774914044082606e-05
Position 987: 5.314408841394388e-05
Position 1860: 5.04016683172826e-05
Position 339: 4.7813254727964183e-05
Position 2872: 4.1078067071826116e-05
Position 2428: 3.809099670430322e-05
Position 2797: 3.540621579826244e-05
Position 617: 3.50045410604224e-05
Position 2285: 3.22090908492934e-05
Position 2654: 3.153782330508776e-05
Position 2667: 3.123266424757747e-05
Position 2193: 3.094352028193769e-05
Position 2261: 3.0293771685713834e-05
Position 2878: 2.8782214023727655e-05
Position 1997: 2.7816660867142246e-05
Position 814: 2.611995013137152e-05
Position 2829: 2.5058497597650424e-05
Position 1727: 2.3921016131727563e-05
Position 1721: 2.3441789260419632e-05
Position 1921: 2.2949098354180076e-05
Position 2850: 2.165347360880164e-05
Position 875: 1.8340037617152364e-05
Position 362: 1.7949619142900432e-05
Position 725: 1.686671362421535e-05
Position 212: 1.5769691241946658e-05
Position 1799: 1.5665211917199358e-05
Position 958: 1.4848403796195444e-05
Position 1604: 1.4679672813986122e-05
Position 1694: 1.3493625381272427e-05
Position 1404: 1.1877583607848752e-05
Position 807: 1.1079508990089956e-05
Position 217: 9.57177199312967e-06
Position 594: 8.776027273539945e-06
Position 141: 7.502445738817533e-06
Position 707: 6.066041376664021e-06
Position 567: 5.511028156752477e-06
Position 634: 5.293821405591707e-06
Position 349: 4.136174190564456e-06
Position 573: 3.953928219539223e-06
Position 1438: 3.94357342870245e-06
Position 729: 3.6239042233207607e-06
Position 437: 3.355879320089371e-06
Position 533: 3.3025710652458677e-06
Position 185: 3.128370219251431e-06
Position 1151: 3.036174376758753e-06
Position 103: 2.3577820996415157e-06
Position 1246: 1.8752969195520266e-06
Position 1393: 1.7659277859195188e-06
Position 732: 1.3338957802274465e-06
Position 1280: 1.0105449405660792e-06
Position 320: 9.334512394047553e-07
Position 1165: 8.827908403827687e-07
Position 1385: 8.560013144263136e-07
Position 1356: 8.463514805652712e-07
Position 1184: 7.625033868174871e-07
Position 1269: 5.060888851741766e-07
Position 1275: 4.914383388497821e-07
Position 293: 4.6418311028540486e-07
Position 1251: 3.548506091694709e-07
Position 541: 1.427382990859834e-07
Position 302: 1.3624070348807837e-07
Position 1449: 1.2053274055794123e-07
Position 546: 1.0766870121012208e-07
Position 565: 9.144848727307749e-08
Position 603: 7.441783961873079e-08
Position 552: 5.467895696567629e-08
Position 295: 1.6669007335924427e-08
Position 310: 4.548928245338458e-09
Position 1116: 2.0590955097741984e-09
Position 307: 2.3680846636191314e-10
Position 89: 5.214680831028974e-12
