Gene = ZZZ3
Position 5935: 0.028575918035747827
Position 7077: 0.02573900751602801
Position 11276: 0.02510596571173237
Position 13772: 0.022344611679733554
Position 6011: 0.022310490227556583
Position 10081: 0.020026436930432295
Position 2565: 0.018617864215749843
Position 11442: 0.016922403495399158
Position 529: 0.01548844939515995
Position 3625: 0.014969850594496072
Position 11102: 0.013219614354016864
Position 9414: 0.011100708161688982
Position 11923: 0.010056612995191283
Position 5323: 0.009706896883073463
Position 9989: 0.007927045793312147
Position 7302: 0.007803670514913685
Position 8111: 0.007579607918510188
Position 10209: 0.0074590289839092105
Position 10060: 0.007339927550771621
Position 2405: 0.007001823836544503
Position 9088: 0.006702187102845801
Position 12651: 0.006032413429963126
Position 3644: 0.006015337441588096
Position 3920: 0.0056753701386618146
Position 8684: 0.005409003136290833
Position 3023: 0.004761260715163305
Position 761: 0.004172776116639432
Position 8346: 0.004054958370638984
Position 7331: 0.003141451298113155
Position 8098: 0.0027297891423974895
Position 1892: 0.0026864822049044567
Position 7680: 0.0026514084167331142
Position 3741: 0.002451690427829603
Position 2540: 0.0021328718921264592
Position 10406: 0.002057970856548233
Position 467: 0.0020377102681895833
Position 3815: 0.0019926157556430886
Position 9949: 0.0016350558957195873
Position 2427: 0.0015994398234114777
Position 7446: 0.0014532564653697826
Position 7659: 0.0014519046144553158
Position 786: 0.001293979584187894
Position 4885: 0.0008439059911501251
Position 3049: 0.0007938782228936573
Position 4385: 0.0007900913602368286
Position 7870: 0.0007715180365304082
Position 7733: 0.0006888821493805674
Position 7709: 0.0006508652652232849
Position 4295: 0.0006499559606687534
Position 398: 0.0006431808728777032
Position 2773: 0.0006326464553107063
Position 358: 0.0005981066008622808
Position 5347: 0.0005843914708160294
Position 4280: 0.0004437361685736451
Position 4251: 0.00042425605921751785
Position 4176: 0.0003973032253436646
Position 2159: 0.0003670109441869103
Position 1681: 0.00031363156976146845
Position 5696: 0.00026425750781517484
Position 1915: 0.00024075951331958007
Position 5174: 0.00021837512784986945
Position 264: 0.00017312224087407855
Position 542: 0.0001587256622211828
Position 1603: 0.0001356794234259223
Position 1625: 0.0001339990182724472
Position 1903: 0.00013026499445604857
Position 4086: 0.00012497181023482038
Position 1722: 0.0001149089061396668
Position 585: 0.00011285528607228879
Position 2085: 0.00010845671344206865
Position 1748: 0.00010096985895258594
Position 1649: 9.208305967417771e-05
Position 1477: 7.18180687215893e-05
Position 1940: 6.833386511696142e-05
Position 406: 5.126743739841421e-05
Position 2101: 5.1227444421403706e-05
Position 1499: 5.0122653016330306e-05
Position 2763: 3.961928651612247e-05
Position 718: 3.7689627700849954e-05
Position 2598: 3.589282323219344e-05
Position 930: 2.677176950246733e-05
Position 933: 2.1442923660077926e-05
Position 1012: 1.0512439932340417e-05
Position 454: 1.0282881350996038e-05
Position 371: 1.3508327175298193e-07
Position 318: 3.498486108169192e-08
Position 551: 2.594329561306361e-08
Position 242: 1.8908012438794824e-08
Position 296: 1.801244555455601e-08
Position 631: 1.2662813961835472e-08
Position 270: 1.2157582147075128e-08
Position 246: 5.1622585323174865e-09
