Gene = ISPD
Position 4164: 0.014132413082278505
Position 11541: 0.01184288728162336
Position 11908: 0.010454719772107393
Position 835: 0.008924227277395827
Position 11311: 0.008865690171082338
Position 12810: 0.008788916704462406
Position 2565: 0.007040631485996487
Position 11763: 0.006856160563404514
Position 3690: 0.0058597688666076515
Position 2272: 0.005217317291064467
Position 3115: 0.005134986834243
Position 9438: 0.004848860330195706
Position 1134: 0.004327636668102919
Position 9801: 0.003929130068030587
Position 3487: 0.003867246337377416
Position 2743: 0.003601737557972295
Position 9978: 0.003294790053004685
Position 566: 0.0028503310497003495
Position 6008: 0.0027809203894980095
Position 1329: 0.002726361905548666
Position 3546: 0.0026354868715496114
Position 6979: 0.0024475576473251687
Position 719: 0.0024206700124265474
Position 2461: 0.0018623841164607446
Position 4204: 0.0017652405304761053
Position 1170: 0.0017546794521603726
Position 8755: 0.0017262116917146119
Position 736: 0.0017231305640261366
Position 1907: 0.0016003387621730911
Position 4105: 0.0014845024767141724
Position 435: 0.0014300405439353952
Position 3803: 0.00139201425052144
Position 2746: 0.0013762146006277875
Position 2030: 0.0013404123903293164
Position 867: 0.001272646011787325
Position 6400: 0.001256277965984528
Position 4654: 0.001254762993831255
Position 2911: 0.0011620563952469225
Position 8267: 0.0011323395789506455
Position 4487: 0.0010172728248658963
Position 4371: 0.0008975694954057691
Position 3451: 0.0008109535477434621
Position 2217: 0.0007720212197902584
Position 1745: 0.0005825798235815865
Position 1052: 0.0005747328445688787
Position 968: 0.0005448275888748453
Position 487: 0.0004839804291274217
Position 1820: 0.00044997964530667255
Position 3142: 0.0003982892871215773
Position 745: 0.00037320521695287595
Position 1938: 0.00034688371293738966
Position 3145: 0.0003434625458407208
Position 6048: 0.0003025359265130381
Position 330: 0.000285668248219593
Position 6136: 0.00028393949847908096
Position 1072: 0.0002749330408012508
Position 484: 0.00022416625698033256
Position 245: 0.000221590561890399
Position 2457: 0.00014294254472002802
Position 1138: 0.00012970775335233305
Position 2986: 0.00012044251181669345
Position 4263: 0.00012015863461589573
Position 465: 7.435583399650729e-05
Position 2047: 6.003869734235104e-05
Position 4705: 5.415964370427568e-05
Position 4680: 4.6160044185880525e-05
Position 411: 3.69762047939793e-05
Position 2297: 2.1753109706837486e-05
Position 789: 1.9338547915813872e-05
Position 853: 1.3656464020415146e-05
Position 586: 1.1537031141546075e-05
Position 527: 1.089082811328395e-05
Position 2346: 6.790952250918615e-06
Position 3077: 6.441601517255646e-06
Position 1718: 5.8987738702887565e-06
Position 2187: 5.618039641048075e-06
Position 874: 3.877559382850233e-06
Position 2057: 3.828280899898527e-06
Position 549: 3.1839707219363974e-06
Position 702: 2.8770736668986655e-06
Position 371: 2.735138301984651e-06
Position 2136: 1.8615704151359147e-06
Position 845: 1.0719978657639658e-06
Position 1943: 8.524973639299659e-07
Position 2051: 8.184630259615471e-07
Position 232: 7.726331512425122e-07
Position 197: 7.433508215300215e-07
Position 1730: 7.06215300454759e-07
Position 810: 5.629133512421342e-07
Position 661: 5.035018771574975e-07
Position 668: 4.874973175409329e-07
Position 1884: 4.802954241802766e-07
Position 454: 4.7433294572739476e-07
Position 1858: 4.509901294146625e-07
Position 380: 3.460754666821986e-07
Position 890: 3.132765535476814e-07
Position 642: 2.9324641331458335e-07
Position 896: 2.1619966478643226e-07
Position 580: 2.157526556687006e-07
Position 448: 1.961700390914304e-07
Position 715: 1.260765510758795e-07
Position 870: 1.2582169837120096e-07
Position 598: 1.252313044182711e-07
Position 1427: 9.796031480091239e-08
Position 336: 7.580110642957635e-08
Position 798: 7.211229890817932e-08
Position 761: 6.807686368272754e-08
Position 504: 6.16024205994894e-08
Position 467: 4.415628672841363e-08
Position 583: 4.0644796537554067e-08
Position 1152: 3.6818093517373785e-08
Position 1832: 3.5547055442725184e-08
Position 1348: 3.497707887283848e-08
Position 1748: 3.336507015958511e-08
Position 135: 2.541015732604457e-08
Position 529: 2.5145707378791875e-08
Position 386: 1.8811012485292875e-08
Position 531: 1.791307771943647e-08
Position 1909: 1.5974459505307436e-08
Position 220: 1.4207987782560081e-08
Position 492: 1.3078403142946284e-08
Position 254: 8.250024099332262e-09
Position 144: 3.223397450904392e-09
Position 904: 2.796181963281318e-09
Position 218: 2.0804961955189877e-09
Position 175: 4.814614573852016e-10
Position 173: 1.6959278724075466e-11
Position 116: 1.1748040180902126e-11
Position 256: 4.425050504138541e-12
Position 419: 6.410948960549768e-13
