Gene = MXRA8
Position 3513: 0.0030472575125331785
Position 5236: 0.0030300289953438956
Position 2698: 0.0029906522596957127
Position 3795: 0.00287969063729622
Position 4290: 0.002708164653147723
Position 3534: 0.0026375408329912878
Position 2043: 0.002452860839459268
Position 3705: 0.0021682084798289453
Position 285: 0.002140021748348607
Position 2507: 0.0019969043254649058
Position 1634: 0.0016830118468888482
Position 4466: 0.0013513159446865296
Position 1811: 0.0012909838992870982
Position 4266: 0.001289517470402678
Position 4962: 0.001123611634759655
Position 2555: 0.0010524897243719088
Position 1747: 0.001042385947831964
Position 437: 0.0009797142494684021
Position 1430: 0.0009024004857998838
Position 5262: 0.0008990677596199636
Position 4325: 0.0008233242655688288
Position 1036: 0.0007633722661470162
Position 2582: 0.0007629914963039119
Position 5612: 0.0007514598738253178
Position 5372: 0.0007492566405533906
Position 5481: 0.0007314627706697834
Position 893: 0.0006419631509250289
Position 3951: 0.0006373295279033225
Position 946: 0.000629969260451951
Position 2122: 0.0006298060618901536
Position 4075: 0.0005686797037321788
Position 2371: 0.0005640892816191516
Position 3317: 0.0005583720783231732
Position 5111: 0.0005463104020511902
Position 5071: 0.0005395859500127366
Position 1540: 0.0004815965757991494
Position 1250: 0.0004495044266030694
Position 2073: 0.00044333444336254474
Position 361: 0.0004305024025995049
Position 4862: 0.00042411177190875303
Position 2440: 0.0004063130088772413
Position 2459: 0.00039654235796102464
Position 4959: 0.00039177466956363886
Position 4322: 0.00038293559560334414
Position 5732: 0.0003698762940511325
Position 4767: 0.00036463002366012953
Position 386: 0.0003639899720498279
Position 5382: 0.00036366881679656993
Position 3830: 0.0003594760792408285
Position 5524: 0.0003485782115461791
Position 4077: 0.00034123880111941755
Position 974: 0.00033661161217362565
Position 5624: 0.00030453489272429804
Position 5272: 0.0002976169401511086
Position 5827: 0.00021863829300405172
Position 5692: 0.00019074770640457918
Position 2314: 0.0001812117839391152
Position 5409: 0.00018027686209901375
Position 4629: 0.00016467236337918626
Position 1715: 0.00015643166929267324
Position 5290: 0.0001555618849920548
Position 4807: 0.00015492957637102284
Position 1639: 0.0001521961209010452
Position 1246: 0.0001518937316806095
Position 2153: 0.00014824705806595382
Position 1469: 0.00014779821207392552
Position 257: 0.0001439595786047582
Position 1311: 0.0001421042469635251
Position 898: 0.0001302644697076982
Position 261: 0.00012757480533423025
Position 1574: 0.00012258910960385167
Position 4869: 0.00011660218154711278
Position 1148: 0.00010137315300190994
Position 988: 9.6535007292414e-05
Position 1184: 8.432519348504276e-05
Position 4652: 8.010299584988054e-05
Position 5448: 7.61308127143411e-05
Position 5446: 7.318918133837862e-05
Position 4634: 7.228487608164052e-05
Position 3504: 6.969674949109793e-05
Position 4874: 6.80974332627742e-05
Position 4916: 6.795779567408417e-05
Position 450: 6.478482303589662e-05
Position 4668: 2.904360869309381e-05
Position 4485: 2.8333277131915863e-05
Position 4450: 2.628947136495505e-05
Position 1134: 2.1719829330190435e-05
Position 703: 1.429055842020611e-05
Position 1335: 1.3157918370066166e-05
Position 921: 1.16194266017613e-05
Position 1308: 4.599898339560875e-06
Position 3278: 4.328059426706204e-06
Position 175: 3.710450439186919e-06
Position 1562: 3.6620024850061493e-06
Position 1358: 3.2681107192110054e-06
Position 1266: 3.0843719552096856e-06
Position 3883: 2.702017049372682e-06
Position 1365: 2.302465527716549e-06
Position 195: 2.0614516898488317e-06
Position 172: 2.0127846093778644e-06
Position 1504: 1.7096680584789375e-06
Position 1410: 1.3784856137069689e-06
Position 326: 8.690622397293186e-07
Position 1854: 6.808029772364694e-07
Position 1260: 4.91090630239398e-07
Position 185: 4.878504058306852e-07
Position 295: 4.693881468398049e-07
Position 1162: 4.489131908277605e-07
Position 1299: 4.117538662584738e-07
Position 687: 1.2647786361053024e-07
Position 1155: 8.652446134757943e-08
Position 2092: 4.987053751739537e-08
Position 714: 2.8996014495702264e-08
Position 4681: 2.1067036753138052e-08
Position 1093: 1.4513605198330205e-08
Position 749: 7.842639327577798e-09
Position 522: 5.236777770916953e-09
Position 533: 2.956779934335736e-09
Position 239: 2.427119259657656e-09
Position 554: 2.331887582239203e-09
Position 620: 2.1647594324654197e-09
Position 178: 1.4534658054533305e-09
Position 272: 6.277732993035337e-10
Position 162: 6.177746174620048e-10
