Gene = CAMLG
Position 8872: 0.003816468113526717
Position 2114: 0.0035700595970293136
Position 3208: 0.0033440135498666785
Position 3102: 0.0029894057023780664
Position 3183: 0.002963984831382667
Position 8721: 0.002958802001838364
Position 553: 0.0029372130855042753
Position 2846: 0.0028983697700629366
Position 4569: 0.002580715458690525
Position 8001: 0.0024494883668841074
Position 3299: 0.0024156170022853573
Position 4263: 0.002407258551367899
Position 1186: 0.0022299366012517373
Position 9544: 0.0022106958936769427
Position 650: 0.0020995214406216815
Position 8157: 0.0020588896101528644
Position 6294: 0.001887064853062111
Position 604: 0.001723093226444219
Position 3661: 0.0016854069840232387
Position 2862: 0.0016630317441009052
Position 3630: 0.0016440845258824232
Position 8695: 0.0016084915204197298
Position 784: 0.0013884552834098544
Position 6389: 0.0013856978644361995
Position 672: 0.0013559018582071705
Position 2567: 0.001344309073858094
Position 2041: 0.0013220976427571354
Position 1377: 0.0010725908964738019
Position 1193: 0.0010649178550511857
Position 1414: 0.0010237735893852142
Position 5259: 0.000997303482721487
Position 803: 0.000978795161660731
Position 6340: 0.0009708410072633388
Position 839: 0.0009556556706211583
Position 7389: 0.0009057668410192507
Position 442: 0.0008405834441389856
Position 1595: 0.0008131364449263488
Position 6215: 0.0008076371634577139
Position 2619: 0.0007864255155458907
Position 6688: 0.0007244792927360768
Position 6428: 0.0006089964933389822
Position 5551: 0.0005747661348396007
Position 8844: 0.0005567676012724628
Position 2824: 0.0005558643073567541
Position 1987: 0.0005533531094738455
Position 758: 0.0005386215577130885
Position 2810: 0.0005182002868615688
Position 4886: 0.00044486706058246905
Position 2851: 0.0004446360288393018
Position 6275: 0.0004106158061529613
Position 3000: 0.0004103797007441514
Position 3131: 0.00040237309573317305
Position 1219: 0.0003738840072999358
Position 2788: 0.0003448900306456441
Position 707: 0.0003148555189894013
Position 3967: 0.0003057894418219858
Position 2457: 0.0002846964854908082
Position 392: 0.0002745046442062331
Position 1125: 0.0002584842447079587
Position 5656: 0.0002506143419176969
Position 1958: 0.00024608369399766426
Position 2760: 0.00023206365004167908
Position 2137: 0.00023204864634794803
Position 2590: 0.0002243207715686798
Position 5722: 0.0002186995835776357
Position 1395: 0.00021791468117310757
Position 5909: 0.00021046588468813553
Position 2755: 0.00018760148782795863
Position 2996: 0.00016188919292644838
Position 2509: 0.00014767429804528128
Position 5607: 0.00014523464377425547
Position 624: 0.00014480619112357108
Position 3552: 0.00012781253160256732
Position 4420: 0.00012639903913458925
Position 2360: 0.00010808562591167363
Position 4097: 9.879470601406724e-05
Position 3105: 9.800435143436711e-05
Position 2384: 9.531089700236126e-05
Position 907: 9.480697256429337e-05
Position 1852: 7.192040216433889e-05
Position 2430: 7.180369799351333e-05
Position 2020: 5.239937776835836e-05
Position 3151: 5.04215942420717e-05
Position 1817: 4.8623338611703914e-05
Position 2120: 4.469596345302751e-05
Position 2290: 4.0485466833721016e-05
Position 2293: 3.234921098525182e-05
Position 1895: 3.2142121116058e-05
Position 473: 2.3875129023187592e-05
Position 1139: 2.053278011487552e-05
Position 2319: 1.674892126315802e-05
Position 1304: 1.6525981785364377e-05
Position 872: 1.538834912806158e-05
Position 957: 1.493140093711033e-05
Position 1113: 6.901648421015475e-06
Position 1106: 5.12403446195049e-06
Position 1419: 4.723887645394385e-06
Position 998: 3.99470453550012e-06
Position 1476: 3.6257308605659082e-06
Position 2539: 3.0727013518979296e-06
Position 2520: 2.246648012760927e-06
Position 1201: 7.545549306704262e-07
Position 1095: 5.470656972885551e-07
Position 566: 4.089677222053067e-07
Position 1085: 3.995262154140311e-07
Position 1267: 3.758317491518927e-07
Position 985: 3.622406426138784e-07
Position 245: 3.097890228793133e-07
Position 509: 2.3225750672856416e-07
Position 915: 2.1719361401892834e-07
Position 1647: 1.7127689387175468e-07
Position 1567: 1.6137530988357944e-07
Position 1445: 1.3411628920082783e-07
Position 274: 1.3270618492410424e-07
Position 1068: 1.2828696186994212e-07
Position 680: 1.1422205445611418e-07
Position 909: 3.7671609346266704e-08
Position 1661: 3.7342769523700296e-08
Position 197: 2.3924616139327266e-08
Position 1003: 1.9435709804583576e-08
Position 654: 1.6544176341314244e-08
Position 877: 8.95976543849372e-09
Position 533: 6.047923445246115e-09
Position 343: 2.0828370907364317e-09
Position 315: 6.326909988825374e-10
Position 104: 4.401704104566876e-11
Position 209: 1.2213334029928664e-11
Position 224: 1.2155797726475367e-11
Position 180: 1.1384543999704522e-11
Position 171: 1.758709597663994e-12
Position 283: 1.448754697652984e-13
Position 220: 5.606962032204243e-14
Position 157: 4.030421990350414e-14
Position 296: 2.4321269227101792e-14
Position 118: 1.6490776016163217e-14
Position 125: 7.120521144001367e-15
Position 155: 5.365465640975694e-15
Position 298: 1.4067737481520694e-15
