Gene = ZBED8
Position 689: 1.1315734485573806e-06
Position 190: 1.0693995660769032e-06
Position 178: 1.0104291577279046e-06
Position 397: 7.87390516256456e-07
Position 767: 5.400562414135186e-07
Position 571: 4.0623431704064005e-07
Position 144: 3.9864069877153353e-07
Position 1141: 2.309621812292048e-07
Position 235: 2.0622762311290679e-07
Position 107: 1.5845526598818078e-07
Position 238: 1.1367390644264082e-07
Position 275: 5.647177946218446e-08
Position 1341: 3.8157632038840476e-08
Position 402: 1.0930745141977766e-09
Position 300: 4.715582418733187e-10
Position 289: 4.6107465478398126e-10
Position 214: 2.3102149194764368e-10
Position 118: 7.884687369130432e-11
