Gene = UBIAD1
Position 546: 0.04077479131000596
Position 712: 0.03845761331362023
Position 13545: 0.03225420765890244
Position 1936: 0.030876243993335387
Position 1914: 0.027073939834696574
Position 13415: 0.021955268254395397
Position 340: 0.015149588296395617
Position 12967: 0.014880112934396292
Position 5650: 0.012377284043260398
Position 4465: 0.011495933798391901
Position 13691: 0.009950950865876731
Position 2424: 0.007423324731818336
Position 570: 0.007180764633236016
Position 7897: 0.007113137294881046
Position 5683: 0.0065529345012385574
Position 11283: 0.006315178619763891
Position 298: 0.006176436614841925
Position 6242: 0.005512769808007819
Position 7795: 0.005439475704477229
Position 531: 0.0053792788784739285
Position 7381: 0.004140631880486571
Position 11903: 0.0038689016255753126
Position 428: 0.003453324643899386
Position 7361: 0.003027879302855145
Position 4486: 0.0029672045843271073
Position 681: 0.0027777614588634075
Position 670: 0.002540138218806331
Position 10050: 0.002528389758494657
Position 13193: 0.0025057079118028266
Position 3165: 0.0017172831859884293
Position 5470: 0.001610362229726222
Position 2999: 0.0016034420412544663
Position 201: 0.0015017258544300963
Position 457: 0.0014588406189040915
Position 486: 0.0012961324820491013
Position 8654: 0.001183006649935751
Position 5679: 0.0011575499099081277
Position 1012: 0.0009475019668678942
Position 706: 0.0009019407144054762
Position 6043: 0.0008809013002932996
Position 7157: 0.0008496941550146858
Position 7408: 0.0007936575088067087
Position 3049: 0.0007822356797494278
Position 731: 0.0007670181555626549
Position 6076: 0.0007239766220501142
Position 854: 0.0006339743142680172
Position 8464: 0.000621242058040293
Position 3209: 0.0005513309514163549
Position 2286: 0.0005139804187166098
Position 9699: 0.000431156763811093
Position 432: 0.00041062887660341904
Position 4133: 0.0003948240578690859
Position 1428: 0.00036259197178357657
Position 824: 0.0003582575412912019
Position 453: 0.0003290859126602908
Position 5753: 0.00027120274528487105
Position 501: 0.00024250558788258905
Position 4796: 0.00021694820617578273
Position 7626: 0.0001926493803659144
Position 4936: 0.00018443134101750187
Position 5281: 0.0001824665971679959
Position 355: 0.00017459026840492136
Position 2877: 0.00015379890332667482
Position 4461: 0.00015201249501564147
Position 2625: 0.0001465589533265613
Position 799: 0.00014170965600082447
Position 4771: 0.00013522105424219625
Position 2970: 9.486451227155428e-05
Position 2788: 5.753719435298928e-05
Position 376: 5.362696982037736e-05
Position 396: 5.344776281100421e-05
Position 320: 4.465070855496253e-05
Position 2392: 4.410823999463746e-05
Position 1137: 4.378900139231049e-05
Position 442: 3.7386658602481184e-05
Position 424: 3.177929480496899e-05
Position 2264: 2.569287724521312e-05
Position 460: 2.4027873016946677e-05
Position 1665: 2.2425487754350716e-05
Position 1113: 1.677136164286646e-05
Position 1821: 1.5647728817821738e-05
Position 1448: 1.5533892892278285e-05
Position 961: 1.0040817952657758e-05
Position 495: 6.908224730399363e-06
Position 225: 3.1177412980753308e-06
Position 374: 1.379629207122784e-06
Position 672: 9.81447477012711e-07
Position 386: 8.713846813770323e-07
Position 300: 8.700442635227386e-07
Position 1763: 7.862925835711472e-07
Position 229: 3.7428754358134e-07
Position 161: 2.837600066027347e-07
Position 2508: 2.2651623879690377e-07
Position 352: 4.6781431278605854e-08
Position 923: 8.381204183985948e-09
