Gene = UTS2
Position 4648: 0.028053088141100326
Position 5019: 0.018586561080682292
Position 507: 0.015053364949343334
Position 3954: 0.013262760919311351
Position 909: 0.013115608511172801
Position 1330: 0.01212808960430628
Position 4423: 0.011641140489593688
Position 699: 0.011436951110666324
Position 2567: 0.011298479460364877
Position 2244: 0.010709946556822936
Position 1647: 0.008935583191120974
Position 392: 0.008679832238240126
Position 3816: 0.008638649012422554
Position 652: 0.00799161077761
Position 2963: 0.007692949746337037
Position 1840: 0.0075847801585382174
Position 5069: 0.0065460073047188035
Position 192: 0.005850817200912266
Position 5604: 0.005138493757299555
Position 2087: 0.004959187992052077
Position 1666: 0.0047278153074717544
Position 310: 0.004509793424917443
Position 1298: 0.004485236432989293
Position 2540: 0.0037577501744901643
Position 3493: 0.003682839698129151
Position 2827: 0.0036548569224898065
Position 2721: 0.003642791909477954
Position 4517: 0.003532386036715021
Position 4271: 0.0032704564662670867
Position 348: 0.00308497563543654
Position 4286: 0.0027702268682135147
Position 3873: 0.0025103612632423958
Position 2441: 0.0022011781641637727
Position 355: 0.0021021779025319435
Position 559: 0.0019893920022171193
Position 1344: 0.0018898100393910326
Position 2693: 0.0016996865092954393
Position 312: 0.0016331397627049706
Position 598: 0.0013964848500991264
Position 3917: 0.0013249203744103292
Position 269: 0.001260951019791407
Position 1253: 0.0012194683285003298
Position 2225: 0.0012141856681279894
Position 2890: 0.0011178853506650282
Position 395: 0.0011105670414813962
Position 3005: 0.00108917627867308
Position 2919: 0.0010042823977727067
Position 1341: 0.0009645996695957007
Position 530: 0.0009445415499809982
Position 2520: 0.0009383067355972395
Position 1706: 0.0007221397890179194
Position 625: 0.0006369920477976856
Position 1082: 0.0005593522564985281
Position 857: 0.0005333348660134275
Position 372: 0.00048169565297186763
Position 1157: 0.00046136160262422074
Position 1692: 0.00044834287982345987
Position 323: 0.00039371567548842295
Position 1363: 0.00039306750195532565
Position 3529: 0.0003852248373211591
Position 330: 0.00027497083237676753
Position 2408: 0.00024168849997855099
Position 2543: 0.0002016460032375084
Position 1303: 0.0001957005076293388
Position 2260: 0.00019345930222733248
Position 1780: 0.00018473436506121586
Position 1002: 0.00017564705258204773
Position 379: 0.00014138980097048426
Position 678: 0.00014041316492750144
Position 1968: 0.00011306652027612061
Position 2390: 0.00011069382718254869
Position 1675: 7.334560644418664e-05
Position 359: 6.889793603191256e-05
Position 2695: 5.2127962141102525e-05
Position 1917: 5.1019154221386266e-05
Position 658: 4.3281667773547085e-05
Position 2292: 3.377984862155492e-05
Position 436: 3.117966922747163e-05
Position 278: 3.010487093680459e-05
Position 1375: 2.6477832472520064e-05
Position 1432: 2.279745041833302e-05
Position 368: 2.2211564343916214e-05
Position 255: 1.865083212588591e-05
Position 745: 3.979316932836657e-06
Position 705: 2.8996135209585652e-06
Position 600: 1.884823012726002e-06
Position 580: 1.7084978492385393e-06
Position 352: 1.6108323003823087e-06
Position 1995: 1.4787407444555423e-06
Position 628: 1.1940088311398122e-06
Position 1313: 9.715317776969018e-07
Position 400: 8.56675619728136e-07
Position 717: 8.480625041084676e-07
Position 365: 6.93255606205297e-07
Position 1477: 6.115640396273782e-07
Position 605: 4.1549733086596015e-07
Position 1270: 4.0622798639989707e-07
Position 1483: 4.032207308746342e-07
Position 668: 3.5154410971159874e-07
Position 200: 3.247394437884929e-07
Position 568: 2.3471477600572115e-07
Position 888: 2.0979502711144055e-07
Position 635: 2.0527196482464284e-07
Position 1713: 2.0207632101952624e-07
Position 204: 4.852524507127612e-08
Position 535: 2.7314682743185488e-08
Position 403: 2.504991398783079e-08
Position 748: 1.3714013706654675e-08
Position 751: 1.3440759693048285e-08
Position 407: 1.169313956018591e-08
Position 145: 1.088299333772662e-08
Position 753: 1.0168519857320753e-08
Position 129: 7.653191461676446e-12
Position 97: 4.415971768620146e-15
