Gene = BRIX1
Position 310: 1.0548285287735631e-09
Position 521: 8.412014991326164e-10
Position 435: 8.323579599741165e-10
Position 468: 5.525900143539118e-10
Position 362: 4.961880361238378e-10
Position 333: 4.77561240641475e-10
Position 617: 4.5713620265343257e-10
Position 507: 3.759563936967635e-10
Position 281: 2.4308140680608177e-10
Position 450: 2.079062697510614e-10
Position 193: 2.0597111010608175e-10
Position 342: 1.7534009049825697e-10
Position 525: 1.3960382085976349e-10
Position 393: 1.2574338484577934e-10
Position 379: 1.1867128483372424e-10
Position 317: 1.0371670208538242e-10
Position 377: 9.791004166494808e-11
Position 239: 8.155314939330748e-11
Position 127: 5.6517507042362334e-11
Position 269: 5.617287669009219e-11
Position 482: 5.120498487453476e-11
Position 323: 3.9322872727951674e-11
Position 202: 3.901191758120332e-11
Position 413: 3.489043745976916e-11
Position 299: 3.254218256477143e-11
Position 455: 3.1675137191551964e-11
Position 78: 3.054832958201485e-11
Position 416: 3.030304354364544e-11
Position 443: 2.963432157907247e-11
Position 357: 2.6852069553104293e-11
Position 123: 2.6715710626033627e-11
Position 187: 2.203100528613531e-11
Position 196: 1.9278599360275087e-11
Position 97: 1.87753653664787e-11
Position 486: 1.3690383709773385e-11
Position 473: 1.2373089269291304e-11
Position 92: 1.1084450652341801e-11
Position 83: 1.5872820929430547e-12
Position 424: 1.4572069838514328e-12
Position 112: 1.142385431547374e-12
Position 101: 9.801661508927161e-13
Position 489: 8.858981195426761e-13
Position 256: 7.199360196061401e-13
Position 344: 6.033482649886803e-13
