Gene = CASZ1
Position 12779: 0.016471341680577803
Position 1363: 0.01356299115832183
Position 597: 0.011925936868117602
Position 5348: 0.008984966279781962
Position 13160: 0.008372715719572267
Position 600: 0.008006651695648829
Position 3821: 0.007198341295221703
Position 2088: 0.006837250897394965
Position 4211: 0.0063029447936273995
Position 5814: 0.00603364884390466
Position 8250: 0.005978302137652916
Position 15292: 0.005410644670325979
Position 9203: 0.005035451180054646
Position 2886: 0.0050147267879565045
Position 3913: 0.004947899707656171
Position 1593: 0.004913882743461186
Position 3269: 0.0037289027331709828
Position 4851: 0.0033747994033959893
Position 5301: 0.003330491070393319
Position 214: 0.0024620067454704945
Position 6082: 0.002141397834708347
Position 1201: 0.0018332937352017952
Position 534: 0.0017996716475692498
Position 6301: 0.0016574211223792767
Position 2860: 0.001582042105185774
Position 9821: 0.0015231678583946119
Position 2795: 0.0014915383921571222
Position 1044: 0.0014100178322248565
Position 6607: 0.0013316522062236766
Position 1635: 0.0011063462381337838
Position 3376: 0.0010045248213978678
Position 2832: 0.0009774490305020065
Position 1022: 0.0008579741108263965
Position 6167: 0.0007975781011312108
Position 4748: 0.0007806142533417277
Position 603: 0.0006833260819729229
Position 493: 0.0006323069897173224
Position 7656: 0.0005898989202789358
Position 1944: 0.0005837660469378377
Position 1918: 0.0005691314262642235
Position 623: 0.000509043960841345
Position 5516: 0.00038283914486703
Position 971: 0.00032587682480026325
Position 6331: 0.0002937867584718243
Position 957: 0.00020612680824530993
Position 1967: 0.00019908911415074013
Position 217: 0.00017928347100536627
Position 628: 0.00017456561110696942
Position 999: 0.00013168642454947443
Position 2762: 0.00012908105689982615
Position 740: 0.00010500227257004391
Position 1485: 7.543741966715804e-05
Position 1080: 7.249428840151677e-05
Position 3115: 5.926476262699103e-05
Position 1383: 5.172310344352504e-05
Position 872: 4.741004643399137e-05
Position 710: 4.206264758124199e-05
Position 670: 3.54404851791569e-05
Position 1323: 2.450420551272529e-05
Position 2628: 1.8233327637806035e-05
Position 4188: 1.7093949374014018e-05
Position 687: 1.5957234107271637e-05
Position 1083: 1.2063030553118047e-05
Position 1819: 1.0284217033768138e-05
Position 2280: 5.046153693945431e-06
Position 2662: 4.503039250605853e-06
Position 2252: 3.953815884503357e-06
Position 4184: 3.839431670730531e-06
Position 896: 2.0657153139889465e-06
Position 1001: 1.8941492340153765e-06
Position 1386: 1.472433491615695e-06
Position 804: 1.0199317741586798e-06
Position 1930: 1.0116023588619423e-06
Position 479: 7.6231876543536e-07
Position 1166: 7.033208625708302e-07
Position 358: 1.4717593275513243e-07
Position 753: 7.046703764828622e-08
Position 883: 5.4282755126216566e-08
Position 429: 2.0280056164309885e-08
Position 630: 1.559062799631875e-08
Position 302: 1.1258100094462366e-08
Position 774: 9.34156183137202e-09
Position 605: 6.968213070334791e-09
Position 750: 5.958875961154228e-09
Position 633: 5.373291485970342e-09
Position 467: 5.077728252547489e-09
Position 790: 3.4970682247675846e-09
Position 444: 2.8834970888513434e-09
Position 755: 2.5391557014468555e-09
Position 814: 2.487359126435238e-09
