Gene = RHBDD2
Position 1037: 0.0006960458784908257
Position 5131: 0.0006887712309028686
Position 417: 0.0006511518969748188
Position 6808: 0.0006139471876980072
Position 3256: 0.000520880061274457
Position 3612: 0.0005089380163216691
Position 692: 0.0004877927050338115
Position 3741: 0.00047212404684403926
Position 5820: 0.0004412173109895311
Position 4065: 0.0003816807985199942
Position 3195: 0.00034531231925159474
Position 1822: 0.00033357174354677874
Position 5631: 0.0003086160356570919
Position 7182: 0.00030367724751958276
Position 1964: 0.0002784277270208706
Position 5087: 0.0002598916473893891
Position 2428: 0.0002130557769095185
Position 5462: 0.00019091942119041157
Position 1798: 0.00018213435062599764
Position 1223: 0.00017042368162639433
Position 3561: 0.0001701568927830978
Position 2130: 0.00016969823286853042
Position 1141: 0.00016368039515077902
Position 2706: 0.0001596157472010484
Position 2136: 0.00015875930568596313
Position 2887: 0.00015282103408707884
Position 474: 0.00015149497071675807
Position 2501: 0.00015085879964230482
Position 2056: 0.00014974933098479794
Position 3419: 0.00014763439517690477
Position 1178: 0.00014061884183125465
Position 3558: 0.0001235618203706942
Position 1989: 0.0001081333738096809
Position 2153: 8.194082574301341e-05
Position 1325: 7.601702434564497e-05
Position 958: 7.332398965388116e-05
Position 1383: 5.738186288757034e-05
Position 6052: 5.672927951699638e-05
Position 2032: 5.150109097406377e-05
Position 1449: 5.06747152739223e-05
Position 5595: 4.901315483269876e-05
Position 635: 4.20303889254702e-05
Position 1234: 3.5991022443249314e-05
Position 995: 3.390517713919971e-05
Position 287: 2.5614496142572222e-05
Position 1174: 2.0972901871437186e-05
Position 850: 1.9886939390098724e-05
Position 968: 1.8151508523669794e-05
Position 1124: 1.4453785051643046e-05
Position 1804: 1.3976560187257653e-05
Position 997: 1.0692118364792148e-05
Position 612: 9.54990250408656e-06
Position 1361: 8.952855449925855e-06
Position 2534: 8.111583808582445e-06
Position 891: 1.5601486091664629e-06
Position 794: 8.246936835547588e-07
Position 768: 6.548386269138687e-07
Position 699: 3.4458270890933747e-07
Position 1143: 3.2112665474721493e-07
Position 866: 1.8872466939967446e-07
Position 2279: 1.5257290576013856e-07
Position 182: 1.1990859085790386e-07
Position 4973: 2.659943575600645e-08
Position 1344: 1.504200618041976e-08
Position 1151: 7.391964308019098e-09
Position 926: 7.389403189481042e-09
Position 592: 6.789963487040768e-09
Position 293: 2.9391468460179546e-09
Position 1436: 2.565725987252975e-09
Position 642: 1.9901150623678588e-09
Position 312: 2.47425629284045e-10
Position 163: 6.603023878505152e-12
Position 320: 1.7264313818732792e-13
Position 345: 1.6061633374718322e-13
Position 317: 1.4800116636633702e-14
Position 98: 1.8253412858538882e-15
Position 109: 1.6171612731620233e-15
Position 87: 4.2493039310833685e-16
Position 89: 2.4039211407807648e-17
