Gene = MYCBP
Position 1391: 0.0005778279252616371
Position 623: 0.0005309054493400809
Position 6366: 0.0004963584943521838
Position 400: 0.00043723362415768624
Position 8330: 0.00041742361259390626
Position 7840: 0.00040502624576363997
Position 503: 0.0003139518592111704
Position 6224: 0.00026157033556325197
Position 703: 0.0002526424373493757
Position 6177: 0.00024867416870241917
Position 5949: 0.00020539474469603232
Position 1433: 0.0001908216491422233
Position 1570: 0.00018604393885327208
Position 710: 0.00018062221985953796
Position 4592: 0.0001655726225345927
Position 340: 0.00015290239064302418
Position 4239: 0.00013121758541280465
Position 735: 0.00013076270415260423
Position 1426: 0.00013042705751869634
Position 6065: 0.00011841690496823196
Position 3332: 0.00010623383487708937
Position 3029: 0.00010431024172175597
Position 4751: 0.0001024613629322522
Position 195: 0.00010059867387631967
Position 3938: 9.910784289601226e-05
Position 2557: 9.909459764315613e-05
Position 3083: 9.635720738436418e-05
Position 3173: 9.348927309388628e-05
Position 1465: 8.937944762345951e-05
Position 777: 6.499535947712734e-05
Position 1628: 6.275559638991901e-05
Position 1891: 6.11434590861356e-05
Position 1816: 5.546452529166828e-05
Position 3649: 4.899061814487726e-05
Position 586: 4.485151960247025e-05
Position 2426: 4.17144503994014e-05
Position 415: 3.4267340709451025e-05
Position 1584: 3.227267031897521e-05
Position 2061: 2.700346753268147e-05
Position 590: 2.5987080197968157e-05
Position 1165: 2.4433333663459494e-05
Position 1920: 2.1872892323461744e-05
Position 1209: 2.139740390169752e-05
Position 536: 2.0977916498661867e-05
Position 3032: 1.702462220026514e-05
Position 608: 1.5633716025535776e-05
Position 508: 1.2047090466004024e-05
Position 644: 1.1655409995131195e-05
Position 1625: 1.1440550565429915e-05
Position 2147: 1.1188950675521392e-05
Position 368: 1.0099972180567958e-05
Position 366: 8.690786406153311e-06
Position 244: 7.982785784245517e-06
Position 922: 7.383213883615923e-06
Position 1382: 7.14386565653794e-06
Position 1029: 4.771170963309687e-06
Position 2772: 3.273795649317372e-06
Position 256: 2.3117780750610616e-06
Position 565: 1.8994558026451e-06
Position 592: 1.4408785244802796e-06
Position 1086: 9.474169774178777e-07
Position 424: 8.789665932238518e-07
Position 563: 8.443681246348874e-07
Position 150: 7.709952037669321e-07
Position 1038: 6.967438125764768e-07
Position 408: 5.931907274995594e-07
Position 913: 4.807777196746788e-07
Position 272: 4.514095111111515e-07
Position 1234: 4.4100868995024906e-07
Position 510: 4.357482899030519e-07
Position 220: 3.217081976668368e-07
Position 1059: 3.215027307287402e-07
Position 373: 2.1646739908324014e-07
Position 260: 1.869514069585553e-07
Position 1445: 7.490524531378928e-08
Position 1269: 5.6721460090206544e-08
Position 1449: 3.601951789797292e-08
Position 1301: 2.2830556074747212e-08
Position 926: 1.1322639300893905e-08
Position 1035: 7.761733553823357e-09
Position 284: 6.79979508048567e-10
Position 210: 2.082756958450715e-10
Position 381: 1.4854242457186097e-10
Position 349: 4.6380056818205204e-11
Position 376: 3.672685535474749e-11
Position 569: 2.2976449504657205e-11
Position 291: 3.468813477082859e-12
Position 162: 8.388985793177431e-13
Position 297: 1.670260013755582e-13
Position 275: 7.09588929167724e-14
