Gene = SSNA1
Position 761: 8.180329941770384e-08
Position 486: 6.551661221888501e-08
Position 88: 5.1352798252888666e-08
Position 489: 3.224595521622409e-08
Position 130: 2.0972924799980192e-08
Position 144: 1.888553275656836e-08
Position 1200: 1.8681816165215883e-08
Position 474: 1.7466087548869154e-08
Position 106: 1.5662420224609894e-08
Position 173: 1.0093300103481932e-08
Position 157: 4.587473257075537e-09
Position 429: 2.3225049174933203e-09
Position 522: 1.909846876252761e-09
Position 450: 1.2688938590372823e-09
Position 509: 7.589949049312162e-10
Position 121: 5.526276901641321e-10
Position 136: 1.5203253815769438e-10
Position 165: 6.973046829308878e-11
Position 483: 3.4793788412302358e-12
